date, pm25, pm10, o3, no2, so2, co
2023/2/2, 170, 214, 7, 34, , 16
2023/2/3, 174, 424, 8, 41, 1, 20
2023/2/4, 196, 553, 7, 53, 3, 19
2023/2/5, 212, 359, 5, 47, 7, 19
2023/2/6, 184, 410, 10, 40, 8, 27
2023/2/7, 247, 359, 5, 34, 7, 16
2023/2/8, 250, 329, 7, 34, 5, 16
2023/2/9, 162, 279, 9, 33, 6, 15
2023/2/10, 174, 131, 14, 26, 6, 14
2023/2/11, 169, 353, 6, 37, 7, 16
2023/2/12, 214, 169, 8, 22, 7, 13
2023/2/13, 135, 157, 8, 20, 6, 13
2023/2/14, 126, 141, 9, 28, 7, 16
2023/2/15, 159, 166, 7, 35, 8, 18
2023/2/16, 177, 345, 13, 52, 10, 22
2023/2/17, 258, 388, 10, 50, 9, 19
2023/2/18, 309, 375, 12, 62, 11, 19
2023/2/19, 295, 288, 17, 47, 10, 15
2023/2/20, 261, 256, 14, 45, 12, 15
2023/2/21, 242, 162, 8, 47, 12, 14
2023/2/22, 188, 200, 5, 45, 12, 15
2023/2/23, 224, 162, 5, 43, 12, 14
2023/2/24, 153, 144, 8, 44, 13, 13
2023/2/25, 160, 224, 10, 52, 12, 15
2023/2/26, 192, 397, 6, 41, 10, 13
2023/2/27, 245, , , , , 
2023/1/3, 302, 283, 4, 33, 6, 18
2023/1/4, 318, 262, 4, 33, 7, 21
2023/1/5, 296, 385, 3, 39, 9, 21
2023/1/6, 355, 420, 4, 64, 7, 19
2023/1/7, 385, 430, 4, 51, 7, 19
2023/1/8, 361, 393, 4, 45, 7, 25
2023/1/9, 376, 565, 5, 43, 7, 23
2023/1/10, 490, 350, 3, 43, 6, 20
2023/1/11, 349, 220, 5, 35, 5, 17
2023/1/12, 265, 195, 7, 32, 7, 18
2023/1/13, 268, 193, 8, 40, 6, 20
2023/1/14, 268, 194, 5, 34, 7, 17
2023/1/15, 248, 209, 7, 47, 7, 18
2023/1/16, 188, 396, 6, 55, 8, 21
2023/1/17, 271, 353, 6, 42, 6, 21
2023/1/18, 280, 499, 6, 53, 28, 21
2023/1/19, 342, 437, 7, 59, 15, 21
2023/1/20, 321, 150, 7, 25, , 13
2023/1/21, 179, 280, 10, 35, , 20
2023/1/22, 269, 390, 10, 41, , 21
2023/1/23, 349, 293, 8, 38, 13, 20
2023/1/24, 246, 127, 7, 23, 11, 13
2023/1/25, 163, 146, 6, 32, 11, 19
2023/1/26, 188, 154, 5, 18, 11, 16
2023/1/27, 220, 134, 7, 32, 11, 15
2023/1/28, 179, 194, 8, 46, 11, 22
2023/1/29, 198, 350, 13, 39, 11, 23
2023/1/30, 324, 116, 8, 28, 11, 16
2023/1/31, 165, 184, 6, 27, 11, 17
2023/2/1, 190, 184, 6, 29, 9, 16
2022/10/2, 176, 436, 17, 38, 8, 10
2022/10/3, 171, 344, 17, 43, 4, 15
2022/10/4, 150, 364, 16, 46, 8, 16
2022/10/5, 159, 243, 16, 37, 7, 8
2022/10/6, 178, 55, 16, 13, 6, 11
2022/10/7, 62, 55, 16, 16, 8, 14
2022/10/8, 77, 37, 15, 15, 8, 12
2022/10/9, 65, 29, 31, 11, 5, 24
2022/10/10, 60, 35, 14, 12, 5, 14
2022/10/11, 64, 59, 14, 26, 16, 1
2022/10/12, 96, 188, 14, 36, 5, 12
2022/10/13, 182, 284, 13, 36, 8, 4
2022/10/14, 153, 322, 10, 36, 16, 3
2022/10/15, 168, 546, 11, 55, 10, 18
2022/10/16, 181, 566, 11, 51, 9, 15
2022/10/17, 218, 549, 11, 54, 9, 13
2022/10/18, 212, 615, 14, 71, 11, 12
2022/10/19, 211, 464, 13, 79, 9, 14
2022/10/20, 202, 451, 17, 67, 7, 13
2022/10/21, 203, 415, 19, 63, 6, 13
2022/10/22, 211, 390, 31, 64, 3, 15
2022/10/23, 207, 410, 46, 69, 8, 
2022/10/24, 207, 340, 76, 72, 9, 13
2022/10/25, 225, 322, 12, 51, 11, 12
2022/10/26, 250, 310, 6, 64, 7, 12
2022/10/27, 211, 482, 8, 70, 9, 13
2022/10/28, 280, 546, 53, 69, 9, 15
2022/10/29, 319, 519, 7, 68, 8, 17
2022/10/30, 299, 521, 7, 63, 7, 18
