date, pm25, pm10, o3, no2, so2, co
2021/6/1, 54, 16, 54, 4, 1, 3
2021/6/2, 48, 9, 37, 2, 1, 2
2021/6/3, 24, 6, 43, 3, , 3
2021/6/4, 18, 10, 5, 1, 1, 3
2021/6/5, 26, 14, 48, 3, 1, 2
2021/6/6, 43, 17, 50, 4, 2, 3
2021/6/7, 49, 18, 42, 3, 2, 3
2021/6/8, 51, 17, 56, 8, 1, 3
2021/6/9, 51, 18, 62, 2, 1, 2
2021/6/10, 54, 17, 44, 1, , 2
2021/6/11, 47, 17, 41, 1, 1, 3
2021/6/12, 49, 13, 32, 1, 1, 2
2021/6/13, 36, 15, 38, 2, 1, 3
2021/6/14, 43, 12, 30, 2, 1, 2
2021/6/15, 34, 6, 31, 3, 1, 2
2021/6/16, 14, 11, 38, 7, 1, 2
2021/6/17, 31, 9, 26, 7, 1, 3
2021/6/18, 24, , , , , 
2021/5/1, 31, 11, 44, 1, 1, 4
2021/5/2, 34, 10, 48, 1, 1, 3
2021/5/3, 30, 13, 45, 3, 4, 3
2021/5/4, 39, 10, 45, 1, 1, 3
2021/5/5, 24, 13, 52, 6, 1, 2
2021/5/6, 37, 17, 42, 5, 1, 4
2021/5/7, 50, 22, 42, 6, 1, 3
2021/5/8, 60, 29, 74, 1, 1, 3
2021/5/9, 65, 14, 48, 4, 1, 3
2021/5/10, 39, 17, 39, 9, 1, 3
2021/5/11, 48, 17, 30, 10, 1, 4
2021/5/12, 46, 6, 31, 3, 1, 3
2021/5/13, 15, 12, 41, 4, 1, 3
2021/5/14, 34, 4, 31, 1, 1, 2
2021/5/15, 12, 9, 24, 2, 1, 2
2021/5/16, 22, 9, 38, 1, , 3
2021/5/17, 23, 8, 33, 1, , 3
2021/5/18, 19, 9, 40, 2, 1, 3
2021/5/19, 27, 8, 25, 5, 1, 3
2021/5/20, 21, 11, 56, 1, 1, 3
2021/5/21, 25, 10, 49, 1, 1, 3
2021/5/22, 30, 16, 56, 3, 1, 3
2021/5/23, 47, 13, 40, 4, 1, 2
2021/5/24, 35, 23, 70, 3, 1, 3
2021/5/25, 58, 18, 42, 3, 1, 3
2021/5/26, 50, 15, 52, 2, , 2
2021/5/27, 21, 82, 49, 2, 1, 3
2021/5/28, 46, 14, 59, 1, 1, 3
2021/5/29, 43, 13, 59, 6, 1, 3
2021/5/30, 39, 17, 77, 6, 1, 3
2021/5/31, 47, 19, 73, 5, 1, 3
2021/4/10, 23, 9, 46, 3, 1, 2
2021/4/11, 25, 10, 39, 4, 1, 2
2021/4/12, 23, 9, 45, 2, , 3
2021/4/13, 18, 10, 39, 2, , 4
2021/4/14, 26, 8, 44, 5, 1, 2
2021/4/15, 21, 10, 37, 7, 1, 3
2021/4/16, 30, 15, 45, 4, 1, 5
2021/4/17, 37, 12, 42, 2, 1, 3
2021/4/18, 35, 13, 55, 3, 1, 3
2021/4/19, 37, 16, 73, 5, 1, 3
2021/4/20, 50, 20, 70, 9, 2, 3
2021/4/21, 56, 22, 65, 8, 1, 3
2021/4/22, 61, 17, 53, 6, 1, 2
2021/4/23, 49, 14, 46, 3, 1, 2
2021/4/24, 45, 10, 46, 2, , 2
2021/4/25, 30, 9, 40, 5, 1, 
2021/4/26, 20, 11, 46, 5, 1, 2
2021/4/27, 33, 12, 32, 3, 1, 2
2021/4/28, 36, 10, 38, 4, 1, 2
2021/4/29, 28, 16, 64, 5, 1, 3
2021/4/30, 48, 11, 56, 3, 1, 3
2021/3/1, 17, 5, 35, 1, 1, 3
2021/3/2, 13, 9, 32, 6, 1, 
2021/3/3, 24, 10, 33, 7, 1, 
2021/3/4, 29, 5, 26, 5, , 
2021/3/5, 11, 10, 38, 1, 1, 
2021/3/6, 29, 8, 35, 1, 1, 
2021/3/7, 19, 8, 35, 5, , 
2021/3/8, 16, 8, 31, 5, 1, 
2021/3/9, 21, 14, 43, 4, 1, 
2021/3/10, 38, 14, 37, 7, 1, 
