date, pm25, pm10, o3, no2, so2
2022/5/2, 45, 14, 57, 6, 1
2022/5/3, 53, 13, 56, 5, 1
2022/5/4, 53, 17, 58, 5, 4
2022/5/5, 59, 19, 52, 4, 4
2022/5/6, 66, 14, 34, 6, 1
2022/5/7, 50, 11, 39, 4, 1
2022/5/8, 47, 17, 49, 4, 1
2022/5/9, 55, 12, 42, 8, 1
2022/5/10, 42, 14, 42, 11, 3
2022/5/11, 55, 12, 28, 6, 1
2022/5/12, 41, 9, 20, 6, 
2022/5/13, 33, 10, 28, 13, 
2022/5/14, 29, 11, 48, 6, 1
2022/5/15, 42, 12, 43, 5, 
2022/5/16, 49, 11, 55, 9, 1
2022/5/17, 45, 15, 72, 10, 1
2022/5/18, 61, 18, 78, 11, 1
2022/5/19, 64, 19, 70, 11, 1
2022/5/20, 68, 23, 47, 11, 1
2022/5/21, 76, 15, 61, 10, 1
2022/5/22, 55, 15, 31, 5, 
2022/5/23, 54, , , , 
2022/4/2, 33, 9, 37, 10, 1
2022/4/3, 37, 8, 40, 7, 1
2022/4/4, 35, 9, 41, 14, 1
2022/4/5, 35, 11, 57, 12, 1
2022/4/6, 46, 12, 51, 12, 1
2022/4/7, 51, 18, 64, 9, 1
2022/4/8, 64, 18, 45, 11, 1
2022/4/9, 67, 13, 49, 7, 2
2022/4/10, 51, 21, 49, 5, 3
2022/4/11, 68, 19, 30, 7, 2
2022/4/12, 62, 11, 24, 8, 2
2022/4/13, 38, 14, 34, 7, 1
2022/4/14, 47, 11, 28, 12, 1
2022/4/15, 33, 7, 32, 5, 
2022/4/16, 21, 10, 40, 5, 
2022/4/17, 40, 12, 57, 7, 1
2022/4/18, 51, 15, 49, 13, 1
2022/4/19, 58, 13, 62, 15, 1
2022/4/20, 55, 16, 69, 13, 1
2022/4/21, 63, 21, 33, 13, 1
2022/4/22, 67, 13, 52, 8, 1
2022/4/23, 52, 19, 40, 6, 1
2022/4/24, 57, 11, 38, 4, 1
2022/4/25, 36, 11, 41, 7, 1
2022/4/26, 39, 13, 21, 2, 1
2022/4/27, 31, 14, 42, 7, 1
2022/4/28, 39, 23, 48, 10, 1
2022/4/29, 58, 12, 40, 4, 
2022/4/30, 32, 7, 42, 3, 
2022/5/1, 30, 11, 46, 4, 
2022/3/2, 64, 13, 34, 10, 
2022/3/3, 54, 11, 44, 11, 1
2022/3/4, 54, 19, 40, 11, 1
2022/3/5, 73, 21, 40, 7, 1
2022/3/6, 71, 6, 37, 5, 
2022/3/7, 30, 14, 33, 16, 1
2022/3/8, 56, 14, 46, 14, 1
2022/3/9, 60, 26, 61, 12, 1
2022/3/10, 91, 27, 52, 16, 1
2022/3/11, 94, 21, 47, 12, 1
2022/3/12, 73, 20, 42, 8, 1
2022/3/13, 66, 16, 36, 2, 3
2022/3/14, 51, 13, 37, 6, 1
2022/3/15, 43, 13, 42, 9, 1
2022/3/16, 46, 13, 45, 13, 1
2022/3/17, 52, 15, 41, 14, 1
2022/3/18, 52, 7, 33, 11, 
2022/3/19, 24, 7, 35, 6, 
2022/3/20, 23, 4, 35, 5, 
2022/3/21, 18, 9, 38, 6, 1
2022/3/22, 42, 7, 38, 8, 1
2022/3/23, 30, 8, 23, 14, 1
2022/3/24, 35, 21, 48, 10, 1
2022/3/25, 83, 22, 40, 11, 4
2022/3/26, 79, 10, 38, 4, 1
2022/3/27, 27, 9, 43, 5, 1
2022/3/28, 34, 15, 35, 8, 1
2022/3/29, 51, 17, 42, 12, 1
2022/3/30, 56, 15, 35, 9, 2
2022/3/31, 55, 13, 38, 9, 1
2022/4/1, 41, 8, 38, 3, 1
2022/2/2, 68, 28, 36, 16, 1
2022/2/3, 95, 15, 35, 11, 1
2022/2/4, 60, 10, 40, 14, 1
2022/2/5, 44, 13, 37, 4, 
2022/2/6, 52, 7, 32, 2, 
2022/2/7, 30, 9, 28, 12, 1
2022/2/8, 45, 9, 30, 14, 3
2022/2/9, 44, 9, 30, 18, 2
2022/2/10, 43, 8, 30, 15, 1
2022/2/11, 37, 11, 38, 11, 1
2022/2/12, 50, 10, 32, 16, 1
2022/2/13, 48, 9, 22, 11, 1
2022/2/14, 45, 8, 31, 14, 1
2022/2/15, 41, 10, 35, 8, 1
2022/2/16, 47, 9, 33, 5, 1
2022/2/17, 21, 8, 33, 5, 1
2022/2/18, 46, 7, 33, 8, 1
2022/2/19, 37, 7, 24, 12, 1
2022/2/20, 38, 10, 36, 5, 1
2022/2/21, 46, 7, 33, 8, 1
2022/2/22, 34, 10, 33, 8, 1
2022/2/23, 46, 11, 33, 8, 1
2022/2/24, 54, 8, 36, 12, 1
2022/2/25, 45, 15, 41, 13, 1
2022/2/26, 68, 20, 47, 8, 1
2022/2/27, 79, 19, 42, 7, 1
2022/2/28, 75, 11, 34, 17, 1
2022/3/1, 54, 16, 30, 18, 2
2022/1/4, 53, 13, 34, 12, 1
2022/1/5, 54, 13, 21, 15, 1
2022/1/6, 54, 7, 24, 15, 1
2022/1/7, 32, 9, 27, 18, 1
2022/1/8, 35, 10, 27, 13, 1
2022/1/9, 42, 18, 34, 11, 1
2022/1/10, 72, 24, 31, 12, 1
2022/1/11, 86, 13, 28, 8, 1
2022/1/12, 54, 5, 30, 8, 1
2022/1/13, 26, 10, 29, 11, 1
2022/1/14, 49, 6, 28, 10, 
2022/1/15, 26, 9, 24, 12, 1
2022/1/16, 46, 18, 18, 11, 1
2022/1/17, 72, 12, 31, 10, 1
2022/1/18, 48, 8, 31, 10, 1
2022/1/19, 39, 7, 28, 15, 1
2022/1/20, 37, 9, 28, 8, 1
2022/1/21, 43, 4, 29, 8, 1
2022/1/22, 23, 9, 26, 14, 1
2022/1/23, 39, 9, 15, 12, 2
2022/1/24, 39, 6, 31, 6, 2
2022/1/25, 28, 8, 30, 16, 1
2022/1/26, 33, 18, 38, 12, 1
