date, pm25, pm10, o3, no2, so2
2023/7/2, 16, 9, 31, 2, 1
2023/7/3, 18, 7, 36, 1, 1
2023/7/4, 15, 13, 39, 3, 1
2023/7/5, 32, 13, 49, 1, 1
2023/7/6, 30, 19, 53, 1, 1
2023/7/7, 46, 21, 28, 2, 1
2023/7/8, 47, 20, 31, 1, 1
2023/7/9, 35, 21, 25, 1, 
2023/7/10, 40, 12, 29, 2, 1
2023/7/11, 24, 9, 19, 1, 1
2023/7/12, 23, 10, 16, 1, 
2023/7/13, 21, 11, 12, 1, 1
2023/7/14, 22, 10, 12, 1, 1
2023/7/15, 20, 9, 10, 1, 
2023/7/16, 15, 12, 10, , 
2023/7/17, 21, , , , 
2023/4/2, 50, 22, 47, 2, 1
2023/4/3, 56, 15, 45, 2, 1
2023/4/4, 40, 17, 46, 5, 1
2023/4/5, 49, 12, 37, 1, 1
2023/4/6, 33, 11, 43, 1, 1
2023/4/7, 31, 20, 63, 1, 1
2023/4/8, 51, 12, 46, 1, 1
2023/4/9, 30, 14, 47, 2, 1
2023/4/10, 29, 13, 43, 3, 1
2023/4/11, 28, 13, 40, 1, 1
2023/4/12, 35, 43, 43, 1, 1
2023/4/13, 71, 37, 49, 4, 1
2023/4/14, 58, 20, 33, 5, 1
2023/4/15, 39, 6, 36, 3, 1
2023/4/16, 11, 29, 56, 1, 1
2023/4/17, 52, 32, 49, 2, 1
2023/4/18, 56, 30, 45, 3, 3
2023/4/19, 58, 32, 36, 3, 1
2023/4/20, 57, 32, 47, 4, 1
2023/4/21, 60, 33, 42, 3, 1
2023/4/22, 56, 46, 43, 1, 1
2023/4/23, 71, 16, 41, 3, 1
2023/4/24, 37, 13, 39, 5, 1
2023/4/25, 37, 9, 31, 6, 1
2023/4/26, 20, 12, 57, 2, 1
2023/4/27, 38, 16, 61, 4, 2
2023/4/28, 47, 21, 48, 4, 5
2023/4/29, 60, 11, 54, 1, 1
2023/4/30, 33, 20, 50, 1, 1
2023/5/1, 44, 18, 63, 2, 1
2023/5/2, 48, 15, 58, 4, 2
2023/5/3, 47, 17, 61, 3, 3
2023/5/4, 53, 16, 46, 1, 2
2023/5/5, 42, 16, 37, 1, 5
2023/5/6, 45, 7, 39, 1, 2
2023/5/7, 20, 7, 39, 1, 1
2023/5/8, 11, 17, 44, 1, 1
2023/5/9, 49, 12, 49, 3, 1
2023/5/10, 40, 14, 66, 3, 2
2023/5/11, 48, 19, 74, 4, 2
2023/5/12, 57, 23, 56, 3, 5
2023/5/13, 66, 9, 41, 1, 1
2023/5/14, 26, 8, 43, 1, 1
2023/5/15, 25, 14, 57, 2, 1
2023/5/16, 50, 24, 71, 4, 2
2023/5/17, 65, 26, 64, 3, 1
2023/5/18, 66, 19, 38, 3, 1
2023/5/19, 51, 8, 42, 2, 1
2023/5/20, 20, 12, 44, 1, 1
2023/5/21, 29, 15, 47, 1, 1
2023/5/22, 42, 18, 44, 1, 1
2023/5/23, 50, 44, 42, 1, 1
2023/5/24, 75, 11, 41, 2, 1
2023/5/25, 28, 15, 43, 3, 2
2023/5/26, 42, 20, 40, 4, 3
2023/5/27, 60, 19, 48, 4, 3
2023/5/28, 57, 14, 27, 3, 2
2023/5/29, 41, 8, 12, 2, 1
2023/5/30, 24, 4, 31, 2, 1
2023/5/31, 10, 8, 45, 3, 1
2023/6/1, 21, 15, 30, 4, 1
2023/6/2, 44, 9, 42, 3, 1
2023/6/3, 30, 21, 49, 1, 1
2023/6/4, 52, 17, 74, 2, 2
2023/6/5, 49, 18, 65, 3, 2
2023/6/6, 49, 10, 39, 2, 1
2023/6/7, 29, 13, 51, 1, 1
2023/6/8, 41, 11, 37, 2, 1
2023/6/9, 33, 13, 45, 2, 1
2023/6/10, 35, 14, 44, 3, 1
2023/6/11, 42, 7, 40, 1, 1
2023/6/12, 16, 11, 39, 2, 1
2023/6/13, 31, 12, 35, 2, 1
2023/6/14, 38, 13, 28, 2, 1
2023/6/15, 38, 15, 47, 2, 1
2023/6/16, 44, 18, 66, 2, 1
2023/6/17, 59, 18, 59, 2, 1
2023/6/18, 58, 21, 43, 2, 3
2023/6/19, 61, 25, 66, 1, 1
2023/6/20, 68, 24, 65, 2, 2
2023/6/21, 64, 14, 35, 1, 1
2023/6/22, 39, 10, 46, 1, 1
2023/6/23, 30, 13, 49, 1, 1
2023/6/24, 39, 10, 36, 2, 1
2023/6/25, 25, 14, 35, 2, 1
2023/6/26, 38, 7, 8, 1, 1
2023/6/27, 13, 9, 11, 1, 1
2023/6/28, 15, 12, 12, 1, 1
2023/6/29, 25, 9, 9, 1, 1
2023/6/30, 18, 11, 16, 1, 1
2023/7/1, 19, 9, 33, 1, 1
2023/1/3, 44, 6, 32, 2, 1
2023/1/4, 14, 9, 33, 3, 1
2023/1/5, 30, 35, 46, 4, 2
2023/1/6, 101, 41, 42, 4, 1
2023/1/7, 113, 48, 39, 1, 1
2023/1/8, 103, 28, 34, 3, 1
2023/1/9, 54, 26, 52, 7, 2
2023/1/10, 56, 17, 37, 4, 1
2023/1/11, 41, 15, 27, 7, 2
2023/1/12, 40, 17, 23, 8, 3
2023/1/13, 47, 8, 30, 1, 3
2023/1/14, 23, 9, 33, 1, 1
2023/1/15, 16, 10, 31, , 1
2023/1/16, 17, 13, 27, 2, 1
2023/1/17, 32, 9, 30, 4, 1
2023/1/18, 21, 15, 29, 5, 1
2023/1/19, 54, 20, 34, 4, 1
2023/1/20, 53, 31, 39, 3, 1
2023/1/21, 63, 9, 32, 4, 1
2023/1/22, 24, 9, 24, 7, 2
