date, pm25, pm10, o3, no2, so2
2022/2/2, 47, 29, 35, 11, 4
2022/2/3, 83, 18, 33, 6, 2
2022/2/4, 60, 10, 35, 5, 3
2022/2/5, 40, 12, 32, 6, 2
2022/2/6, 45, 13, 33, 9, 5
2022/2/7, 45, 14, 32, 10, 3
2022/2/8, 50, 13, 29, 11, 2
2022/2/9, 48, 9, 28, 8, 1
2022/2/10, 32, 12, 21, 11, 2
2022/2/11, 42, 12, 26, 9, 2
2022/2/12, 41, 12, 21, 13, 1
2022/2/13, 43, 11, 32, 7, 1
2022/2/14, 43, 14, 31, 10, 1
2022/2/15, 52, 19, 37, 9, 2
2022/2/16, 60, 9, 33, 4, 1
2022/2/17, 35, 9, 32, 3, 2
2022/2/18, 38, 10, 28, 9, 2
2022/2/19, 41, 10, 21, 10, 1
2022/2/20, 40, 12, 32, 6, 1
2022/2/21, 45, 10, 31, 4, 1
2022/2/22, 38, 11, 33, 5, 2
2022/2/23, 42, 15, 34, 7, 3
2022/2/24, 52, 9, 35, 3, 1
2022/2/25, 38, 15, 36, 9, 2
2022/2/26, 56, 23, 51, 8, 2
2022/2/27, 71, , , , 
2022/2/1, , 13, 33, 6, 1
