date, pm25, pm10, o3, no2, so2
2022/7/2, 58, 11, 17, 3, 
2022/7/3, 27, 5, 11, 1, 
2022/7/4, 13, 6, 11, 5, 
2022/7/5, 14, 9, 15, 2, 
2022/7/6, 17, 14, 38, 8, 2
2022/7/7, 36, 19, 54, 5, 1
2022/7/8, 50, 17, 32, 3, 1
2022/7/9, 45, 11, 21, 1, 1
2022/7/10, 31, 10, 24, 3, 1
2022/7/11, 21, 11, 21, 4, 1
2022/7/12, 27, 9, 31, 3, 1
2022/7/13, 17, , 43, 6, 1
2022/7/15, 37, 15, 37, 4, 
2022/7/16, 42, 11, 25, 3, 
2022/7/17, 27, 14, 46, 4, 
2022/7/18, 40, 17, 46, 2, 
2022/7/19, 44, 15, 22, 2, 
2022/7/20, 26, 12, 46, 5, 
2022/7/21, 34, 17, 44, 9, 
2022/7/22, 50, 15, 53, 5, 
2022/7/23, 39, 7, 39, 3, 
2022/7/24, 21, 9, 13, 1, 
2022/7/25, 18, , , , 
2022/6/2, 36, 16, 69, 7, 
2022/6/3, 47, 12, 39, 2, 
2022/6/4, 35, 12, 51, 5, 
2022/6/5, 36, 15, 38, 6, 
2022/6/6, 44, 8, 42, 5, 
2022/6/7, 16, 6, 35, 3, 
2022/6/8, 11, 7, 42, 5, 
2022/6/9, 18, 11, 39, 5, 
2022/6/10, 32, 12, 34, 3, 
2022/6/11, 33, 16, 27, 7, 
2022/6/12, 43, 12, 38, 2, 
2022/6/13, 32, 11, 44, 6, 
2022/6/14, 32, 9, 32, 6, 
2022/6/15, 30, 7, 27, 6, 
2022/6/16, 16, 15, 43, 3, 
2022/6/17, 38, 17, 41, 6, 
2022/6/18, 45, 15, 34, 8, 
2022/6/19, 42, 10, 36, 2, 
2022/6/20, 28, 16, 24, 5, 
2022/6/21, 43, 8, 12, 7, 
2022/6/22, 20, 18, 37, 5, 
2022/6/23, 36, 20, 31, 4, 
2022/6/24, 50, 18, 11, 1, 
2022/6/25, 43, 19, 22, 1, 
2022/6/26, 43, 11, 23, 2, 
2022/6/27, 27, 11, 14, 4, 
2022/6/28, 26, 7, 14, 1, 
