date, pm25, pm10, o3, no2, so2
2022/2/2, 30, 5, 31, 4, 2
2022/2/3, 25, 8, 32, 6, 
2022/2/4, 32, 5, 30, 4, 1
2022/2/5, 26, 3, 33, 1, 1
2022/2/6, 22, 3, 31, 3, 4
2022/2/7, 19, 4, 31, 6, 1
2022/2/8, 23, 4, 31, 5, 1
2022/2/9, 31, 6, 32, 4, 1
2022/2/10, 30, 10, 26, 7, 1
2022/2/11, 32, 9, 34, 5, 1
2022/2/12, 33, 9, 33, 5, 1
2022/2/13, 36, 8, 36, 2, 1
2022/2/14, 39, 7, 35, 5, 1
2022/2/15, 33, 5, 28, 6, 1
2022/2/16, 32, 5, 32, 9, 1
2022/2/17, 38, 4, 32, 4, 1
2022/2/18, 26, 3, 32, 4, 1
2022/2/19, 26, 4, 30, 6, 1
2022/2/20, 22, 8, 35, 5, 1
2022/2/21, 23, 4, 34, 1, 1
2022/2/22, 29, 5, 33, 2, 1
2022/2/23, 31, 4, 32, 2, 2
2022/2/24, 22, 3, 36, 3, 2
2022/2/25, 26, 5, 37, 3, 4
2022/2/26, 16, 9, 40, 5, 2
2022/2/27, 34, 16, 41, 2, 
2022/2/28, 46, , , , 
2022/2/1, , 5, 31, 6, 1
