date, pm25, pm10, o3, no2, so2
2023/10/2, 42, 8, 35, 2, 1
2023/10/3, 36, 9, 42, 6, 1
2023/10/4, 40, 10, 49, 4, 1
2023/10/5, 38, 10, 36, 3, 1
2023/10/6, 40, 7, 34, 1, 1
2023/10/7, 28, 8, 33, 3, 
2023/10/8, 37, 9, 22, 2, 
2023/10/9, 42, 4, 21, 2, 
2023/10/10, 20, 5, 38, 2, 
2023/10/11, 27, 9, 36, 3, 
2023/10/12, 40, 8, 38, 3, 1
2023/10/13, 43, 8, 47, 4, 1
2023/10/14, 40, 11, 30, 4, 2
2023/10/15, 47, 6, 21, 1, 
2023/10/16, 37, , , , 
2023/7/2, 26, 12, 36, 6, 1
2023/7/3, 43, 16, 30, 9, 1
2023/7/4, 54, 20, 53, 7, 1
2023/7/5, 66, 13, 26, 3, 
2023/7/6, 47, 15, 54, 7, 1
2023/7/7, 51, 18, 36, 5, 1
2023/7/8, 61, 17, 15, 1, 
2023/7/9, 59, 18, 17, 3, 
2023/7/10, 60, 18, 19, 4, 
2023/7/11, 61, 20, 17, 4, 
2023/7/12, 65, 18, 15, 4, 
2023/7/13, 63, 18, 14, 6, 
2023/7/14, 61, 13, 12, 3, 
2023/7/15, 43, 6, 12, 1, 
2023/7/16, 27, 5, 13, 1, 
2023/7/17, 21, 9, 22, 4, 1
2023/7/18, 36, 15, 33, 4, 1
2023/7/19, 54, 11, 14, 2, 
2023/7/20, 39, 8, 45, 3, 
2023/7/21, 32, 10, 42, 3, 
2023/7/22, 38, 12, 30, 5, 1
2023/7/23, 43, 9, 31, 2, 
2023/7/24, 35, 9, 24, 2, 
2023/7/25, 35, 10, 18, 2, 
2023/7/26, 34, 16, 33, 5, 
2023/7/27, 48, 21, 46, 8, 1
2023/7/28, 65, 20, 28, 5, 1
2023/7/29, 60, 11, 21, 4, 
2023/7/30, 37, 9, 13, 2, 
2023/7/31, 31, 8, 13, 3, 
2023/8/1, 28, 9, 16, 4, 
2023/8/2, 32, 9, 12, 2, 
2023/8/3, 32, 8, 17, 3, 
2023/8/4, 28, 7, 19, 3, 
2023/8/5, 21, 7, 20, 3, 
2023/8/6, 23, 10, 20, 5, 1
2023/8/7, 27, 8, 14, 4, 
2023/8/8, 25, 12, 13, 3, 
2023/8/9, 38, 12, 13, 2, 
2023/8/10, 38, 7, 15, 1, 
2023/8/11, 28, 11, 20, 3, 
2023/8/12, 31, 16, 36, 3, 
2023/8/13, 51, 21, 42, 3, 
2023/8/14, 64, 13, 18, 1, 
2023/8/15, 35, 10, 15, 1, 
2023/8/16, 23, 16, 21, 3, 
2023/8/17, 46, 11, 17, 4, 
2023/8/18, 32, 12, 19, 4, 1
2023/8/19, 35, 12, 12, 5, 1
2023/8/20, 39, 18, 40, 6, 3
2023/8/21, 54, 20, 33, 6, 3
2023/8/22, 60, 13, 21, 4, 4
2023/8/23, 47, 10, 18, 3, 2
2023/8/24, 29, 7, 9, 3, 1
2023/8/25, 23, 7, 14, 2, 
2023/8/26, 25, 9, 27, 2, 
2023/8/27, 31, 7, 22, 3, 
2023/8/28, 28, 9, 26, 4, 3
2023/8/29, 29, 8, 18, 2, 1
2023/8/30, 28, 7, 10, 2, 1
2023/8/31, 23, 7, 11, 1, 1
2023/9/1, 23, 7, 13, 2, 1
2023/9/2, 24, 8, 12, 4, 4
2023/9/3, 26, 15, 48, 4, 1
2023/9/4, 49, 15, 34, 4, 1
2023/9/5, 48, 7, 23, 2, 
2023/9/6, 22, 8, 19, 2, 1
2023/9/7, 22, 8, 28, 3, 
2023/9/8, 34, 11, 30, 4, 
2023/9/9, 39, 12, 31, 5, 
2023/9/10, 48, 14, 37, 4, 1
2023/9/11, 49, 10, 16, 3, 
2023/9/12, 34, 10, 19, 4, 
2023/9/13, 39, 7, 29, 3, 
2023/9/14, 29, 9, 16, 3, 
2023/9/15, 30, 8, 21, 4, 1
2023/9/16, 29, 10, 25, 3, 1
2023/9/17, 34, 8, 15, 2, 1
2023/9/18, 33, 11, 12, 2, 1
2023/9/19, 43, 15, 15, 2, 1
2023/9/20, 48, 21, 14, 2, 1
2023/9/21, 64, 9, 16, 1, 3
2023/9/22, 27, 9, 31, 3, 1
2023/9/23, 33, 6, 33, 2, 
2023/9/24, 30, 7, 31, 2, 
2023/9/25, 32, 10, 37, 5, 1
2023/9/26, 40, 11, 38, 6, 1
2023/9/27, 44, 12, 32, 6, 3
2023/9/28, 42, 13, 41, 4, 1
2023/9/29, 47, 11, 55, 3, 1
2023/9/30, 42, 16, 38, 3, 1
2023/10/1, 57, 12, 37, 2, 1
2023/4/2, 62, 18, 48, 5, 1
2023/4/3, 63, 14, 46, 5, 1
