date, pm25, pm10, o3, no2, so2
2023/4/2, 57, 22, 30, 8, 
2023/4/3, 65, , , , 
2023/1/3, 49, 4, 28, 8, 
2023/1/4, 16, 6, 28, 9, 
2023/1/5, 26, 24, 39, 13, 1
2023/1/6, 85, 36, 35, 16, 1
2023/1/7, 118, 37, 34, 8, 1
2023/1/8, 114, 17, 30, 9, 1
2023/1/9, 56, 17, 34, 11, 1
2023/1/10, 49, 11, 30, 10, 1
2023/1/11, 45, 11, 26, 16, 2
2023/1/12, 43, 15, 17, 17, 3
2023/1/13, 53, 11, 23, 14, 2
2023/1/14, 35, 7, 28, 11, 
2023/1/15, 19, 5, 27, 4, 
2023/1/16, 14, 5, 23, 6, 
2023/1/17, 18, 6, 17, 12, 
2023/1/18, 30, 13, 26, 11, 
2023/1/19, 54, 15, 27, 13, 
2023/1/20, 65, 20, 33, 12, 
2023/1/21, 70, 7, 27, 9, 1
2023/1/22, 37, 7, 17, 11, 
2023/1/23, 37, 7, 27, 11, 
2023/1/24, 38, 9, 27, 7, 
2023/1/25, 41, 3, 28, 5, 
2023/1/26, 20, 5, 20, 13, 
2023/1/27, 24, 8, 27, 8, 
2023/1/28, 37, 6, 26, 3, 
2023/1/29, 27, 8, 22, 6, 
2023/1/30, 37, 9, 29, 6, 
2023/1/31, 40, 8, 29, 13, 1
2023/2/1, 41, 12, 44, 12, 1
2023/2/2, 52, 12, 31, 8, 1
2023/2/3, 52, 11, 26, 16, 1
2023/2/4, 51, 10, 34, 14, 1
2023/2/5, 47, 10, 38, 9, 1
2023/2/6, 46, 15, 21, 18, 1
2023/2/7, 63, 11, 22, 13, 
2023/2/8, 50, 13, 44, 12, 1
2023/2/9, 56, 11, 34, 11, 1
2023/2/10, 50, 6, 27, 11, 
2023/2/11, 25, 5, 29, 9, 1
2023/2/12, 27, 10, 29, 8, 1
2023/2/13, 45, 8, 31, 11, 
2023/2/14, 34, 7, 31, 6, 
2023/2/15, 37, 4, 30, 3, 
2023/2/16, 24, 5, 32, 10, 1
2023/2/17, 31, 7, 27, 14, 1
2023/2/18, 33, 11, 25, 11, 5
2023/2/19, 42, 13, 40, 4, 
2023/2/20, 52, 10, 115, 5, 1
2023/2/21, 47, 5, 34, 5, 1
2023/2/22, 29, 6, 28, 9, 1
2023/2/23, 36, 9, 35, 10, 1
2023/2/24, 43, 16, 43, 12, 1
2023/2/25, 73, 15, 33, 9, 
2023/2/26, 58, 5, 33, 4, 1
2023/2/27, 26, 8, 26, 13, 1
2023/2/28, 39, 12, 38, 12, 4
2023/3/1, 47, 10, 34, 9, 1
2023/3/2, 44, 9, 35, 4, 1
2023/3/3, 42, 10, 39, 9, 1
2023/3/4, 44, 12, 40, 12, 1
2023/3/5, 51, 10, 39, 8, 1
2023/3/6, 44, 11, 45, 9, 1
2023/3/7, 44, 18, 62, 12, 1
2023/3/8, 68, 18, 52, 11, 1
2023/3/9, 68, 13, 33, 9, 1
2023/3/10, 50, 26, 58, 8, 1
2023/3/11, 79, 33, 51, 12, 1
2023/3/12, 93, 21, 39, 6, 4
2023/3/13, 61, 10, 37, 5, 
2023/3/14, 42, 10, 43, 10, 1
2023/3/15, 42, 12, 40, 10, 2
2023/3/16, 47, 14, 36, 9, 1
2023/3/17, 48, 14, 31, 14, 1
2023/3/18, 54, 9, 39, 10, 
2023/3/19, 42, 10, 53, 6, 1
2023/3/20, 44, 14, 44, 8, 5
2023/3/21, 50, 11, 33, 8, 
2023/3/22, 39, 10, 37, 6, 1
2023/3/23, 39, 8, 37, 3, 1
2023/3/24, 15, 12, 36, 4, 1
2023/3/25, 28, 30, 38, 5, 1
2023/3/26, 69, 21, 40, 6, 1
2023/3/27, 51, 22, 36, 9, 1
2023/3/28, 56, 15, 50, 9, 1
2023/3/29, 52, 17, 54, 11, 1
2023/3/30, 57, 18, 50, 11, 1
2023/3/31, 60, 18, 54, 15, 1
2023/4/1, 62, 18, 64, 11, 1
2023/1/2, , 13, 32, 8, 1
