date, pm10, o3, no2, so2, co
2021/7/24, 59, , , 22, 
2021/7/25, 73, , , 22, 
2021/7/26, 70, , , 22, 
2021/7/27, 74, , , 22, 
2021/7/28, 76, , , 23, 
2021/7/29, 96, , , 22, 
2021/7/30, 76, , , 22, 
2021/7/31, 90, , , 22, 
2021/8/1, 73, , , 22, 
2021/8/2, 101, , , 22, 
2021/8/3, 68, , , 22, 
2021/8/4, 85, , , 22, 
2021/8/5, 93, , , 23, 
2021/8/6, 121, , , 23, 
2021/8/7, 115, , , 22, 
2021/8/8, 81, , , 22, 
2021/8/9, 95, , , 22, 
2021/8/10, 83, , , 24, 
2021/8/11, 50, , , 20, 
2021/8/12, 63, , , 22, 
2021/8/13, 88, , , 22, 
2021/8/14, 95, , , 21, 
2021/8/15, 20, , , 21, 
2021/8/16, 19, , , 22, 
2021/8/17, 29, , , 21, 
2021/8/18, 54, , , 22, 
2021/8/19, 77, , , 21, 
2021/8/20, 52, , , 22, 
2021/8/21, 58, , , 21, 
2021/8/22, 36, , , 21, 
2021/8/23, 43, , , 21, 
2021/8/24, 30, , , 21, 
2021/8/25, 46, , , 22, 
2021/8/26, 67, , , 21, 
2021/8/27, 41, , , 21, 
2021/8/28, 50, , , 21, 
2021/8/29, 33, , , 21, 
2021/8/30, 36, 9, , 20, 9
2021/8/31, 54, , , 18, 11
2021/9/1, 54, , , 19, 10
2021/9/2, 58, , , 18, 8
2021/9/3, 52, , , 18, 12
2021/9/4, 64, , , 18, 12
2021/9/5, 58, , , 18, 9
2021/9/6, 52, , , 18, 11
2021/9/7, 49, , , 18, 8
2021/9/8, 38, , , 20, 8
2021/9/9, 28, , , 17, 10
2021/9/10, 40, , , 18, 8
2021/9/11, 31, , , 18, 8
2021/9/12, 35, , , 18, 10
2021/9/13, 50, , , 19, 13
2021/9/14, 80, , , 19, 14
2021/9/15, 96, 7, , 19, 14
2021/9/16, 75, 8, , 18, 10
2021/9/17, 61, 8, , 19, 7
2021/9/18, 39, 6, , 18, 7
2021/9/19, 26, 7, , 18, 6
2021/9/20, 34, 7, , 18, 9
2021/9/21, 50, 7, , 19, 8
2021/9/22, 42, 7, , 18, 7
2021/9/23, 30, 7, , 18, 7
2021/9/24, 50, 9, , 18, 11
2021/9/25, 69, 10, , 18, 14
2021/9/26, 67, 6, 3, 21, 11
2021/9/27, 50, 6, 1, 23, 9
2021/9/28, 20, 9, 3, 17, 10
2021/9/29, 46, 9, 2, 18, 9
2021/9/30, 54, 5, 2, 17, 9
2021/4/20, 85, , 8, 28, 
2021/4/21, 41, , 4, 28, 
2021/4/22, 49, , 6, 26, 
2021/4/23, 85, , 5, 27, 
2021/4/24, 50, , 5, 26, 
2021/4/25, 46, , 4, 27, 
2021/4/26, 58, , 4, 26, 
2021/4/27, 71, , 6, 27, 
2021/4/28, 71, , 6, 26, 
2021/4/29, 77, , 11, 27, 
2021/4/30, 76, , 14, 26, 
2021/5/1, 44, , 10, 26, 
2021/5/2, 18, , 4, 27, 
2021/5/3, 26, , 4, 27, 
2021/5/4, 47, , 7, 26, 
2021/5/5, 61, , 5, 26, 
2021/5/6, 55, , 4, 26, 
2021/5/7, 68, , 5, 26, 
2021/5/8, 52, , 2, 28, 
2021/5/9, 47, , 1, 27, 
2021/5/10, 32, , , 28, 
2021/5/11, 59, , 2, 26, 
2021/5/12, 69, , 3, 28, 
2021/5/13, 69, , 2, 26, 
2021/5/14, 87, , 2, 27, 
2021/5/15, 90, , 2, 27, 
2021/5/16, 56, , 1, 26, 
2021/5/17, 61, , , 26, 
2021/5/18, 54, , 1, 28, 
2021/5/19, 61, , 1, 28, 
2021/5/20, 83, , 2, 26, 
2021/5/21, 67, , 1, 27, 
2021/5/22, 54, , , 26, 
2021/5/23, 55, , , 27, 
2021/5/24, 37, , , 25, 
2021/5/25, 73, , , 26, 
2021/5/26, 88, , , 26, 
2021/5/27, 93, , , 27, 
2021/5/28, 103, , , 28, 
2021/5/29, 107, , , 26, 
2021/5/30, 82, , , 27, 
2021/5/31, 54, , , 29, 
2021/6/1, 52, , , 27, 
2021/6/2, 29, , 1, 30, 
2021/6/3, 39, , , 28, 
2021/6/4, 29, , 1, 26, 
2021/6/5, 51, , 2, 29, 
2021/6/6, 43, , 1, 28, 
2021/6/7, 39, , , 24, 
2021/6/8, 34, , 1, 24, 
2021/6/9, 42, , , 24, 
2021/6/10, 40, , , 25, 
2021/6/11, 58, , 1, 27, 
2021/6/12, 90, , 1, 28, 
2021/6/13, 116, , , 25, 
2021/6/14, 81, , , 25, 
2021/6/15, 96, , , 25, 
2021/6/16, 121, , , 27, 
2021/6/17, 115, , 1, 27, 
2021/6/18, 105, , 1, 24, 
2021/6/19, 67, , 4, 26, 
2021/6/20, 61, , 1, 23, 
2021/6/21, 98, , 1, 24, 
2021/6/22, 102, , 1, 24, 
2021/6/23, 89, , , 23, 
2021/6/24, 81, , , 23, 
2021/6/25, 98, , , 23, 
2021/6/26, 104, , , 23, 
2021/6/27, 63, , , 22, 
2021/6/28, 76, , , 22, 
2021/6/29, 93, , , 23, 
2021/6/30, 73, , 1, 26, 
2021/7/1, 114, , 1, 22, 
2019/4/2, 50, 7, 4, , 4
2019/4/3, 23, 7, 2, , 3
2019/4/4, 13, 7, 4, , 4
2019/4/5, 38, 7, 6, , 6
2019/4/6, 48, 7, 4, , 4
2019/4/7, 27, 7, 2, , 3
2019/4/8, 18, 7, 4, , 4
2019/4/9, 15, , 5, 1, 7
2019/4/30, 80, , 8, 3, 11
2019/5/8, 61, , 3, 1, 7
2019/5/9, 73, , 6, 2, 12
2019/5/10, 75, , 7, 1, 11
2019/5/11, 54, , 7, 3, 14
2019/5/12, 71, , 7, 2, 14
2019/5/13, 80, , 11, 3, 13
2019/5/14, 73, , 10, 3, 14
2019/5/15, 104, , 8, 2, 12
2019/5/16, 81, , 11, 3, 16
2019/5/17, 104, , 12, 3, 17
2019/5/18, 139, , 12, 3, 18
2019/5/19, 117, , 10, 2, 16
2019/5/20, 117, , 10, 1, 18
2019/5/21, 124, , 9, , 
2019/5/22, 88, , 10, , 
2019/5/23, 122, , 11, , 
2019/5/24, 118, , 8, , 
2019/5/25, 108, , 9, , 
2019/5/26, 85, , 8, , 
2019/5/27, 71, , 10, , 
2019/5/28, 117, , 12, , 
2019/5/29, 77, , 10, , 
2019/5/30, 85, , 10, , 
2019/5/31, 73, , 11, , 
2019/6/1, 113, , 10, , 
2019/6/2, 75, , 9, , 
2019/6/3, 151, , 11, , 
2019/6/4, 83, , 10, , 
2019/6/5, 106, , 10, , 
2019/6/6, 9, , 8, , 
2019/6/7, 55, , 10, , 
2019/6/8, 79, , 10, , 
2019/6/9, 137, , 4, , 
2019/6/11, 38, , 10, 22, 70
2019/6/12, 78, , 10, , 
2019/6/20, 77, , 15, 5, 
2019/6/27, 54, , 9, 1, 
2019/6/28, 54, , 11, 3, 
2019/6/29, 152, , 12, 2, 
2019/1/2, 29, 7, 4, 4, 4
2019/1/3, 25, 7, 2, 3, 3
2019/1/4, 25, 7, 3, , 4
2019/1/5, 19, , 4, 2, 5
2019/1/6, 33, 7, 4, 1, 5
2019/1/7, 40, 7, 3, 1, 4
2019/1/8, 24, 7, 4, 1, 4
2019/1/9, 26, 7, 6, 1, 6
2019/1/10, 29, 7, 5, 1, 5
2019/1/11, 34, 7, 6, 2, 6
2019/1/12, 45, 7, 6, 2, 6
2019/1/13, 45, 7, 4, 1, 5
2019/1/14, 39, 7, 4, 1, 5
2019/1/15, 40, 7, 4, 2, 5
2019/1/16, 44, , 5, 4, 6
2019/1/17, 50, , 4, 5, 5
2019/1/18, 41, , 6, 2, 6
2019/1/19, 39, 7, 4, 3, 4
2019/1/20, 42, 7, 3, 40, 3
2019/1/21, 15, 7, 7, 20, 4
2019/1/22, 40, 7, 8, 2, 5
2019/1/23, 70, 7, 9, , 5
2019/1/24, 67, 7, 6, , 5
2019/1/25, 51, 7, 3, , 4
2019/1/26, 28, 7, 3, , 4
2019/1/27, 26, 7, 2, , 3
2019/1/28, 15, 7, 3, , 4
2019/1/29, 16, 7, 4, , 5
2019/1/30, 25, 7, 5, 1, 5
2019/1/31, 41, 7, 6, 1, 5
2019/2/1, 49, , 6, 1, 6
2019/2/2, 48, 7, 5, , 5
2019/2/3, 41, , 4, 1, 5
2019/2/4, 34, 7, 5, 1, 5
2019/2/5, 28, 7, 6, 2, 6
2019/2/6, 34, 7, 5, , 5
2019/2/7, 35, 7, 5, 2, 6
2019/2/8, 50, , 4, 2, 6
2019/2/9, 48, 7, 5, 3, 6
2019/2/10, 66, 7, 2, 32, 4
2019/2/11, 29, 7, 5, 40, 4
2019/2/12, 28, 7, 6, 38, 5
2019/2/13, 27, 7, 6, 40, 4
2019/2/14, 21, 7, 5, 49, 4
2019/2/15, 16, 7, 4, 34, 5
2019/2/16, 22, 7, 2, 23, 3
2019/2/17, 12, , 4, 20, 2
2019/2/21, 73, 7, 6, 16, 6
2019/2/22, 53, 7, 5, 15, 4
2019/2/23, 46, 7, 4, 15, 5
2019/2/24, 34, 7, 7, 50, 8
2019/2/25, 52, 7, 6, 41, 5
2019/2/26, 46, 7, 5, 30, 6
2019/2/27, 46, 7, 7, 25, 7
2019/2/28, 58, 7, 7, 23, 8
2019/3/1, 60, 7, 8, 23, 10
2019/3/2, 57, 7, 4, 20, 8
2019/3/3, 48, 7, 4, 21, 8
2019/3/4, 57, 7, 4, 17, 6
2019/3/5, 51, 7, 7, 1, 7
2019/3/6, 61, 7, 3, 1, 5
2019/3/7, 29, 7, 4, 8, 6
2019/3/8, 46, , 6, 7, 7
2019/3/9, 58, , 4, , 8
2019/3/10, 44, 7, 4, 21, 5
2019/3/11, 33, , 4, , 4
2019/3/12, 35, , 4, , 5
2019/3/13, 27, 7, 5, 35, 6
2019/3/14, 46, 7, 10, 24, 8
2019/3/15, 67, 7, 5, 84, 5
2019/3/16, 31, 7, 6, 92, 6
2019/3/17, 24, 7, 3, 112, 6
2019/3/18, 11, 7, 6, 115, 8
2019/3/19, 28, 7, 6, , 6
2019/3/20, 24, 7, 6, , 7
2019/3/21, 13, 7, 7, , 8
2019/3/22, 20, 7, 2, , 4
2019/3/23, 12, 7, 2, , 4
2019/3/24, 21, 7, 3, , 5
2019/3/25, 31, 7, 8, , 9
2019/3/26, 57, 7, 5, , 6
2019/3/27, 46, 7, 3, , 4
2019/3/28, 34, 7, 5, , 7
2019/3/29, 59, 7, 8, , 9
2019/3/30, 62, 7, 6, , 7
2019/3/31, 57, 7, 7, , 7
2019/4/1, 57, 7, 6, , 5
2018/11/16, 163, 16, 3, 18, 9
2018/11/17, 49, 7, 4, 25, 6
2018/11/18, 38, 7, 6, 30, 6
2018/11/19, 53, 5, 7, 32, 7
2018/11/20, 29, 6, 3, 9, 4
2018/11/21, 44, 4, 8, 3, 6
2018/11/22, 45, 8, 7, 1, 4
2018/11/23, 51, 9, 7, 4, 4
2018/11/24, 33, 5, 2, , 3
2018/11/25, 37, 6, 3, , 4
2018/11/26, 23, 7, 4, 1, 4
2018/11/27, 38, 6, 8, 1, 5
2018/11/28, 49, 6, 8, 2, 6
2018/11/29, 30, 15, 6, 12, 9
2018/11/30, 27, 7, 4, 7, 2
2018/12/1, 14, 7, 4, 40, 2
2018/12/2, 26, 7, 4, 11, 2
2018/12/3, 35, 7, 7, 16, 4
2018/12/4, 27, 7, 6, 4, 3
2018/12/5, 48, 7, 8, 23, 5
2018/12/6, 21, 7, 6, 34, 3
2018/12/7, 17, 7, 2, 34, 2
2018/12/8, 21, , 3, 7, 
2018/12/9, 27, 7, 4, 1, 
2018/12/10, 16, 7, 3, , 
2018/12/11, 26, 7, 5, 2, 
2018/12/12, 27, 7, 5, 2, 
2018/12/13, 33, 7, 4, 2, 
2018/12/14, 55, 7, 9, 1, 
2018/12/15, 39, 7, 3, , 
2018/12/16, 32, 7, 4, 1, 
2018/12/17, 36, 7, 3, 2, 
2018/12/18, 31, 7, 3, 1, 
2018/12/19, 24, 7, 4, 20, 2
2018/12/20, 46, 7, 7, 6, 4
2018/12/21, 38, 7, 4, 1, 3
2018/12/22, 22, 7, 3, 1, 3
2018/12/23, 30, 7, 3, 1, 3
2018/12/24, 33, 7, 3, 1, 3
2018/12/25, 26, 7, 3, 1, 3
2018/12/26, 23, 7, 3, 1, 2
2018/12/27, 31, 7, 4, 1, 3
2018/12/28, 32, 7, 4, 1, 3
2018/12/29, 24, 7, 3, 1, 3
2018/12/30, 21, 7, 4, 1, 4
2018/12/31, 20, 7, 3, 2, 3
2018/8/28, 27, , , 4, 6
2018/8/29, 45, , , 2, 10
2018/8/30, 55, , , 2, 9
2018/8/31, 53, , , 4, 15
2018/9/1, 59, , , 2, 10
2018/9/2, 58, , , 2, 5
2018/9/3, 38, , , 2, 5
2018/9/4, 39, , , 3, 10
2018/9/5, 60, , , 4, 12
2018/9/6, 61, , , 1, 5
2018/9/7, 45, , , 2, 10
2018/9/8, 75, , , 2, 3
2018/9/9, 26, , , 2, 2
2018/9/10, 14, , , 2, 5
2018/9/11, 31, , , 8, 16
2018/9/12, 78, , , 3, 12
2018/9/13, 70, , , 3, 8
2018/9/14, 58, , , 2, 9
2018/9/15, 53, , , 25, 13
2018/9/16, 68, , , 54, 12
2018/9/17, 62, , , 66, 12
2018/9/18, 65, , , 68, 11
2018/9/19, 59, , , 99, 12
2018/9/20, 79, , , , 4
2018/9/21, 55, , , , 9
2018/9/22, 64, , , , 14
2018/9/23, 81, , , , 3
2018/9/24, 36, , , , 4
2018/9/25, 36, , , , 7
2018/9/26, 50, , , , 13
2018/9/27, 63, , , , 6
2018/9/28, 45, , , , 11
2018/9/29, 42, , , , 5
2023/10/2, , 81, , , 2
2023/10/3, , 94, , 8, 2
2023/10/4, , 49, , 6, 5
2023/10/5, , 175, , 7, 6
2023/10/6, , 173, , 12, 6
2023/10/7, , 160, , 11, 8
2023/10/8, , 168, , 6, 7
2023/10/9, , 163, , 7, 5
2023/10/10, , 149, , 6, 2
2023/10/11, , 144, , 5, 4
2023/10/12, , 149, , 16, 8
2023/10/13, , 16, , 8, 6
2023/10/14, , 23, , 6, 3
2023/10/15, , 24, , 8, 5
2023/10/16, , 19, , 5, 2
2023/10/21, , 25, , 9, 6
2023/9/12, , 29, , 11, 2
2023/9/13, , 23, , 3, 2
2023/9/14, , 12, , 4, 3
2023/9/15, , 17, , 4, 8
2023/9/16, , 19, , 4, 5
2023/9/17, , 18, , 5, 3
2023/9/18, , 19, , 3, 3
2023/9/19, , 15, , 4, 3
2023/9/20, , 22, , 4, 32
2023/9/21, , 28, , 5, 8
2023/9/22, , 31, , 5, 13
2023/9/23, , 30, , 4, 4
2023/9/24, , 41, , 4, 2
2023/9/25, , 49, , 4, 2
2023/9/26, , 46, , 5, 3
2023/9/27, , 20, , 9, 3
2023/9/28, , 19, , 30, 5
2023/9/29, , 26, , 7, 6
2023/9/30, , 29, , 6, 8
2023/10/1, , 53, , , 2
2023/4/2, , 16, 20, 2, 5
2023/4/3, , 16, 20, 2, 4
2023/4/4, , 13, 21, 2, 6
2023/4/5, , 16, 13, 2, 8
2023/4/6, , 17, , 5, 7
2023/4/7, , 16, , 3, 5
2023/4/8, , 23, , 2, 7
2023/4/9, , 22, , 2, 6
2023/4/10, , 26, , 1, 4
2023/4/11, , 24, , 2, 6
2023/4/12, , 31, 3, 4, 9
2023/4/13, , 28, 3, 1, 11
2023/4/14, , 14, 2, , 8
2023/4/15, , 10, 3, 1, 8
2023/4/16, , 15, 2, 1, 7
2023/4/17, , 15, 5, 2, 18
2023/4/18, , 21, 4, 1, 11
2023/4/19, , 31, 6, 2, 11
2023/4/20, , 42, 3, 2, 10
2023/4/21, , 35, 5, 2, 22
2023/4/22, , 39, 2, 3, 13
2023/4/23, , 42, 3, 1, 12
2023/4/24, , 39, 5, 4, 13
2023/4/25, , 35, 5, 3, 14
2023/4/26, , 22, 5, 1, 14
2023/4/27, , 35, , , 
2023/5/12, , 3, 4, , 20
2023/5/13, , 17, 3, 2, 17
2023/5/14, , 28, 3, , 10
2023/5/15, , 32, 4, 1, 13
2023/5/16, , 29, 1, 1, 18
2023/5/17, , 30, 2, 2, 18
2023/5/18, , 36, 4, 1, 16
2023/5/19, , 38, 3, , 13
2023/5/20, , 36, 1, 1, 15
2023/5/21, , 45, 1, 1, 21
2023/5/22, , 55, 1, 1, 18
2023/5/23, , 54, 2, , 13
2023/5/24, , 60, 3, 5, 22
2023/5/25, , 50, 4, 1, 21
2023/5/26, , 15, 3, 2, 20
2023/5/27, , 10, 1, 1, 19
2023/5/28, , 13, , , 11
2023/5/29, , 13, 3, 1, 15
2023/5/30, , 11, 1, 1, 11
2023/5/31, , 14, 1, 1, 12
2023/6/1, , 14, , 5, 
2023/6/2, , 5, , , 
2023/1/3, , 5, 9, 4, 6
2023/1/4, , 4, 3, 8, 5
2023/1/5, , 3, 5, 4, 6
2023/1/6, , 4, 10, 6, 4
2023/1/7, , 5, 11, 2, 3
2023/1/8, , 12, 7, 1, 4
2023/1/9, , 10, 7, 1, 4
2023/1/10, , 12, 12, 1, 6
2023/1/11, , 15, 8, 2, 4
2023/1/12, , 15, 8, 2, 5
2023/1/13, , 13, 10, 1, 6
2023/1/14, , 12, 6, , 4
2023/1/15, , 14, 8, , 3
2023/1/16, , 11, 8, 2, 3
2023/1/17, , 12, 6, 1, 5
2023/1/18, , 13, 9, , 3
2023/1/19, , 9, 7, 1, 5
2023/1/20, , 12, , , 4
2023/1/21, , 12, , 1, 5
2023/1/22, , 16, , 2, 4
2023/1/23, , 14, 1, 1, 4
2023/1/24, , 10, , , 6
2023/1/25, , 5, 2, 1, 4
2023/1/26, , 12, , 1, 2
2023/1/27, , 10, 4, 5, 5
2023/1/28, , 16, 4, 1, 5
2023/1/29, , 16, 2, 1, 4
2023/1/30, , 16, 12, 1, 4
2023/1/31, , 13, 11, 1, 4
2023/2/1, , 9, 4, , 5
2023/2/2, , 7, 2, 7, 6
2023/2/3, , 11, 2, , 7
2023/2/4, , 13, , , 
2023/2/15, , 8, 2, 1, 7
2023/2/16, , 8, 1, 9, 5
2023/2/17, , 12, 4, 1, 8
2023/2/18, , 5, 3, 1, 6
2023/2/19, , 7, 10, 1, 8
2023/2/20, , 9, 16, 1, 11
2023/2/21, , 11, 22, 1, 11
2023/2/22, , 13, 22, , 9
2023/2/23, , 16, 23, 1, 9
2023/2/24, , 23, 24, 4, 11
2023/2/25, , 7, 26, 4, 12
2023/2/26, , 14, 20, 3, 6
2023/2/27, , 11, 19, 1, 6
2023/2/28, , 12, 22, 2, 8
2023/3/1, , 14, 21, 3, 7
2023/3/2, , 17, 22, 6, 7
2023/3/3, , 12, 21, 1, 8
2023/3/4, , 13, 21, 1, 7
2023/3/5, , 16, 18, 7, 6
2023/3/6, , 11, 20, 1, 9
2023/3/7, , 18, 23, , 8
2023/3/8, , 12, , , 
2023/3/10, , 15, , , 
2023/3/13, , 18, 20, 2, 7
2023/3/14, , 18, 23, 17, 2
2023/3/15, , 20, , , 
2023/3/25, , 3, 20, 6, 3
2023/3/26, , 7, 20, , 3
2023/3/27, , 11, 17, 1, 3
2023/3/28, , 11, 19, 1, 2
2023/3/29, , 8, 19, 3, 4
2023/3/30, , 13, 20, 2, 4
2023/3/31, , 13, 21, 2, 6
2023/4/1, , 9, 20, 1, 10
2022/10/13, , 9, , , 25
2022/10/14, , 6, , , 25
2022/10/15, , 9, , , 24
2022/10/16, , 8, , , 22
2022/10/17, , 5, , , 22
2022/10/18, , 5, , , 24
2022/10/19, , 5, , , 24
2022/10/20, , 6, , , 23
2022/10/21, , 7, , , 23
2022/10/22, , 7, , , 24
2022/10/23, , 6, , , 23
2022/10/24, , 7, , , 24
2022/10/25, , 6, , , 23
2022/10/26, , 7, , , 23
2022/10/27, , 7, , , 24
2022/10/28, , 6, , , 23
2022/10/29, , 7, , , 22
2022/10/30, , 5, , , 22
2022/10/31, , 5, , , 25
2022/11/1, , 5, , , 22
2022/11/2, , 4, , , 21
2022/11/3, , 3, , , 22
2022/11/4, , 5, , , 25
2022/11/5, , 5, , 5, 23
2022/11/6, , 7, , , 22
2022/11/9, , 4, , , 26
2022/11/10, , 5, , 5, 25
2022/11/11, , 5, , , 23
2022/11/12, , 3, , , 24
2022/11/13, , 3, , , 23
2022/11/14, , 4, , , 24
2022/11/15, , 4, , , 22
2022/11/16, , 4, , , 26
2022/11/17, , 6, , 5, 25
2022/11/18, , 5, , 5, 24
2022/11/19, , 6, , , 23
2022/11/20, , 6, , , 24
2022/11/21, , 7, , , 25
2022/11/22, , 3, , , 24
2022/11/23, , 3, 4, , 23
2022/11/24, , 6, 15, 7, 6
2022/11/25, , 7, 17, 4, 4
2022/11/26, , 5, 17, 5, 4
2022/11/27, , 5, , , 
2022/11/29, , 4, 14, 4, 4
2022/11/30, , 6, 16, 4, 5
2022/12/1, , 6, 17, 6, 5
2022/12/2, , 131, 7, 2, 5
2022/12/3, , 5, 12, 4, 5
2022/12/4, , 5, 13, 5, 4
2022/12/5, , 6, 8, 4, 4
2022/12/6, , 5, , 6, 4
2022/12/7, , 6, 9, 4, 4
2022/12/8, , 5, 8, 3, 7
2022/12/9, , 5, , , 
2022/12/11, , 2, , 6, 6
2022/12/12, , 3, 9, 4, 6
2022/12/13, , 2, 10, 4, 6
2022/12/14, , 1, 10, 5, 6
2022/12/15, , 3, 9, 5, 7
2022/12/16, , 5, 5, 4, 6
2022/12/17, , 5, 9, 5, 7
2022/12/18, , 5, 10, 5, 4
2022/12/19, , 5, 7, 5, 5
2022/12/20, , 4, 11, 4, 5
2022/12/21, , 4, 11, 6, 5
2022/12/22, , 4, 11, 5, 5
2022/12/23, , 3, 10, 6, 6
2022/12/24, , 5, , , 6
2022/12/25, , 5, , , 6
2022/12/26, , 4, , 6, 4
2022/12/27, , 4, 2, 5, 4
2022/12/28, , 4, 7, 5, 4
2022/12/29, , 3, 8, 3, 5
2022/12/30, , 5, 8, 4, 7
2022/12/31, , 1, 11, 4, 4
2023/1/1, , 2, 9, 4, 4
2023/1/2, , 3, 11, 5, 5
2022/4/2, , 1, , , 
2022/4/4, , , , , 14
2022/4/5, , , , , 15
2022/4/6, , , , , 18
2022/4/7, , , , , 14
2022/4/8, , , , , 15
2022/4/9, , 1, , , 13
2022/4/10, , , , , 12
2022/4/11, , , , , 12
2022/4/12, , 1, 7, , 16
2022/4/13, , , 6, , 16
2022/4/14, , , 9, , 17
2022/4/15, , 1, 8, , 18
2022/4/16, , , , , 15
2022/4/17, , , 7, , 13
2022/4/18, , , 6, , 13
2022/4/19, , , 8, , 12
2022/4/20, , , , , 
2022/1/4, , , 6, 18, 11
2022/1/5, , , 6, 18, 11
2022/1/6, , , 6, 18, 12
2022/1/7, , , 6, 18, 12
2022/1/8, , , 6, 18, 11
2022/1/9, , , 6, 18, 10
2022/1/10, , , 6, 18, 10
2022/1/11, , , 6, 18, 12
2022/1/12, , , 6, 18, 12
2022/1/13, , , 6, 18, 11
2022/1/14, , , 6, 18, 11
2022/1/15, , , 6, 17, 11
2022/1/16, , , 6, 18, 11
2022/1/17, , , 6, 18, 11
2022/1/18, , , 6, 17, 11
2022/1/19, , , 7, 18, 12
2022/1/20, , , 6, 18, 12
2022/1/21, , , 6, 18, 13
2022/1/22, , , 6, 18, 11
2022/1/23, , , 6, 18, 10
2022/1/24, , , 6, 19, 11
2022/1/25, , , 6, 19, 13
2022/1/26, , 1, 6, 18, 12
2022/1/27, , 1, 6, 18, 11
2022/1/28, , 2, 6, 18, 11
2022/1/29, , , 6, 18, 12
2022/1/30, , , 6, 18, 11
2022/1/31, , , 6, 18, 11
2022/2/1, , , 6, 18, 11
2022/2/2, , , 4, 18, 12
2022/2/3, , , 7, 18, 16
2022/2/4, , 1, 7, 17, 14
2022/2/5, , 2, 7, 12, 12
2022/2/6, , 1, 6, , 12
2022/2/7, , 1, 6, , 11
2022/2/8, , 2, 7, , 13
2022/2/9, , 1, 6, , 13
2022/2/10, , , , , 13
2022/2/11, , 1, , , 12
2022/2/12, , 1, 6, , 13
2022/2/13, , 3, , , 13
2022/2/14, , 1, , , 14
2022/2/15, , , , , 12
2022/2/16, , , 6, , 12
2022/2/17, , , 5, , 12
2022/2/18, , , , , 13
2022/2/19, , 1, , , 12
2022/2/20, , , , , 12
2022/2/21, , 1, , , 12
2022/2/22, , , , , 13
2022/2/23, , 1, , , 13
2022/2/24, , 1, , , 14
2022/2/25, , , , , 13
2022/2/26, , , , , 12
2022/2/27, , , , , 13
2022/2/28, , , 6, , 13
2022/3/1, , , 6, , 13
2022/3/2, , , , , 14
2022/3/3, , , , , 
2022/3/5, , , , , 12
2022/3/6, , , , , 12
2022/3/7, , , , , 12
2022/3/8, , , 6, , 14
2022/3/9, , , 8, , 14
2022/3/10, , , 9, , 13
2022/3/11, , , 6, , 14
2022/3/12, , , 7, , 13
2022/3/13, , , 6, , 14
2022/3/14, , , , , 14
2022/3/15, , , , , 13
2022/3/16, , , , , 13
2022/3/17, , , , , 13
2022/3/18, , , , , 
2022/3/24, , , , , 15
2022/3/25, , , , , 14
2022/3/26, , , , , 14
2022/3/27, , , , , 13
2022/3/28, , , , , 13
2022/3/29, , , , , 14
2022/3/30, , , , , 16
2022/3/31, , , 6, , 17
2022/4/1, , 2, 7, , 18
2021/10/2, , 7, 2, 18, 9
2021/10/3, , 6, 2, 18, 10
2021/10/26, , , 13, 18, 9
2021/10/27, , , 16, 17, 9
2021/10/28, , 1, 15, 20, 10
2021/10/29, , 1, 11, 20, 10
2021/10/30, , 2, 12, 18, 10
2021/10/31, , 1, 13, 18, 10
