date, pm25, pm10, o3, no2, so2
2023/1/3, 72, 28, 17, 16, 4
2023/1/4, 68, 31, 24, 16, 4
2023/1/5, 80, 32, 25, 14, 3
2023/1/6, 82, 25, 25, 11, 2
2023/1/7, 73, 19, 27, 11, 2
2023/1/8, 58, 25, 28, 15, 5
2023/1/9, 73, 35, 22, 18, 5
2023/1/10, 86, 24, 25, 14, 1
2023/1/11, 66, 18, 24, 13, 1
2023/1/12, 48, 16, 22, 8, 1
2023/1/13, 50, 17, 21, 8, 1
2023/1/14, 51, 22, 25, 11, 2
2023/1/15, 65, 18, 24, 6, 1
2023/1/16, 63, 30, 22, 17, 4
2023/1/17, 75, 26, 35, 9, 1
2023/1/18, 57, 35, 34, 6, 1
2023/1/19, 58, 33, 34, 5, 1
2023/1/20, 55, 20, 35, 9, 1
2023/1/21, 47, 35, 34, 13, 1
2023/1/22, 75, 36, 27, 12, 2
2023/1/23, 73, 37, 24, 17, 1
2023/1/24, 69, 34, 32, 17, 1
2023/1/25, 71, 31, 19, 14, 1
2023/1/26, 69, 26, 14, 15, 1
2023/1/27, 80, 24, 28, 17, 4
2023/1/28, 71, 21, 31, 11, 1
2023/1/29, 58, 25, 20, 8, 1
2023/1/30, 71, , , , 
2022/10/2, 824, , 43, 5, 1
2022/10/4, 824, , 31, 8, 2
2022/10/7, 270, 30, 33, 6, 2
2022/10/8, 37, 19, 34, 7, 2
2022/10/9, 43, 21, 46, 10, 7
2022/10/10, 45, 32, 39, 12, 2
2022/10/11, 62, 29, 40, 12, 2
2022/10/12, 61, 26, 30, 8, 1
2022/10/13, 56, 21, 28, 10, 2
2022/10/14, 36, 23, 24, 15, 2
2022/10/15, 48, 12, 28, 4, 1
2022/10/16, 37, 16, 32, 3, 1
2022/10/17, 39, 23, 33, 4, 1
2022/10/18, 45, 24, 30, 4, 1
2022/10/19, 47, 20, 36, 11, 2
2022/10/20, 45, 26, 36, 15, 4
2022/10/21, 56, 29, 31, 10, 2
2022/10/22, 61, 21, 36, 9, 2
2022/10/23, 59, 26, 33, 15, 5
2022/10/24, 63, 38, 28, 24, 3
2022/10/25, 76, 48, 29, 25, 11
2022/10/26, 84, 50, 31, 22, 5
2022/10/27, 86, 37, 33, 13, 2
2022/10/28, 66, 27, 33, 5, 1
2022/10/29, 44, 20, 36, 3, 1
2022/10/30, 41, 18, 34, 3, 2
2022/10/31, 50, 25, 32, 15, 3
2022/11/1, 54, 23, 30, 9, 2
2022/11/2, 49, 32, 30, 19, 5
2022/11/3, 59, 41, 21, 24, 8
2022/11/4, 74, 46, 22, 23, 6
2022/11/5, 80, 37, 31, 8, 2
2022/11/6, 76, 23, 27, 6, 2
2022/11/7, 50, 21, 28, 8, 1
2022/11/8, 52, 31, 24, 10, 1
2022/11/9, 72, 30, 26, 10, 1
2022/11/10, 71, 28, 25, 10, 1
2022/11/11, 66, 30, 28, 10, 1
2022/11/12, 73, 16, 22, 6, 1
2022/11/13, 51, 25, 33, 8, 1
2022/11/14, 67, 24, 29, 6, 1
2022/11/15, 65, 23, 25, 12, 1
2022/11/16, 62, 29, 27, 14, 2
2022/11/17, 65, 32, 19, 16, 2
2022/11/18, 63, 35, 18, 16, 2
2022/11/19, 65, 26, 23, 13, 2
2022/11/20, 55, 46, 23, 6, 1
2022/11/21, 64, 29, 31, 7, 5
2022/11/22, 53, 16, 32, 10, 2
2022/11/23, 29, 20, 21, 14, 2
2022/11/24, 47, 20, 25, 14, 2
2022/11/25, 40, 14, 25, 10, 2
2022/11/26, 29, 24, 25, 15, 1
2022/11/27, 56, 15, 25, 6, 19
2022/11/28, 37, 12, 21, 7, 68
2022/11/29, 36, 14, 18, 6, 
2022/11/30, 40, 23, 10, 15, 
2022/12/1, 66, 26, 15, 20, 
2022/12/2, 70, 25, 16, 15, 
2022/12/3, 54, 23, 19, 11, 
2022/12/4, 58, 17, 18, 8, 
2022/12/5, 49, 26, 13, 15, 
2022/12/6, 54, 28, 11, 16, 
2022/12/7, 64, 30, 21, 15, 
2022/12/8, 72, 37, 19, 17, 
2022/12/9, 81, 82, 19, 18, 1
2022/12/10, 108, 49, 29, 11, 
2022/12/11, 74, 32, 27, 8, 2
