date, pm25, pm10, o3, no2, so2
2022/10/2, 62, 14, 52, 1, 1
2022/10/3, 60, 12, 33, 1, 1
2022/10/4, 42, 10, 29, 1, 1
2022/10/5, 33, 9, 28, 2, 1
2022/10/6, 29, 8, 30, 1, 1
2022/10/7, 24, 7, 25, 3, 1
2022/10/8, 26, 8, 32, 1, 1
2022/10/9, 17, 7, 20, 1, 1
2022/10/10, 25, 8, 32, 3, 1
2022/10/11, 28, 9, 33, 2, 1
2022/10/12, 25, 9, 27, 3, 1
2022/10/13, 28, 14, 40, 3, 1
2022/10/14, 45, 11, 36, 2, 1
2022/10/15, 44, 11, 38, 1, 1
2022/10/16, 46, 11, 36, 1, 1
2022/10/17, 47, 12, 21, 2, 1
2022/10/18, 47, 15, 30, 2, 1
2022/10/19, 42, 10, 31, 1, 1
2022/10/20, 25, 8, 24, 1, 1
2022/10/21, 24, 7, 31, 1, 1
2022/10/22, 31, 10, 24, 1, 1
2022/10/23, 35, 11, 38, 1, 1
2022/10/24, 52, 8, 28, 1, 1
2022/10/25, 24, 7, 25, 1, 1
2022/10/26, 16, 4, 25, 1, 1
2022/10/27, 24, 7, 18, 4, 1
2022/10/28, 28, 8, 26, 3, 1
2022/10/29, 34, 7, 29, 1, 1
2022/10/30, 33, 8, 28, 1, 1
2022/10/31, 25, 9, 28, 2, 1
2022/11/1, 32, 8, 20, 2, 
2022/11/2, 41, 6, 24, 2, 
2022/11/3, 37, 11, 23, 1, 
2022/11/4, 44, 16, 37, 3, 1
2022/11/5, 59, 8, 31, 1, 1
2022/11/6, 29, 6, 27, 1, 
2022/11/7, 28, 8, 20, 1, 1
2022/11/8, 28, 12, 36, 2, 1
2022/11/9, 51, 13, 35, 2, 1
2022/11/10, 52, 14, 29, 2, 1
2022/11/11, 57, 22, 37, 3, 1
2022/11/12, 76, 17, 39, 1, 1
2022/11/13, 68, 10, 30, 2, 
2022/11/14, 44, 6, 26, 1, 1
2022/11/15, 28, 8, 30, 1, 1
2022/11/16, 37, 10, 36, 2, 1
2022/11/17, 49, 10, 33, 3, 1
2022/11/18, 57, 10, 34, 3, 1
2022/11/19, 57, 14, 32, 3, 1
2022/11/20, 55, 9, 26, 4, 1
2022/11/21, 51, 13, 29, 4, 1
2022/11/22, 54, 11, 30, 4, 1
2022/11/23, 54, 9, 24, 4, 
2022/11/24, 42, 5, 26, 3, 1
2022/11/25, 24, 8, 27, 4, 1
2022/11/26, 35, 12, 21, 5, 
2022/11/27, 49, 13, 31, 2, 1
2022/11/28, 53, 10, 31, 2, 1
2022/11/29, 41, 13, 30, 2, 1
2022/11/30, 35, 8, 28, 1, 1
2022/12/1, 26, 8, 26, 2, 2
2022/12/2, 17, 8, 27, 2, 2
2022/12/3, 17, 8, 21, 3, 1
2022/12/4, 27, 14, 19, 5, 1
2022/12/5, 48, 7, 27, 3, 1
2022/12/6, 21, 6, 29, 2, 1
2022/12/7, 16, 11, 23, 3, 1
2022/12/8, 35, 12, 34, 4, 1
2022/12/9, 44, 10, 32, 3, 1
2022/12/10, 41, 15, 30, 5, 2
2022/12/11, 51, 10, 34, 2, 1
2022/12/12, 37, 9, 31, 2, 1
2022/12/13, 19, 8, 33, 3, 
2022/12/14, 29, 19, 28, 2, 1
2022/12/15, 48, 8, 29, 2, 1
2022/12/16, 17, 11, 26, 4, 1
2022/12/17, 33, 13, 23, 5, 1
2022/12/18, 40, 5, 26, 1, 1
2022/12/19, 14, 5, 29, 2, 1
2022/12/20, 14, 8, 28, 3, 1
2022/12/21, 30, 12, 20, 4, 1
2022/12/22, 40, 6, 28, 5, 
2022/12/23, 23, 6, 32, 1, 1
2022/12/24, 19, 5, 29, 1, 
2022/12/25, 17, 7, 33, 1, 
2022/12/26, 12, 8, 31, 3, 1
2022/12/27, 22, 4, 31, 2, 
2022/12/28, 14, 10, 27, 4, 
2022/12/29, 29, 12, 33, 4, 1
2022/12/30, 32, 6, 31, 2, 1
2022/12/31, 27, 9, 34, 3, 1
2023/1/1, 37, 10, 26, 2, 
2023/1/2, 35, , , , 
2022/7/2, 65, 17, 21, 1, 1
2022/7/3, 44, 11, 11, 1, 1
2022/7/4, 21, 9, 10, 1, 1
2022/7/5, 21, 12, 13, 1, 1
2022/7/6, 26, 12, 30, 2, 1
2022/7/7, 40, 16, 40, 3, 1
2022/7/8, 57, 22, 30, 1, 1
2022/7/9, 55, 11, 18, 1, 1
2022/7/10, 41, 9, 23, 2, 1
2022/7/11, 31, 9, 20, 1, 1
2022/7/12, 28, 16, 24, 1, 1
2022/7/13, 43, 12, 34, 2, 1
2022/7/14, 36, 10, 30, 1, 
2022/7/15, 47, 21, 31, 1, 
2022/7/16, 46, 13, 35, 1, 
2022/7/17, 34, 18, 43, 1, 
2022/7/18, 47, 23, 38, 1, 1
2022/7/19, 55, 18, 14, 1, 
2022/7/20, 38, 19, 50, 1, 
2022/7/21, 48, 21, 42, 1, 
2022/7/22, 61, 19, 45, 1, 
2022/7/23, 49, 9, 37, 1, 
2022/7/24, 30, 11, 36, 1, 1
2022/7/25, 39, 19, 37, 1, 1
2022/7/26, 50, 35, 66, 2, 1
2022/7/27, 80, 26, 25, 2, 2
2022/7/28, 55, 12, 13, 1, 1
2022/7/29, 23, 11, 12, 2, 2
2022/7/30, 23, 18, 11, 1, 
2022/7/31, 26, 19, 8, 1, 1
2022/8/1, 35, 10, 10, 1, 
2022/8/2, 29, 12, 20, 1, 1
2022/8/3, 36, 19, 36, 1, 1
2022/8/4, 52, 29, 37, 2, 1
2022/8/5, 63, 23, 33, 2, 1
2022/8/6, 48, 17, 33, 2, 1
2022/8/7, 44, 15, 29, 1, 1
