date, pm25, pm10, o3, no2, so2, co
2023/10/2, 24, , , , , 
2023/7/2, 25, 7, 31, 1, 1, 2
2023/7/3, 20, 12, 36, 1, , 2
2023/7/4, 30, 7, 29, 1, 2, 2
2023/7/5, 24, 8, 30, 1, , 2
2023/7/6, 40, 25, 48, 1, 1, 2
2023/7/7, 47, 27, 57, 1, 1, 2
2023/7/8, 60, 20, 44, 1, 1, 1
2023/7/9, 56, 13, 35, 2, , 1
2023/7/10, 26, 24, 32, 3, , 1
2023/7/11, 46, 33, 30, 4, , 2
2023/7/12, 56, 24, 35, 3, , 2
2023/7/13, 43, 17, 36, 1, 1, 
2023/7/14, 38, 13, 33, 2, , 2
2023/7/15, 35, 25, 22, 2, , 2
2023/7/16, 34, 23, 31, 3, 1, 1
2023/7/17, 35, 22, 22, 2, , 1
2023/7/18, 39, 11, 22, 2, , 1
2023/7/19, 26, 8, 21, 4, , 2
2023/7/20, 21, 12, 30, 2, 1, 2
2023/7/21, 34, 11, 30, 1, 1, 2
2023/7/22, 38, 13, 29, 1, 1, 
2023/7/23, 33, 13, 33, 2, 1, 1
2023/7/24, 44, 16, 38, 2, 1, 3
2023/7/25, 51, 20, 41, 3, , 2
2023/7/26, 53, 19, 22, 1, , 2
2023/7/27, 33, 12, 20, 1, 1, 2
2023/7/28, 30, 23, 19, 1, 1, 2
2023/7/29, 51, 20, 22, 1, 1, 2
2023/7/30, 54, 25, 35, 1, , 2
2023/7/31, 53, 16, 25, 1, 1, 2
2023/8/1, 36, 10, 32, 1, , 2
2023/8/2, 29, 16, 36, 1, 1, 2
2023/8/3, 35, 12, 34, 1, 1, 2
2023/8/4, 35, 16, 33, 1, 1, 1
2023/8/5, 37, 13, 32, 3, 1, 1
2023/8/6, 38, 12, 29, 2, 1, 1
2023/8/7, 39, 14, 23, 1, 1, 1
2023/8/8, 33, 6, 17, 1, 1, 1
2023/8/9, 18, 7, 17, , 1, 1
2023/8/10, 17, 6, 20, 1, , 1
2023/8/11, 20, 11, 21, 1, , 1
2023/8/12, 21, 13, 11, 1, , 1
2023/8/13, 18, 14, 15, 1, 1, 1
2023/8/14, 21, 7, 15, 1, 1, 2
2023/8/15, 15, 10, 11, 1, 1, 2
2023/8/16, 21, 16, 18, 1, 1, 1
2023/8/17, 44, 25, 18, 1, , 2
2023/8/18, 35, 13, 23, 1, , 2
2023/8/19, 29, 14, 26, 1, 1, 2
2023/8/20, 28, 11, 23, 1, , 2
2023/8/21, 22, 10, 27, 1, 1, 2
2023/8/22, 26, 11, 27, 1, 1, 1
2023/8/23, 30, 7, 20, 1, 1, 1
2023/8/24, 20, 9, 28, 1, , 1
2023/8/25, 23, 14, 33, 1, 1, 1
2023/8/26, 35, 10, 26, 1, , 1
2023/8/27, 32, 6, 24, 1, , 1
2023/8/28, 21, 8, 25, 1, , 2
2023/8/29, 25, 10, 28, 1, , 2
2023/8/30, 29, 14, 37, 1, , 2
2023/8/31, 44, 13, 35, 1, 1, 
2023/9/1, 40, 13, 33, 1, 1, 2
2023/9/2, 33, 9, 29, 1, , 2
2023/9/3, 15, 7, 28, 1, 1, 2
2023/9/4, 20, 7, 15, 1, , 2
2023/9/5, 20, 6, 16, 1, , 1
2023/9/6, 15, 8, 27, 1, , 2
2023/9/7, 14, 11, 31, 1, , 2
2023/9/8, 31, 7, 30, 1, , 2
2023/9/9, 28, 5, 24, 1, 1, 2
2023/9/10, 13, 6, 31, 1, 1, 2
2023/9/11, 17, 12, 24, 1, , 2
2023/9/12, 38, 11, 25, 1, , 1
2023/9/13, 30, 6, 28, 1, 7, 1
2023/9/14, 20, 13, 30, 1, 1, 2
2023/9/15, 29, 8, 31, 1, 1, 2
2023/9/16, 22, 7, 35, 1, 1, 2
2023/9/17, 23, 10, 22, 1, 1, 2
2023/9/18, 29, 14, 33, 1, 1, 2
2023/9/19, 32, 11, 28, 1, 1, 2
2023/9/20, 23, 13, 37, 1, 1, 3
2023/9/21, 36, 4, 27, 1, 1, 2
2023/9/22, 18, 5, 34, 1, 1, 2
2023/9/23, 15, 6, 33, 1, , 2
2023/9/24, 20, 8, 30, 1, , 2
2023/9/25, 22, 6, 29, 1, , 2
2023/9/26, 26, 7, 28, 1, , 2
2023/9/27, 24, 7, 33, 1, 1, 2
2023/9/28, 25, 7, 28, 1, 1, 2
2023/9/29, 16, 6, 34, 2, 2, 2
2023/9/30, 21, 6, 24, 1, , 2
2023/10/1, 21, 6, 28, 1, , 2
2023/4/2, 42, 8, 41, 2, 1, 2
2023/4/3, 37, 7, 39, 3, 1, 2
2023/4/4, 34, 8, 37, 3, 1, 2
2023/4/5, 32, 10, 48, 4, 1, 2
2023/4/6, 52, 9, 39, 3, 1, 2
2023/4/7, 42, 5, 41, 4, , 2
2023/4/8, 24, 13, 50, 3, , 2
2023/4/9, 58, 10, 42, 2, , 2
2023/4/10, 58, 9, 47, 2, , 2
2023/4/11, 62, 12, 46, 5, 1, 2
2023/4/12, 59, 36, 38, 1, , 
2023/4/13, 99, 33, 40, 2, 1, 2
2023/4/14, 81, 41, 42, 4, , 2
2023/4/15, 84, 33, 41, 3, , 2
2023/4/16, 72, 8, 39, 1, , 2
2023/4/17, 26, 6, 34, 1, , 1
2023/4/18, 17, 12, 40, 3, 1, 2
2023/4/19, 50, 18, 46, 2, , 2
2023/4/20, 54, 18, 44, 3, 1, 2
2023/4/21, 53, 37, 45, 1, 1, 2
2023/4/22, 79, 15, 39, 1, 1, 
2023/4/23, 47, 10, 42, 1, 1, 2
2023/4/24, 40, 12, 41, 1, 1, 2
2023/4/25, 48, 8, 42, 2, 1, 2
2023/4/26, 42, 13, 41, 1, 1, 2
2023/4/27, 30, 10, 41, 2, 1, 3
2023/4/28, 38, 8, 48, 3, 1, 2
2023/4/29, 39, 8, 51, 2, 1, 2
2023/4/30, 43, 17, 44, 1, , 2
2023/5/1, 51, 14, 43, 2, 1, 2
2023/5/2, 46, 5, 39, 1, , 2
2023/5/3, 23, 6, 45, 2, 1, 2
2023/5/4, 33, 11, 48, 3, 1, 2
2023/5/5, 44, 18, 51, 2, 1, 2
2023/5/6, 50, 9, 37, 1, , 2
2023/5/7, 38, 6, 28, 1, , 2
2023/5/8, 20, 3, 35, 2, , 2
2023/5/9, 18, 9, 35, 3, 1, 2
2023/5/10, 35, 12, 41, 2, 1, 2
2023/5/11, 51, 5, 36, 2, 1, 2
2023/5/12, 29, 6, 35, 1, 1, 2
2023/5/13, 32, 8, 36, 3, 1, 
2023/5/14, 36, 8, 39, 1, , 2
2023/5/15, 41, 7, 34, 2, , 1
2023/5/16, 22, 9, 31, 2, , 2
2023/5/17, 28, 22, 65, 2, 1, 2
2023/5/18, 64, 27, 69, 4, 1, 2
2023/5/19, 76, 33, 37, 5, 1, 2
2023/5/20, 71, 6, 31, 1, 1, 
2023/5/21, 31, 11, 36, 2, 1, 
2023/5/22, 43, 44, 36, 1, , 1
2023/5/23, 85, 30, 31, 1, 1, 1
2023/5/24, 65, 6, 33, 1, 1, 1
2023/5/25, 27, 7, 33, 3, 1, 1
2023/5/26, 33, 9, 35, 2, , 1
2023/5/27, 33, 10, 37, 2, 1, 1
2023/5/28, 41, 11, 33, 2, , 1
2023/5/29, 44, 7, 34, 3, 1, 1
2023/5/30, 22, 6, 35, 1, 1, 1
2023/5/31, 21, 6, 37, 1, , 
2023/6/1, 25, 7, 37, 2, 1, 2
2023/6/2, 31, 11, 41, 1, , 2
2023/6/3, 36, 8, 39, 1, , 
2023/6/4, 29, 19, 42, 4, , 1
2023/6/5, 53, 9, 39, 1, , 1
2023/6/6, 28, 13, 59, 3, 1, 1
2023/6/7, 45, 19, 49, 2, , 2
2023/6/8, 56, 14, 51, 1, 1, 2
2023/6/9, 53, 7, 44, 1, 1, 1
2023/6/10, 23, 11, 43, 3, 1, 1
2023/6/11, 38, 9, 33, 1, 1, 1
2023/6/12, 38, 7, 36, 2, 1, 1
2023/6/13, 23, 8, 33, 1, 1, 2
2023/6/14, 28, 8, 38, 1, 1, 2
2023/6/15, 30, 11, 34, 1, , 2
2023/6/16, 38, 8, 29, 1, , 2
2023/6/17, 28, 12, 38, 4, 1, 2
2023/6/18, 40, 18, 49, 2, 2, 2
2023/6/19, 46, 6, 27, 1, 4, 1
2023/6/20, 18, 7, 30, 1, 1, 1
2023/6/21, 26, 5, 31, 1, , 1
2023/6/22, 33, 5, 29, 1, , 1
2023/6/23, 24, 9, 28, 2, , 1
2023/6/24, 20, 7, 33, 2, 1, 1
2023/6/25, 21, 6, 32, 1, , 1
2023/6/26, 18, 6, 31, 1, , 1
2023/6/27, 25, 13, 33, 1, 1, 2
2023/6/28, 41, 22, 22, 2, , 2
2023/6/29, 39, 15, 37, 2, , 2
2023/6/30, 32, 19, 40, 1, , 2
2023/7/1, 40, 12, 44, 1, , 2
2023/1/3, 25, 3, 28, 1, , 2
2023/1/4, 19, 6, 31, 1, 1, 3
2023/1/5, 18, 3, 31, 2, 1, 2
2023/1/6, 19, 6, 31, 3, 1, 3
2023/1/7, 21, 7, 28, 7, 1, 3
2023/1/8, 30, 12, 33, 5, 1, 3
2023/1/9, 49, 11, 31, 5, 1, 4
2023/1/10, 50, 7, 28, 2, 2, 2
2023/1/11, 33, 7, 33, 2, 1, 2
2023/1/12, 25, 10, 32, 11, 1, 3
2023/1/13, 36, 11, 26, 7, 1, 5
2023/1/14, 45, 7, 27, 4, , 3
2023/1/15, 28, 4, 26, 2, , 3
2023/1/16, 13, 3, 29, 3, 1, 2
2023/1/17, 11, 3, 29, 3, 1, 2
2023/1/18, 14, 5, 26, 3, , 3
2023/1/19, 22, 4, 27, 3, 1, 3
2023/1/20, 28, 8, 31, 4, 1, 3
2023/1/21, 35, 8, 28, 1, 1, 3
2023/1/22, 30, 8, 28, 5, 1, 3
2023/1/23, 36, 10, 33, 4, , 4
2023/1/24, 40, 7, 29, 3, 1, 3
2023/1/25, 26, 4, 32, 1, 1, 2
2023/1/26, 14, 5, 32, 2, 1, 2
2023/1/27, 17, 4, 32, 7, 1, 4
2023/1/28, 14, 6, 32, 2, 1, 3
2023/1/29, 20, 5, 29, 3, 1, 3
2023/1/30, 32, 5, 29, 4, 1, 4
2023/1/31, 24, 6, 29, 6, 1, 4
2023/2/1, 28, 9, 34, 3, , 5
2023/2/2, 30, 6, 32, 2, 1, 3
2023/2/3, 33, 5, 32, 4, 1, 4
2023/2/4, 25, 6, 32, 5, 2, 5
2023/2/5, 16, 5, 35, 6, , 4
2023/2/6, 28, 5, 29, 8, , 5
2023/2/7, 24, 16, 34, 11, 1, 5
2023/2/8, 43, 10, 28, 6, 1, 4
2023/2/9, 44, 8, 33, 2, 2, 2
2023/2/10, 35, 6, 30, 4, , 3
2023/2/11, 23, 3, 30, 9, 1, 2
2023/2/12, 24, 8, 26, 9, , 3
2023/2/13, 34, 7, 35, 7, 1, 3
2023/2/14, 38, 5, 35, 1, 1, 2
2023/2/15, 21, 5, 31, 2, 1, 3
2023/2/16, 20, 4, 32, 4, 1, 3
2023/2/17, 20, 5, 30, 5, , 2
2023/2/18, 16, 11, 36, 7, 1, 4
2023/2/19, 45, 11, 48, 6, , 4
2023/2/20, 42, 6, 39, 1, 1, 2
