date, pm25, pm10, o3, no2, so2
2023/8/2, 17, 8, 13, 3, 
2023/8/3, 13, 11, 11, 2, 
2023/8/4, 16, 13, 20, 7, 
2023/8/5, 20, 11, 15, 6, 
2023/8/6, 18, 13, 12, 1, 
2023/8/7, 25, 7, 14, 1, 
2023/8/8, 11, 10, 23, 1, 
2023/8/9, 14, 13, 10, 1, 
2023/8/10, 17, 17, 17, 1, 
2023/8/11, 23, 15, 23, 3, 1
2023/8/12, 24, 13, 37, 4, 1
2023/8/13, 26, 13, 9, 2, 
2023/8/14, 21, 18, 7, 1, 
2023/8/15, 27, 28, 20, 1, 
2023/8/16, 46, 28, 19, 1, 
2023/8/17, 51, 18, 17, 3, 
2023/8/18, 30, 17, 13, 1, 
2023/8/19, 31, 22, 20, 1, 1
2023/8/20, 47, 17, 37, , 1
2023/8/21, 35, 9, 11, 2, 1
2023/8/22, 14, 9, 10, 2, 
2023/8/23, 15, 9, 9, 1, 
2023/8/24, 16, 9, 9, 1, 
2023/8/25, 14, 7, 6, 1, 
2023/8/26, 10, 10, 21, , 1
2023/8/27, 21, 11, 9, , 
2023/8/28, 29, , , , 
2023/7/2, 32, 11, 52, 7, 2
2023/7/3, 27, 18, 43, 4, 1
2023/7/4, 40, 21, 48, 7, 2
2023/7/5, 49, 12, 39, 3, 1
2023/7/6, 25, 12, 51, 6, 1
2023/7/7, 29, 19, 44, 6, 1
2023/7/8, 45, 27, 34, 2, 
2023/7/9, 43, 27, 10, 2, 
2023/7/10, 45, 28, 19, 4, 
2023/7/11, 52, 25, 30, 6, 
2023/7/12, 54, 28, 18, 8, 
2023/7/13, 58, 23, 21, 8, 
2023/7/14, 46, 21, 32, 9, 1
2023/7/15, 46, 20, 11, 6, 
2023/7/16, 30, 17, 16, 5, 
2023/7/17, 31, 21, 53, 9, 1
2023/7/18, 50, 22, 44, 11, 4
2023/7/19, 58, , 27, 4, 1
2023/7/20, 48, 7, 29, 6, 
2023/7/21, 27, 16, 29, 5, 3
2023/7/22, 33, 12, 37, 4, 2
2023/7/23, 32, 10, 43, 3, 1
2023/7/24, 25, 9, 23, 3, 
2023/7/25, 21, 10, 38, 6, 1
2023/7/26, 21, 14, 41, 7, 1
2023/7/27, 33, 12, 26, 2, 
2023/7/28, 26, 8, 21, 1, 
2023/7/29, 18, 8, 21, 2, 
2023/7/30, 17, 9, 15, 3, 
2023/7/31, 17, 10, 13, 1, 
2023/8/1, 14, 10, 22, 4, 
2023/4/2, 53, 15, 42, 6, 3
2023/4/3, 49, 11, 40, 6, 4
2023/4/4, 34, 11, 46, 9, 7
2023/4/5, 38, 9, 49, 3, 1
2023/4/6, 32, 14, 40, 3, 1
2023/4/7, 33, 20, 36, 1, 1
2023/4/8, 40, 14, 47, 4, 2
2023/4/9, 33, 11, 46, 4, 2
2023/4/10, 40, 14, 47, 5, 3
2023/4/11, 47, 13, 45, 3, 1
2023/4/12, 42, 17, 38, 4, 1
2023/4/13, 42, 23, 42, 5, 3
2023/4/14, 59, 25, 43, 4, 1
2023/4/15, 60, 11, 35, 6, 1
2023/4/16, 32, 14, 40, 5, 1
2023/4/17, 28, 11, 41, 6, 3
2023/4/18, 35, 17, 48, 8, 3
2023/4/19, 51, 25, 45, 4, 1
2023/4/20, 64, 30, 52, 8, 3
2023/4/21, 75, 14, 37, 9, 1
2023/4/22, 39, 23, 37, 4, 3
2023/4/23, 60, 16, 42, 6, 7
2023/4/24, 49, 14, 41, 7, 6
2023/4/25, 45, 13, 41, 4, 2
2023/4/26, 43, 16, 34, 5, 1
