date, pm25, pm10, o3, no2, so2, co
2021/10/2, 18, 12, 53, 2, , 
2021/10/3, 33, 15, 44, 1, , 
2021/10/4, 42, 16, 57, 4, , 
2021/10/5, 45, 15, 41, 1, , 
2021/10/6, 42, 16, 44, 4, , 
2021/10/7, 44, 14, 57, 2, , 
2021/10/8, 39, 16, 48, 2, , 
2021/10/9, 47, 15, 46, 2, , 
2021/10/10, 40, 11, 47, 2, , 
2021/10/11, 33, 13, 41, 4, , 
2021/10/12, 35, 10, 32, 4, , 
2021/10/13, 31, 10, 33, 3, , 
2021/10/14, 27, 10, 45, 2, 1, 2
2021/10/15, 28, 15, 56, 3, 1, 1
2021/10/16, 48, 16, 53, 2, 1, 1
2021/10/17, 52, 3, 28, 1, , 1
2021/10/18, 12, 5, 29, 1, , 2
2021/10/19, 14, 8, 21, 2, 1, 1
2021/10/20, 22, 5, 27, 2, , 1
2021/10/21, 15, 6, 30, 2, , 
2021/10/22, 16, 5, 34, 2, , 
2021/10/23, 18, 6, 32, 1, , 
2021/10/24, 19, , , , , 
2021/10/27, 16, 7, 33, 2, , 
2021/10/28, 19, 10, 37, 3, , 
2021/10/29, 30, 7, 31, 2, , 
2021/10/30, 20, 10, 34, 2, , 
2021/10/31, 29, 9, 30, 1, , 
2021/11/1, 30, 10, 32, 4, 1, 
2021/11/2, 29, 15, 42, 5, , 
2021/11/3, 46, 11, 38, 3, 1, 
2021/11/4, 35, 11, 36, 3, 1, 1
2021/11/5, 32, 9, 36, 3, 1, 2
2021/11/6, 28, 9, 30, 3, 1, 1
2021/11/7, 29, 9, 31, 1, , 
2021/11/8, 28, 8, 26, 2, , 1
2021/11/9, 18, 4, 21, 2, , 1
2021/11/10, 11, 6, 30, 1, 1, 1
2021/11/11, 16, 5, 29, 1, , 1
2021/11/12, 17, 5, 26, 2, , 1
2021/11/13, 13, 6, 28, 2, , 
2021/11/14, 22, 8, 32, 1, , 
2021/11/15, 26, 17, 40, 4, , 
2021/11/16, 51, 22, 40, 4, 1, 3
2021/11/17, 61, 14, 39, 3, 1, 2
2021/11/18, 44, 19, 34, 6, 2, 2
2021/11/19, 57, 22, 38, 7, 2, 3
2021/11/20, 65, 24, 44, 4, , 3
2021/11/21, 65, 20, 37, 4, 1, 3
2021/11/22, 61, 10, 27, 5, , 3
2021/11/23, 33, 10, 28, 2, , 
2021/11/24, 30, 5, 30, 2, , 
2021/11/25, 17, 12, 38, 4, , 
2021/11/26, 37, 14, 33, 4, , 
2021/11/27, 41, 5, 26, 3, , 
2021/11/28, 25, 5, 28, 2, , 
2021/11/29, 21, 7, 22, 7, 1, 3
2021/11/30, 28, 5, 32, 4, , 1
2021/12/1, 23, 6, 29, 1, , 1
2021/12/2, 16, 6, 22, 4, , 2
2021/12/3, 19, 7, 30, , , 2
2021/12/4, 24, 7, 28, 6, , 1
2021/12/5, 20, 7, 25, 6, , 1
2021/12/6, 27, 10, 18, 15, , 
2021/12/7, 35, 7, 12, 20, , 
2021/12/8, 20, 10, 28, 11, , 1
2021/12/9, 26, 8, 27, 12, , 2
2021/12/10, 25, 12, 21, 15, 1, 2
2021/12/11, 38, 13, 26, 11, 1, 2
2021/12/12, 37, 16, 33, 6, 1, 1
2021/12/13, 48, 7, 29, 9, 1, 1
2021/12/14, 22, 6, 28, 11, 1, 1
2021/12/15, 19, 12, 29, 15, 1, 2
2021/12/16, 37, 15, 25, 19, 2, 2
2021/12/17, 39, 12, 34, 9, , 1
2021/12/18, 33, 5, 27, 7, 1, 
2021/12/19, 22, 6, 33, 4, , 1
2021/12/20, 22, 9, 29, 14, 1, 2
2021/12/21, 28, 13, 37, 15, 1, 3
2021/12/22, 38, 14, 22, 18, 1, 2
2021/12/23, 38, 8, 26, 4, 1, 2
2021/12/24, 29, 17, 22, 9, 1, 3
2021/12/25, 50, 10, 32, 2, , 1
2021/12/26, 32, 3, 30, 1, 1, 
2021/12/27, 12, 4, 32, 1, , 
2021/12/28, 12, 7, 29, 5, 1, 2
2021/12/29, 26, 13, 24, 5, , 2
2021/12/30, 46, 12, 33, 2, , 
2021/12/31, 36, 6, 32, 1, , 
2022/1/1, 17, 4, 27, 3, , 
2022/1/2, 12, , , , , 
2021/10/1, , 9, 34, 3, , 
2021/10/26, , 8, 24, 3, , 
