date, pm25, pm10, so2
2015/4/5, , 9, 
2015/4/6, , 9, 
2015/4/7, , 13, 
2015/4/8, , 18, 
2015/4/9, , 14, 
2015/4/10, , 10, 
2015/4/11, , 9, 18
2015/4/12, , 13, 17
2015/4/13, , 16, 13
2015/4/14, , 24, 1
2015/4/15, , 36, 
2015/4/16, , 22, 
2015/4/17, , 15, 2
2015/4/18, , 18, 6
2015/4/19, , 21, 
2015/4/20, , 13, 
2015/4/21, , 16, 
2015/4/22, , 15, 
2015/4/23, , 10, 
2015/4/24, , 10, 
2015/4/25, , 14, 
2015/4/26, , 18, 
2015/4/27, , 22, 
2015/4/28, , 12, 
2015/4/29, , 9, 
2015/4/30, , 11, 
2015/5/1, , 14, 
2015/5/2, , 16, 
2015/5/3, , 16, 
2015/5/4, , 12, 
2015/5/5, , 14, 
2015/5/6, , 26, 
2015/5/7, , 30, 
2015/5/8, , 23, 
2015/5/9, , 20, 
2015/5/10, , 11, 
2015/5/11, , 12, 
2015/5/12, , 12, 
2015/5/13, , 15, 
2015/5/14, , 21, 
2015/5/15, , 47, 
2015/5/16, , 28, 
2015/5/17, , 13, 
2015/5/18, , 17, 16
2015/5/19, , 13, 25
2015/5/20, , 28, 9
2015/5/21, , 40, 
2015/5/22, , 28, 
2015/5/23, , 13, 
2015/5/24, , 8, 
2015/5/25, , 11, 
2015/5/26, , 17, 
2015/5/27, , 24, 
2015/5/28, , 14, 
2015/5/29, , 15, 
2015/5/30, , 17, 3
2015/5/31, , 17, 6
2015/6/1, , 22, 
2015/6/2, , 13, 
2015/6/3, , 4, 
2015/6/4, , 8, 
2015/6/5, , 12, 
2015/6/6, , 10, 
2015/6/7, , 8, 
2015/6/8, , 9, 
2015/6/9, , 17, 
2015/6/10, , 14, 
2015/6/11, , 11, 
2015/6/12, , 11, 
2015/6/13, , 10, 
2015/6/14, , 7, 7
2015/6/15, , 10, 1
2015/6/16, , 13, 8
2015/6/17, , 16, 
2015/6/18, , 7, 
2015/6/19, , 4, 
2015/6/20, , 5, 
2015/6/21, , 6, 
2015/6/22, , 5, 
2015/6/23, , 7, 
2015/6/24, , 24, 3
2015/6/25, , 25, 
2015/6/26, , 10, 
2015/6/27, , 6, 
2015/6/29, , 2, 
2015/6/30, , 9, 
2015/7/1, , 7, 
2015/1/2, , 15, 10
2015/1/3, , 16, 
2015/1/4, , 12, 1
2015/1/5, , 8, 7
2015/1/6, , 9, 31
2015/1/7, , 15, 
2015/1/8, , 12, 
2015/1/9, , 9, 4
2015/1/10, , 16, 
2015/1/11, , 16, 21
2015/1/12, , 46, 8
2015/1/13, , 26, 5
2015/1/14, , 17, 
2015/1/15, , 21, 
2015/1/16, , 41, 
2015/1/17, , 13, 13
2015/1/18, , 15, 17
2015/1/19, , 23, 8
2015/1/20, , 24, 23
2015/1/21, , 32, 11
2015/1/22, , 41, 9
2015/1/23, , 56, 
2015/1/24, , 30, 
2015/1/25, , 31, 32
2015/1/26, , 31, 23
2015/1/27, , 18, 
2015/1/28, , 15, 
2015/1/29, , 15, 
2015/1/30, , 17, 
2015/1/31, , 17, 
2015/2/1, , 14, 
2015/2/2, , 12, 
2015/2/3, , 14, 
2015/2/4, , 25, 
2015/2/5, , 29, 
2015/2/6, , 15, 
2015/2/7, , 14, 
2015/2/8, , 11, 
2015/2/9, , 11, 
2015/2/10, , 10, 
2015/2/11, , 13, 
2015/2/12, , 17, 
2015/2/13, , 8, 
2015/2/14, , 1, 
2015/2/15, , 5, 
2015/2/16, , 6, 
2015/2/17, , 10, 
2015/2/18, , 14, 
2015/2/19, , 12, 
2015/2/20, , 15, 13
2015/2/21, , 22, 
2015/2/22, , 19, 5
2015/2/23, , 17, 17
2015/2/24, , 28, 20
2015/2/25, , 29, 9
2015/2/26, , 21, 12
2015/2/27, , 20, 19
2015/2/28, , 31, 24
2015/3/1, , 23, 2
2015/3/2, , 19, 5
2015/3/3, , 18, 6
2015/3/4, , 17, 
2015/3/5, , 11, 
2015/3/6, , 11, 5
2015/3/7, , 18, 
2015/3/8, , 17, 
2015/3/9, , 19, 
2015/3/10, , 14, 1
2015/3/11, , 13, 
2015/3/12, , 16, 
2015/3/13, , 14, 
2015/3/14, , 11, 
2015/3/15, , 11, 
2015/3/16, , 12, 
2015/3/17, , 15, 7
2015/3/18, , 20, 2
2015/3/19, , 32, 25
2015/3/20, , 32, 3
2015/3/21, , 37, 3
2015/3/22, , 47, 18
2015/3/23, , 24, 18
2015/3/24, , 19, 
2015/3/25, , 17, 4
2015/3/26, , 17, 
2015/3/27, , 12, 
2015/3/28, , 13, 
2015/3/29, , 13, 7
2015/3/30, , 15, 
2015/3/31, , 15, 23
2015/4/1, , 12, 16
2014/10/2, , 41, 2
2014/10/3, , 31, 500
2014/10/4, , 30, 500
2014/10/5, , 45, 500
2014/10/6, , 35, 500
2014/10/7, , 55, 400
2014/10/8, , 57, 3
2014/10/9, , 51, 4
2014/10/10, , 30, 9
2014/10/11, , 31, 5
2014/10/12, , 47, 8
2014/10/13, , 43, 9
2014/10/14, , 36, 3
2014/10/15, , 47, 3
2014/10/16, , 22, 3
2014/10/17, , 13, 3
2014/10/18, , 13, 3
2014/10/19, , 13, 3
2014/10/20, , 19, 3
2014/10/21, , 19, 
2014/10/22, , 16, 
2014/10/23, , 20, 9
2014/10/24, , 17, 
2014/10/25, , 20, 
2014/10/26, , 23, 
2014/10/27, , 25, 9
2014/10/28, , 50, 
2014/10/29, , 43, 
2014/10/30, , 22, 4
2014/10/31, , 22, 9
2014/11/1, , 22, 12
2014/11/2, , 50, 
2014/11/3, , 121, 22
2014/11/4, , 37, 
2014/11/5, , 21, 
2014/11/6, , 17, 1
2014/11/7, , 24, 6
2014/11/8, , 30, 11
2014/11/9, , 40, 20
2014/11/10, , 38, 22
2014/11/11, , 35, 
2014/11/12, , 26, 33
2014/11/13, , 24, 
2014/11/14, , 28, 
2014/11/15, , 25, 12
2014/11/16, , 23, 4
2014/11/17, , 50, 
2014/11/18, , 33, 
2014/11/19, , 17, 11
2014/11/20, , 15, 7
2014/11/21, , 24, 3
2014/11/22, , 43, 10
2014/11/23, , 34, 13
2014/11/24, , 21, 8
2014/11/25, , 27, 23
2014/11/26, , 29, 26
2014/11/27, , 20, 
2014/11/28, , 8, 59
2014/11/29, , 10, 56
2014/11/30, , 15, 11
2014/12/1, , 16, 59
2014/12/2, , 19, 2
2014/12/3, , 17, 
2014/12/4, , 15, 31
2014/12/5, , 15, 9
2014/12/6, , 19, 17
2014/12/7, , 23, 24
2014/12/8, , 31, 33
2014/12/9, , 18, 11
2014/12/10, , 19, 1
2014/12/11, , 25, 26
2014/12/12, , 20, 13
2014/12/13, , 43, 4
2014/12/14, , 58, 23
2014/12/15, , 18, 
2014/12/16, , 19, 
2014/12/17, , 23, 24
2014/12/18, , 45, 
2014/12/19, , 59, 
2014/12/20, , 25, 
2014/12/21, , 9, 
2014/12/22, , 10, 5
2014/12/23, , 15, 23
2014/12/24, , 23, 28
2014/12/25, , 25, 28
2014/12/26, , 28, 
2014/12/27, , 15, 
2014/12/28, , 10, 
2014/12/29, , 6, 
2014/7/2, , 12, 1
2014/7/3, , 9, 2
2014/7/4, , 12, 7
2014/7/5, , 22, 2
2014/7/6, , 16, 2
2014/7/7, , 9, 2
2014/7/8, , 14, 7
2014/7/9, , 21, 9
2014/7/10, , 31, 2
2014/7/11, , 34, 2
2014/7/12, , 26, 2
2014/7/13, , 20, 
2014/7/14, , 9, 
2014/7/15, , 13, 3
2014/7/16, , 24, 2
2014/7/17, , 21, 
2014/7/18, , 11, 
2014/7/19, , 18, 2
2014/7/20, , 15, 2
2014/7/21, , 13, 2
2014/7/22, , 18, 2
2014/7/23, , 15, 14
2014/7/24, , 22, 5
2014/7/25, , 30, 9
2014/7/26, , 35, 2
2014/7/27, , 23, 3
2014/7/29, , 14, 12
2014/7/30, , 17, 3
2014/7/31, , 19, 8
2014/8/1, , 20, 
2014/8/2, , 14, 
2014/8/3, , 23, 
2014/8/4, , 11, 
2014/8/5, , 12, 
2014/8/6, , 21, 
2014/8/7, , 21, 
2014/8/8, , 11, 5
2014/8/9, , 13, 
2014/8/10, , 14, 
2014/8/11, , 13, 
2014/8/12, , 12, 
2014/8/14, , 17, 
2014/8/15, , 13, 2
2014/8/16, , 12, 
2014/8/17, , 12, 
2014/8/18, , 13, 
2014/8/19, , 18, 
2014/8/20, , 10, 1
2014/8/21, , 9, 
2014/8/22, , 11, 
2014/8/23, , 15, 
2014/8/24, , 18, 
2014/8/25, , 13, 
2014/8/26, , 14, 
2014/8/27, , 15, 
2014/8/28, , 10, 
2014/8/29, , 12, 
2014/8/30, , 10, 
2014/8/31, , 13, 1
2014/9/1, , 19, 8
2014/9/2, , 21, 
2014/9/3, , 33, 
2014/9/4, , 22, 3
2014/9/5, , 13, 7
2014/9/6, , 23, 1
2014/9/7, , 22, 
2014/9/8, , 31, 4
2014/9/9, , 24, 4
2014/9/10, , 28, 4
2014/9/11, , 36, 
2014/9/12, , 33, 
2014/9/13, , 14, 
2014/9/14, , 15, 1
2014/9/15, , 18, 1
2014/9/16, , 17, 1
2014/9/17, , 21, 1
2014/9/18, , 10, 1
2014/9/26, , 24, 2
2014/9/27, , 15, 2
2014/9/28, , 21, 2
2014/9/29, , 17, 8
2014/9/30, , 32, 7
2014/10/1, , 38, 2
2014/6/2, , 15, 
2014/6/3, , 9, 
2014/6/4, , 11, 
2014/6/5, , 11, 
2014/6/6, , 12, 
2014/6/7, , 12, 
2014/6/8, , 13, 
2014/6/9, , 12, 
2014/6/10, , 13, 
2014/6/11, , 12, 1
2014/6/12, , 12, 1
2014/6/13, , 13, 1
2014/6/14, , 12, 1
2014/6/15, , 6, 1
2014/6/16, , 6, 1
2014/6/17, , 7, 1
2014/6/18, , 7, 1
2014/6/19, , 7, 1
2014/6/20, , 14, 
2014/6/21, , 14, 
2014/6/22, , 13, 
2014/6/23, , 22, 1
2014/6/24, , 16, 
2014/6/25, , 29, 
2014/6/26, , 20, 1
2014/6/27, , 11, 2
2014/6/28, , 18, 2
2014/6/29, , 24, 1
2014/6/30, , 22, 1
2014/7/1, , 13, 1
2020/1/1, , , 17
2019/10/13, , , 
2019/1/3, , , 
2017/12/20, , , 
2015/1/1, , , 10
2014/7/28, , , 9
2014/8/13, , , 
2014/9/19, , , 1
2014/9/20, , , 11
2014/9/21, , , 1
2014/9/22, , , 15
2014/9/23, , , 2
2014/9/24, , , 12
2014/9/25, , , 2
2014/6/1, , , 
