date, pm25, pm10, o3, no2, so2
2023/5/2, 44, 8, 47, 4, 1
2023/5/3, 35, 9, 49, 2, 
2023/5/4, 36, 9, 45, 2, 
2023/5/5, 32, 9, 42, , 
2023/5/6, 21, 11, 38, 1, 
2023/5/7, 28, 9, 25, 4, 
2023/5/8, 12, 7, 46, 2, 1
2023/5/9, 20, 9, 47, 3, 1
2023/5/10, 34, 10, 53, 4, 2
2023/5/11, 38, 9, 55, 4, 2
2023/5/12, 34, 7, 51, 4, 1
2023/5/13, 27, 13, 48, 3, 1
2023/5/14, 39, 6, 45, 1, 
2023/5/15, 22, , , , 
2023/4/2, 47, 15, 51, 4, 2
2023/4/3, 45, 10, 40, 3, 1
2023/4/4, 33, 10, , 3, 1
2023/4/5, 37, 10, 40, 1, 1
2023/4/6, 23, 11, 41, 1, 1
2023/4/7, 21, 11, 35, 4, 1
2023/4/8, 14, 16, 40, 3, 1
2023/4/9, 37, 10, 53, 3, 1
2023/4/10, 36, 12, 44, 5, 1
2023/4/11, 46, 15, 44, 3, 1
2023/4/12, 44, 19, 36, 7, 1
2023/4/13, 47, 34, 46, 6, 1
2023/4/14, 73, 25, 39, 7, 1
2023/4/15, 60, 15, 39, 4, 1
2023/4/16, 17, 14, 46, 1, 1
2023/4/17, 36, 10, 45, 2, 
2023/4/18, 40, 17, 46, 4, 1
2023/4/19, 56, 37, 24, 10, 1
2023/4/20, 62, 40, 42, 3, 1
2023/4/21, 63, 32, 43, 2, 1
2023/4/22, 62, 27, 45, 1, 1
2023/4/23, 52, 12, 45, 2, 1
2023/4/24, 27, 12, 44, 5, 1
2023/4/25, 31, 14, 44, 4, 1
2023/4/26, 34, 7, 41, 4, 
2023/4/27, 15, 12, 54, 4, 1
2023/4/28, 40, 11, 59, 4, 1
2023/4/29, 38, 14, 41, 2, 1
2023/4/30, 24, 14, 41, 3, 1
2023/5/1, 35, 13, 57, 4, 1
2023/1/3, 44, 4, 30, 4, 1
2023/1/4, 16, 5, 30, 4, 1
2023/1/5, 13, 9, 31, 6, 1
2023/1/6, 20, 23, 38, 8, 1
2023/1/7, 65, 26, 33, 8, 1
2023/1/8, 72, 30, 37, 6, 1
2023/1/9, 79, 13, 29, 9, 1
2023/1/10, 45, 10, 30, 5, 1
2023/1/11, 25, 8, 21, 10, 1
2023/1/12, 27, 10, 18, 14, 1
2023/1/13, 39, 12, 33, 8, 1
2023/1/14, 35, 7, 19, 8, 1
2023/1/15, 19, 5, 27, 5, 1
2023/1/16, 14, 5, 27, 4, 1
2023/1/17, 15, 5, 32, 3, 1
2023/1/18, 14, 6, 27, 7, 1
2023/1/19, 24, 11, 32, 6, 1
2023/1/20, 33, 16, 35, 6, 1
2023/1/21, 47, 7, 30, 4, 1
2023/1/22, 25, 7, 30, 6, 1
2023/1/23, 16, 10, 23, 9, 1
2023/1/24, 22, 8, 29, 3, 1
2023/1/25, 27, 4, 28, 4, 
2023/1/26, 10, 8, 29, 6, 1
2023/1/27, 15, 7, 28, 7, 
2023/1/28, 17, 6, 28, 2, 1
2023/1/29, 20, 9, 29, 3, 1
2023/1/30, 25, 6, 29, 6, 1
2023/1/31, 24, 8, 29, 8, 1
2023/2/1, 24, 11, 16, 14, 1
2023/2/2, 36, 11, 31, 6, 1
2023/2/3, 34, 6, 30, 9, 1
2023/2/4, 33, 10, 30, 7, 1
2023/2/5, 32, 6, 36, 5, 1
2023/2/6, 26, 13, 29, 9, 1
2023/2/7, 41, 14, 23, 11, 1
2023/2/8, 42, 10, 39, 6, 1
2023/2/9, 38, 8, 34, 4, 1
2023/2/10, 26, 7, 27, 8, 1
2023/2/11, 25, 7, 35, 5, 1
2023/2/12, 14, 8, 35, 6, 2
2023/2/13, 22, 11, 35, 8, 1
2023/2/14, 28, 7, 35, 2, 
2023/2/15, 17, 4, 31, 2, 1
2023/2/16, 10, 9, 31, 5, 1
2023/2/17, 12, 10, 29, 9, 1
2023/2/18, 27, 15, 21, 13, 1
2023/2/19, 40, 22, 38, 10, 1
2023/2/20, 48, 16, 37, 5, 1
2023/2/21, 40, 5, 34, 3, 1
2023/2/22, 14, 8, 34, 5, 1
2023/2/23, 16, 8, 28, 9, 1
2023/2/24, 32, 7, 17, 12, 1
2023/2/25, 20, 10, 37, 4, 1
2023/2/26, 30, 6, 35, 2, 1
2023/2/27, 17, 7, 39, 4, 1
2023/2/28, 17, 10, 34, 10, 1
2023/3/1, 20, 8, 40, 6, 2
2023/3/2, 27, 9, 38, 3, 1
2023/3/3, 21, 9, 37, 5, 1
2023/3/4, 24, 9, 40, 6, 1
2023/3/5, 29, 10, 38, 5, 1
2023/3/6, 19, 10, 36, 8, 1
2023/3/7, 27, 12, 35, 10, 1
2023/3/8, 43, 20, 40, 12, 1
