date, pm25, pm10, o3, no2, so2
2023/7/2, 17, 7, 27, 1, 
2023/7/3, 17, 5, 31, 1, 1
2023/7/4, 12, 9, 29, 1, 1
2023/7/5, 21, 11, 30, 1, 
2023/7/6, 26, 17, 48, 1, 1
2023/7/7, 46, 16, 24, 1, 
2023/7/8, 36, 13, 28, , 
2023/7/9, 31, 17, 24, , 
2023/7/10, 41, , , , 
2023/4/2, 52, 17, 52, 2, 1
2023/4/3, 56, 13, 45, 3, 1
2023/4/4, 45, 13, 46, 2, 1
2023/4/5, 46, 12, 36, 1, 1
2023/4/6, 40, 7, 36, 1, 1
2023/4/7, 26, 15, 56, 1, 1
2023/4/8, 53, 10, 44, 1, 1
2023/4/9, 36, 10, 40, 1, 1
2023/4/10, 35, 9, 42, 1, 1
2023/4/11, 35, 10, 38, 1, 2
2023/4/12, 39, 30, 42, 1, 1
2023/4/13, 77, 15, 42, 1, 1
2023/4/14, 52, 16, 32, 1, 1
2023/4/15, 48, 3, 41, 1, 
2023/4/16, 13, 21, 52, 1, 1
2023/4/17, 56, 22, 45, 1, 1
2023/4/18, 63, 23, 46, 1, 3
2023/4/19, 63, 29, 35, 1, 1
2023/4/20, 67, 25, 50, 2, 1
2023/4/21, 66, 19, 42, 2, 1
2023/4/22, 55, 31, 43, 2, 1
2023/4/23, 80, 13, 44, 2, 1
2023/4/24, 48, 11, 40, 2, 1
2023/4/25, 44, 6, 30, 1, 
2023/4/26, 22, 11, 52, 1, 1
2023/4/27, 38, 13, 55, 1, 1
2023/4/28, 46, 18, 47, 1, 4
2023/4/29, 59, 9, 51, 1, 
2023/4/30, 32, 16, 46, 1, 1
2023/5/1, 53, 14, 62, 1, 1
2023/5/2, 52, 13, 60, 2, 1
2023/5/3, 48, 16, 56, 1, 3
2023/5/4, 55, 14, 41, 1, 1
2023/5/5, 49, 13, 33, 1, 1
2023/5/6, 41, 8, 38, 1, 1
2023/5/7, 23, 2, 42, 1, 
2023/5/8, 8, 14, 45, 1, 
2023/5/9, 47, 11, 52, 2, 1
2023/5/10, 45, 13, 65, 1, 1
2023/5/11, 47, 17, 77, 2, 2
2023/5/12, 60, 18, 57, 1, 4
2023/5/13, 61, 9, 40, 1, 
2023/5/14, 38, 8, 42, 1, 1
2023/5/15, 28, 17, 56, 1, 1
2023/5/16, 18, 24, 68, 1, 1
2023/5/17, 19, 25, 70, 1, 1
2023/5/18, 76, 16, 35, 1, 1
2023/5/19, 51, 4, 42, 1, 
2023/5/20, 14, 7, 42, 1, 
2023/5/21, 25, 11, 41, 1, 1
2023/5/22, 38, 15, 41, 1, 
2023/5/23, 48, 29, 43, 1, 
2023/5/24, 65, 7, 42, 1, 
2023/5/25, 29, 13, 42, 1, 9
2023/5/26, 43, 14, 39, 1, 1
2023/5/27, 48, 15, 36, 1, 1
2023/5/28, 48, 14, 28, 1, 1
2023/5/29, 43, 8, 12, 1, 1
2023/5/30, 22, 4, 31, 1, 
2023/5/31, 9, 7, 39, 1, 
2023/6/1, 24, 13, 20, 1, 
2023/6/2, 39, 11, 39, 1, 
2023/6/3, 20, 16, 47, 1, 1
2023/6/4, 46, 14, 57, 1, 1
2023/6/5, 45, 13, 41, 1, 1
2023/6/6, 42, 9, 39, 1, 
2023/6/7, 29, 12, 47, 1, 1
2023/6/8, 40, 11, 39, 1, 
2023/6/9, 35, 12, 38, 1, 
2023/6/10, 41, 12, 31, 1, 1
2023/6/11, 39, 6, 36, 1, 1
2023/6/12, 20, 13, 41, 1, 1
2023/6/13, 42, 15, 31, 1, 1
2023/6/14, 48, 15, 26, 1, 
2023/6/15, 47, 16, 48, 1, 1
2023/6/16, 52, 17, 57, 1, 1
2023/6/17, 56, 17, 66, 1, 1
2023/6/18, 54, 20, 44, 1, 1
2023/6/19, 61, 22, 58, 1, 1
2023/6/20, 64, 27, 54, 2, 2
2023/6/21, 70, 11, 33, 1, 1
2023/6/22, 34, 10, 40, 1, 
2023/6/23, 31, 14, 41, 1, 
2023/6/24, 46, 11, 40, 1, 1
2023/6/25, 32, 15, 33, 1, 2
2023/6/26, 43, 7, 9, 1, 1
2023/6/27, 18, 8, 9, 1, 
2023/6/28, 16, 9, 8, 1, 
