date, pm25, pm10, o3, no2, so2
2022/9/2, 15, 10, 28, 7, 
2022/9/3, 22, 13, 11, 6, 
2022/9/4, 26, 12, 12, 1, 
2022/9/5, 27, 9, 11, 1, 
2022/9/6, 16, 11, 39, 1, 
2022/9/7, 18, 13, 48, 3, 
2022/9/8, 29, 16, 40, 2, 
2022/9/9, 35, 22, 32, 3, 
2022/9/10, 41, 21, 33, 3, 
2022/9/11, 35, 22, 37, 3, 
2022/9/12, 41, 19, 32, 3, 
2022/9/13, 40, 21, 32, 5, 
2022/9/14, 40, 23, 32, 4, 
2022/9/15, 43, 19, 28, 4, 
2022/9/16, 35, 14, 33, 1, 
2022/9/17, 33, 14, 35, 3, 
2022/9/18, 30, 14, 18, 3, 
2022/9/19, 28, , , , 
2022/8/2, 20, 17, 14, 2, 
2022/8/3, 35, 11, 16, 3, 
2022/8/4, 22, 7, 15, 2, 
2022/8/5, 12, 8, 15, 2, 
2022/8/6, 13, 10, 15, 2, 
2022/8/7, 15, 10, 23, 1, 
2022/8/8, 17, 7, 15, 2, 
2022/8/9, 12, 7, 17, 2, 
2022/8/10, 15, 12, 14, 2, 
2022/8/11, 25, 8, 15, 1, 
2022/8/12, 16, 12, 20, 2, 
2022/8/13, 22, 20, 29, 2, 
2022/8/14, 36, 14, 15, 1, 
2022/8/15, 28, 9, 11, 1, 
2022/8/16, 14, 8, 10, 1, 
2022/8/17, 11, 6, 12, 3, 
2022/8/18, 8, 12, 37, 5, 
2022/8/19, 25, 13, 15, 2, 
2022/8/20, 25, 19, 20, 2, 
2022/8/21, 27, 17, 36, 1, 
2022/8/22, 24, 21, 34, 3, 
2022/8/23, 25, 21, 35, 4, 
2022/8/24, 33, 17, 27, 4, 
2022/8/25, 28, 12, 43, 3, 
2022/8/26, 20, 13, 47, 4, 
2022/8/27, 29, 17, 70, 3, 
2022/8/28, 44, 18, 44, 1, 
2022/8/29, 42, 23, 50, 4, 
2022/8/30, 54, 30, 55, 5, 
2022/8/31, 65, 27, 32, 5, 
2022/9/1, 53, 11, 36, 1, 
2022/7/2, 46, 23, 49, 4, 
2022/7/3, 53, 16, 29, 3, 
2022/7/4, 33, 7, 21, 2, 
2022/7/5, 15, 14, 22, 4, 
2022/7/6, 24, 19, 20, 4, 
2022/7/7, 34, 16, 25, 4, 
2022/7/8, 28, 12, 17, 3, 
2022/7/9, 23, 21, 50, 2, 
2022/7/10, 45, 17, 39, 1, 
2022/7/11, 39, 22, 35, 4, 
2022/7/12, 45, 16, 29, 3, 
2022/7/13, 29, 14, 33, 5, 
2022/7/14, 29, 20, 33, 5, 
2022/7/15, 40, 17, 34, 4, 
2022/7/16, 35, 15, 49, 3, 
2022/7/17, 30, 16, 40, 2, 
2022/7/18, 41, 15, 37, 1, 
2022/7/19, 31, 16, 37, 3, 
2022/7/20, 26, 20, 43, 3, 
2022/7/21, 46, 21, 47, 3, 
2022/7/22, 41, 20, 46, 3, 
2022/7/23, 44, 16, 44, 2, 
2022/7/24, 41, 20, 42, 1, 
2022/7/25, 44, 15, 36, 4, 
2022/7/26, 27, 17, 38, 4, 
2022/7/27, 33, 32, 49, 5, 
2022/7/28, 60, 18, 31, 3, 
2022/7/29, 30, 9, 22, 1, 
2022/7/30, 18, 6, 16, 1, 
2022/7/31, 13, 5, 13, 1, 
2022/8/1, 11, 11, 15, 1, 
2022/6/2, 47, 17, 42, 5, 
2022/6/3, 50, 20, 56, 6, 
2022/6/4, 53, 23, 53, 7, 
2022/6/5, 58, 20, 37, 3, 
2022/6/6, 50, 6, 39, 4, 
2022/6/7, 14, 8, 37, 1, 
2022/6/8, 18, 10, 32, 3, 
2022/6/9, 26, 12, 38, 6, 
2022/6/10, 32, 24, 43, 9, 
2022/6/11, 62, 18, 41, 4, 
2022/6/12, 52, 22, 36, 1, 
2022/6/13, 53, 17, 30, 5, 
2022/6/14, 48, 6, 33, 2, 
2022/6/15, 14, 7, 36, 5, 
2022/6/16, 15, 15, 43, 6, 
2022/6/17, 42, 13, 36, 6, 
2022/6/18, 36, 8, 28, 4, 
2022/6/19, 20, 12, 31, 1, 
2022/6/20, 33, 14, 24, 6, 
2022/6/21, 33, 4, 27, 3, 
2022/6/22, 13, 10, 25, 4, 
2022/6/23, 19, 10, 15, 1, 
2022/6/24, 24, 10, 31, 2, 
2022/6/25, 23, 8, 36, 1, 
2022/6/26, 18, 8, 22, 1, 
2022/6/27, 17, 15, 9, 1, 
2022/6/28, 33, 14, 13, 2, 
2022/6/29, 32, 13, 13, 1, 
2022/6/30, 28, 17, 19, 2, 
2022/7/1, 38, 22, 30, 5, 
2022/5/2, 38, 15, 49, 5, 
2022/5/3, 45, 14, 48, 3, 
2022/5/4, 47, 14, 51, 3, 
2022/5/5, 51, 20, 50, 4, 
2022/5/6, 59, 14, 34, 3, 
2022/5/7, 42, 10, 40, 4, 
2022/5/8, 34, 18, 42, 2, 
2022/5/9, 47, 12, 40, 3, 
2022/5/10, 33, 15, 38, 7, 
2022/5/11, 49, 15, 24, 10, 
2022/5/12, 47, 10, 18, 8, 
2022/5/13, 33, 8, 35, 7, 
2022/5/14, 26, 14, 42, 5, 
2022/5/15, 45, 12, 42, 2, 
2022/5/16, 34, 12, 51, 6, 
2022/5/17, 41, 15, 64, 7, 
2022/5/18, 48, 19, 76, 7, 
2022/5/19, 58, 20, 65, 9, 
2022/5/20, 62, 22, 46, 9, 
2022/5/21, 66, 17, 57, 8, 
2022/5/22, 55, 21, 79, 2, 
2022/5/23, 62, 29, 56, 7, 
2022/5/24, 76, 33, 70, 8, 
2022/5/25, 85, 30, 54, 7, 
2022/5/26, 81, 23, 39, 6, 
2022/5/27, 69, 11, 81, 4, 
2022/5/28, 37, 15, 60, 5, 
2022/5/29, 48, 13, 49, 4, 
2022/5/30, 45, 11, 44, 5, 
2022/5/31, 31, 17, 49, 5, 
2022/6/1, 52, 15, 54, 9, 
2022/4/2, 30, 9, 39, 4, 
2022/4/3, 32, 8, 40, 2, 
