date, pm25, pm10, o3, no2, so2
2023/7/2, 27, 6, 33, 1, 1
2023/7/3, 29, 4, 43, 3, 1
2023/7/4, 27, 10, 35, 5, 1
2023/7/5, 38, 19, 46, 2, 
2023/7/6, 45, 23, 56, 3, 1
2023/7/7, 56, 23, 31, 3, 
2023/7/8, 50, 35, 39, 1, 
2023/7/9, 51, 29, 38, 1, 
2023/7/10, 47, 11, 32, 3, 
2023/7/11, 31, 9, 18, 1, 
2023/7/12, 35, 11, 19, 2, 
2023/7/13, 32, 14, 17, 1, 
2023/7/14, 33, 11, 15, 1, 
2023/7/15, 29, 14, 17, 1, 1
2023/7/16, 33, 15, 18, 1, 2
2023/7/17, 31, 15, 23, 2, 2
2023/7/18, 45, 16, 15, 2, 2
2023/7/19, 49, 8, 27, 3, 1
2023/7/20, 30, 7, 33, 3, 1
2023/7/21, 31, 19, 36, 3, 4
2023/7/22, 54, 20, 30, 3, 1
2023/7/23, 57, 20, 21, 1, 2
2023/7/24, 54, 17, 17, 3, 5
2023/7/25, 48, 13, 18, 3, 3
2023/7/26, 43, 19, 28, 2, 1
2023/7/27, 60, 27, 31, 4, 1
2023/7/28, 71, 29, 44, 3, 1
2023/7/29, 72, 23, 37, 3, 1
2023/7/30, 59, 16, 33, 2, 
2023/7/31, 50, , , , 
2023/4/2, 53, 19, 53, 5, 1
2023/4/3, 61, 14, 46, 6, 1
2023/4/4, 44, 16, 44, 6, 2
2023/4/5, 53, 14, 31, 6, 1
2023/4/6, 44, 10, 31, 4, 1
2023/4/7, 42, 18, 50, 4, 1
2023/4/8, 56, 12, 43, 2, 1
2023/4/9, 47, 12, 41, 3, 1
2023/4/10, 40, 11, 41, 5, 1
2023/4/11, 33, 13, 39, 4, 2
2023/4/12, 42, 34, 42, 3, 1
2023/4/13, 71, 25, 41, 6, 1
2023/4/14, 50, 18, 28, 9, 1
2023/4/15, 50, 6, 37, 5, 
2023/4/16, 29, 22, 50, 2, 1
2023/4/17, 54, 24, 44, 5, 1
2023/4/18, 52, 28, 42, 6, 4
2023/4/19, 61, 31, 35, 5, 1
2023/4/20, 69, 27, 51, 4, 1
2023/4/21, 70, 21, 39, 4, 1
2023/4/22, 53, 32, 43, 3, 1
2023/4/23, 64, 14, 43, 3, 1
2023/4/24, 42, 13, 36, 7, 1
2023/4/25, 45, 10, 25, 8, 
2023/4/26, 45, 11, 48, 3, 1
2023/4/27, 58, 19, 48, 5, 1
2023/4/28, 55, 19, 43, 5, 3
2023/4/29, 59, 15, 45, 3, 
2023/4/30, 41, 21, 47, 2, 1
2023/5/1, 50, 17, 56, 4, 1
2023/5/2, 52, 16, 61, 4, 1
2023/5/3, 52, 19, 51, 3, 2
2023/5/4, 53, 17, 38, 3, 1
2023/5/5, 52, 13, 34, 2, 1
2023/5/6, 47, 11, 36, 1, 1
2023/5/7, 38, 3, 39, 2, 
2023/5/8, 31, 15, 44, 2, 1
2023/5/9, 48, 13, 47, 4, 1
2023/5/10, 47, 18, 65, 6, 1
2023/5/11, 58, 21, 80, 5, 1
2023/5/12, 64, 24, 53, 6, 5
2023/5/13, 71, 13, 33, 3, 1
2023/5/14, 53, 10, 43, 2, 
2023/5/15, 36, 15, 58, 4, 1
2023/5/16, 56, 23, 68, 4, 1
2023/5/17, 69, 30, 73, 4, 1
2023/5/18, 87, 23, 35, 5, 1
2023/5/19, 68, 5, 36, 3, 
2023/5/20, 33, 9, 43, 2, 1
2023/5/21, 36, 14, 42, 3, 1
2023/5/22, 54, 22, 43, 4, 1
2023/5/23, 61, 33, 42, 2, 1
2023/5/24, 67, 10, 43, 4, 1
2023/5/25, 32, 15, 41, 6, 12
2023/5/26, 58, 16, 37, 5, 2
2023/5/27, 56, 18, 37, 4, 1
2023/5/28, 61, 21, 29, 2, 2
2023/5/29, 67, 14, 16, 4, 1
2023/5/30, 52, 4, 25, 5, 
2023/5/31, 25, 7, 41, 3, 1
2023/6/1, 32, 12, 24, 4, 1
2023/6/2, 48, 7, 35, 3, 1
2023/6/3, 29, 16, 47, 3, 1
2023/6/4, 52, 22, 64, 3, 1
2023/6/5, 65, 30, 58, 8, 1
2023/6/6, 81, 13, 32, 4, 1
2023/6/7, 46, 12, 57, 3, 1
2023/6/8, 49, 11, 35, 4, 1
2023/6/9, 40, 13, 47, 4, 1
2023/6/10, 44, 14, 36, 3, 1
2023/6/11, 46, 6, 37, 2, 1
2023/6/12, 34, 13, 45, 4, 1
2023/6/13, 39, 17, 34, 4, 1
2023/6/14, 55, 20, 28, 8, 1
2023/6/15, 51, 18, 49, 5, 1
2023/6/16, 52, 19, 69, 4, 1
2023/6/17, 65, 19, 62, 4, 1
2023/6/18, 60, 22, 50, 3, 1
2023/6/19, 65, 24, 57, 4, 1
2023/6/20, 84, 30, 53, 4, 2
2023/6/21, 87, 16, 31, 4, 1
2023/6/22, 56, 9, 43, 3, 
2023/6/23, 39, 14, 47, 4, 1
2023/6/24, 40, 11, 45, 4, 1
2023/6/25, 46, 20, 32, 3, 1
2023/6/26, 50, 11, 10, 1, 
2023/6/27, 33, 10, 13, 1, 
2023/6/28, 26, 13, 14, 1, 
2023/6/29, 34, 14, 20, 1, 
2023/6/30, 32, 21, 21, 1, 
2023/7/1, 36, 10, 34, 3, 
2023/1/3, 64, 6, 27, 5, 1
2023/1/4, 25, 9, 28, 8, 1
2023/1/5, 34, 28, 29, 13, 1
2023/1/6, 82, 54, 26, 17, 1
2023/1/7, 152, 49, 34, 9, 1
2023/1/8, 107, 34, 27, 8, 1
2023/1/9, 70, 26, 25, 11, 1
2023/1/10, 66, 16, 26, 8, 1
2023/1/11, 43, 18, 22, 14, 2
2023/1/12, 44, 26, 13, 16, 2
2023/1/13, 57, 17, 22, 11, 1
2023/1/14, 47, 5, 27, 7, 1
2023/1/15, 26, 9, 27, 3, 1
2023/1/16, 24, 10, 25, 4, 1
2023/1/17, 37, 8, 22, 8, 1
2023/1/18, 27, 14, 22, 9, 1
2023/1/19, 54, 24, 24, 9, 1
2023/1/20, 68, 26, 29, 8, 1
2023/1/21, 54, 16, 26, 8, 1
2023/1/22, 45, 10, 24, 4, 1
2023/1/23, 36, 9, 27, 5, 1
2023/1/24, 24, 11, 28, 4, 
2023/1/25, 36, 4, 27, 3, 
2023/1/26, 28, 10, 19, 10, 
2023/1/27, 36, 12, 27, 7, 
2023/1/28, 38, 7, 26, 2, 
2023/1/29, 24, 12, 25, 4, 
2023/1/30, 28, 12, 29, 7, 
2023/1/31, 29, 13, 28, 10, 
2023/2/1, 42, 19, 35, 13, 1
2023/2/2, 47, 17, 29, 8, 1
2023/2/3, 49, 13, 27, 9, 1
2023/2/4, 44, 17, 31, 10, 1
2023/2/5, 54, 14, 37, 5, 1
2023/2/6, 44, 20, 20, 10, 1
2023/2/7, 58, 18, 21, 7, 1
2023/2/8, 46, 21, 43, 9, 1
2023/2/9, 54, 19, 32, 7, 1
2023/2/10, 56, 7, 27, 7, 1
2023/2/11, 26, 8, 29, 6, 1
2023/2/12, 34, 15, 30, 5, 2
2023/2/13, 36, 7, 33, 7, 1
2023/2/14, 28, 10, 31, 6, 1
2023/2/15, 34, 6, 28, 4, 1
2023/2/16, 24, 6, 32, 6, 
2023/2/17, 25, 12, 25, 14, 1
2023/2/18, 44, 24, 28, 10, 4
2023/2/19, 57, 19, 36, 2, 1
2023/2/20, 55, 17, 35, 5, 1
2023/2/21, 57, 7, 28, 5, 1
2023/2/22, 27, 10, 28, 6, 3
2023/2/23, 30, 14, 31, 9, 1
2023/2/24, 41, 24, 45, 10, 1
2023/2/25, 74, 24, 41, 6, 1
2023/2/26, 70, 7, 38, 3, 1
2023/2/27, 25, 8, 35, 8, 1
2023/2/28, 32, 17, 38, 9, 5
2023/3/1, 46, 14, 37, 8, 2
2023/3/2, 44, 13, 40, 3, 1
2023/3/3, 40, 14, 41, 8, 1
2023/3/4, 42, 16, 49, 6, 1
2023/3/5, 48, 14, 45, 3, 1
2023/3/6, 48, 14, 45, 6, 1
2023/3/7, 42, 24, 53, 9, 1
2023/3/8, 80, 27, 55, 9, 1
2023/3/9, 78, 18, 30, 11, 1
2023/3/10, 55, 24, 48, 7, 1
2023/3/11, 68, 33, 46, 8, 1
2023/3/12, 82, 27, 38, 5, 5
2023/3/13, 75, 11, 37, 4, 1
2023/3/14, 43, 12, 36, 6, 6
2023/3/15, 30, 15, 36, 8, 2
2023/3/16, 44, 15, 34, 6, 2
2023/3/17, 53, 16, 27, 9, 1
2023/3/18, 47, 9, 36, 6, 
2023/3/19, 36, 12, 48, 3, 1
2023/3/20, 31, 17, 39, 6, 2
2023/3/21, 55, 11, 28, 6, 1
2023/3/22, 36, 10, 29, 5, 1
2023/3/23, 38, 7, 34, 3, 
2023/3/24, 29, 10, 33, 4, 
2023/3/25, 34, 30, 36, 3, 1
2023/3/26, 56, 22, 37, 3, 
2023/3/27, 52, 27, 37, 4, 1
2023/3/28, 56, 21, 45, 5, 1
2023/3/29, 55, 20, 55, 6, 1
2023/3/30, 59, 23, 43, 7, 1
2023/3/31, 59, 17, 48, 5, 1
2023/4/1, 47, 16, 52, 5, 1
2022/10/2, 58, 33, 36, 3, 3
2022/10/3, 97, 25, 39, 5, 1
2022/10/4, 75, 15, 28, 2, 1
2022/10/5, 35, 6, 26, 3, 
2022/10/6, 31, 9, 27, 5, 
2022/10/7, 24, 10, 33, 5, 
