date, pm25, pm10, o3, no2, so2
2022/12/15, 11, 15, 31, 1, 
2022/12/16, 31, 7, 26, 1, 1
2022/12/17, 46, 13, 25, 1, 2
2022/12/18, 31, 9, 25, 1, 
2022/12/19, 15, 4, 27, 1, 
2022/12/20, 17, 4, 30, 1, 1
2022/12/21, 43, 11, 26, 1, 2
2022/12/22, 45, 15, 24, 1, 
2022/12/23, 22, 6, 28, 1, 
2022/12/24, 10, 3, 29, 1, 
2022/12/25, 20, 5, 30, 1, 1
2022/12/26, 27, 5, 31, 1, 1
2022/12/27, 32, 8, 30, 1, 1
2022/12/28, 45, 10, 28, , 3
2022/12/29, 38, 10, 31, , 2
2022/12/30, 63, 14, 29, , 2
2022/12/31, 45, 10, 28, , 2
2023/1/1, 42, 10, 32, , 1
2023/1/2, 30, 7, 24, , 1
2022/10/2, , 21, 38, 1, 1
2022/10/3, , 17, 37, 1, 1
2022/10/4, , 13, 35, 1, 1
2022/10/5, , 12, 28, 1, 4
2022/10/6, , 8, 27, 1, 1
2022/10/7, , 9, 28, 1, 1
2022/10/8, , 8, 30, 1, 
2022/10/9, , 8, 31, 1, 1
2022/10/10, , 8, 20, 1, 1
2022/10/11, , 7, 32, 1, 
2022/10/12, , 6, 30, 1, 1
2022/10/13, , 9, 26, 1, 1
2022/10/14, , 12, 31, 1, 1
2022/10/15, , 11, 34, 1, 1
2022/10/16, , 10, 34, 1, 1
2022/10/17, , 14, 33, 1, 1
2022/10/18, , 5, 24, 1, 
2022/10/19, , 14, 32, 1, 1
2022/10/20, , 7, 30, 1, 1
2022/10/21, , 8, 32, 1, 1
2022/10/22, , 8, 33, 1, 1
2022/10/23, , 8, 30, 1, 
2022/10/24, , 15, 33, 1, 1
2022/10/25, , 10, 33, 1, 2
2022/10/26, , 5, 28, 1, 1
2022/10/27, , 5, 30, 1, 1
2022/10/28, , 8, 29, 1, 1
2022/10/29, , 11, 33, 1, 1
2022/10/30, , 13, 31, 1, 1
2022/10/31, , 8, 31, 1, 1
2022/11/1, , 9, 31, 1, 1
2022/11/2, , 11, 19, 1, 
2022/11/3, , 11, 20, 1, 
2022/11/4, , 10, 31, 1, 
2022/11/5, , 14, 39, 1, 1
2022/11/6, , 11, 34, 1, 2
2022/11/7, , 9, 29, 1, 1
2022/11/8, , 10, 30, 1, 1
2022/11/9, , 16, 38, 1, 2
2022/11/10, , 18, 42, 1, 2
2022/11/11, , 20, 37, 1, 1
2022/11/12, , 21, 38, 1, 1
2022/11/13, , 18, 35, 1, 
2022/11/14, , 10, 35, 1, 
2022/11/15, , 12, 28, 1, 1
2022/11/16, , 11, 33, 1, 1
2022/11/17, , 9, 32, 1, 1
2022/11/18, , 13, 20, 1, 1
2022/11/19, , 17, 25, 1, 1
2022/11/20, , 11, 27, 1, 
2022/11/21, , 11, 25, 1, 
2022/11/22, , 15, 27, 1, 2
2022/11/23, , 16, 26, 1, 1
2022/11/24, , 10, 29, 1, 
2022/11/25, , 10, 28, 1, 3
2022/11/26, , 11, 28, 1, 1
2022/11/27, , 10, 22, 1, 
2022/11/28, , 13, 34, 1, 1
2022/11/29, , 13, 27, 1, 1
2022/11/30, , 13, 24, 1, 
2022/12/1, , 9, 24, 1, 
2022/12/2, , 6, 25, 1, 1
2022/12/3, , 6, 26, 1, 2
2022/12/4, , 10, 18, 1, 1
2022/12/5, , 11, 19, 1, 1
2022/12/6, , 7, 22, 1, 
2022/12/7, , 6, 31, 1, 
2022/12/8, , 13, 31, 1, 
2022/12/9, , 12, 28, 1, 1
2022/12/10, , 14, 32, 1, 1
2022/12/11, , 15, 29, 1, 2
2022/12/12, , 13, 35, 1, 1
2022/12/13, , 10, 29, 1, 1
2022/12/14, , 11, 32, 1, 
