date, pm25, pm10, o3, no2, so2
2022/2/2, 41, 21, 34, 12, 4
2022/2/3, 67, 16, 32, 10, 3
2022/2/4, 60, 3, 35, 7, 2
2022/2/5, 26, 6, 33, 2, 2
2022/2/6, 38, 4, 33, 2, 
2022/2/7, 28, 7, 29, 11, 4
2022/2/8, 36, 9, 24, 14, 4
2022/2/9, 40, 6, 25, 16, 4
2022/2/10, 30, 7, 26, 13, 3
2022/2/11, 35, 8, 27, 13, 3
2022/2/12, 32, 8, 26, 13, 4
2022/2/13, 39, 10, 28, 6, 2
2022/2/14, 37, 10, 28, 12, 3
2022/2/15, 36, 14, 36, 11, 2
2022/2/16, 49, 5, 33, 2, 2
2022/2/17, 29, 5, 32, 3, 2
2022/2/18, 31, 8, 26, 10, 3
2022/2/19, 22, 6, 18, 8, 2
2022/2/20, 34, 6, 33, 3, 
2022/2/21, 25, 5, 31, 4, 2
2022/2/22, 30, 5, 33, 7, 2
2022/2/23, 30, 5, 33, 5, 3
2022/2/24, 35, 5, 33, 9, 3
2022/2/25, 33, 11, 33, 15, 4
2022/2/26, 46, 22, 42, 15, 4
2022/2/27, 65, 28, 17, 16, 4
2022/2/28, 93, , , , 
2022/2/1, , 9, 36, 13, 3
