date, pm25, pm10, o3, no2, so2
2023/7/2, 14, 12, 28, 1, 
2023/7/3, 15, 9, 30, 2, 
2023/7/4, 13, 9, 24, 1, 
2023/7/5, 14, 24, 39, 3, 
2023/7/6, 36, 25, 49, 1, 
2023/7/7, 49, 24, 21, 1, 
2023/7/8, 38, 29, 18, 1, 
2023/7/9, 45, 32, 20, 1, 
2023/7/10, 49, 21, 21, 1, 
2023/7/11, 30, 12, 9, 2, 
2023/7/12, 14, 12, 9, 1, 
2023/7/13, 13, 13, 10, 1, 
2023/7/14, 15, 16, 9, 2, 
2023/7/15, 16, 20, 10, 2, 
2023/7/16, 18, 15, 12, 1, 1
2023/7/17, 20, 13, 11, 1, 3
2023/7/18, 21, 12, 9, 1, 2
2023/7/19, 20, 13, 19, 2, 
2023/7/20, 12, 10, 22, 1, 
2023/7/21, 16, 14, 24, 1, 1
2023/7/22, 30, 17, 19, 1, 1
2023/7/23, 33, 24, 13, 1, 3
2023/7/24, 47, 16, 10, 1, 4
2023/7/25, 37, 21, 11, 1, 4
2023/7/26, 41, 25, 16, 1, 9
2023/7/27, 53, 33, 22, 1, 3
2023/7/28, 61, 20, 20, 2, 9
2023/7/29, 47, 29, 31, 2, 1
2023/7/30, 59, , , , 
2023/7/1, , 11, 24, 2, 
