date, pm25, pm10, o3, no2, so2
2022/9/2, 20, 7, 25, 4, 1
2022/9/3, 26, 8, 27, 2, 1
2022/9/4, 29, 10, 24, 3, 1
2022/9/5, 30, 7, 24, 2, 1
2022/9/6, 18, 8, 20, 2, 1
2022/9/7, 26, 9, 22, 4, 
2022/9/8, 21, 8, 31, 4, 1
2022/9/9, 23, 7, 24, 3, 1
2022/9/10, 29, 11, 36, 4, 1
2022/9/11, 32, 12, 25, 4, 1
2022/9/12, 29, 10, 20, 2, 1
2022/9/13, 33, 9, 16, 4, 1
2022/9/14, 24, 13, 30, 3, 1
2022/9/15, 39, 9, 28, 2, 1
2022/9/16, 26, 9, 31, 3, 1
2022/9/17, 23, 10, 29, 4, 1
2022/9/18, 25, 13, 16, 6, 
2022/9/1, , 9, 14, 3, 1
