date, pm25, pm10, o3, no2, so2
2022/10/2, 40, 20, 55, 5, 2
2022/10/3, 49, 19, 36, 7, 2
2022/10/4, 57, 24, 18, 7, 1
2022/10/5, 49, , 16, 7, 1
2022/10/6, 42, 13, 17, 9, 1
2022/10/7, 23, 7, 13, 10, 
2022/10/8, 24, 7, 28, 3, 1
2022/10/9, 36, 11, 16, 5, 5
2022/10/10, 18, 8, 23, 4, 1
2022/10/11, 28, 8, 28, 4, 1
2022/10/12, 25, 12, 22, 6, 1
2022/10/13, 32, 15, 25, 9, 2
2022/10/14, 43, 14, 33, 5, 1
2022/10/15, 40, 16, 31, 5, 2
2022/10/16, 31, 15, 39, 5, 3
2022/10/17, 44, 15, 23, 8, 1
2022/10/18, 41, 16, 28, 5, 2
2022/10/19, 36, 14, 26, 5, 2
2022/10/20, 32, 10, 28, 7, 2
2022/10/21, 30, 13, 38, 7, 1
2022/10/22, 46, 19, 40, 8, 2
2022/10/23, 37, 18, 43, 4, 2
2022/10/24, 43, 11, 30, 4, 2
2022/10/25, 26, 11, 25, 7, 1
2022/10/26, 25, 9, 24, 7, 1
2022/10/27, 35, 13, 23, 9, 2
2022/10/28, 32, 11, 30, 7, 1
2022/10/29, 32, 10, 29, 3, 1
2022/10/30, 36, 9, 30, 2, 1
2022/10/31, 28, 14, 25, 8, 1
2022/11/1, 47, 15, 14, 11, 
2022/11/2, 42, 12, 25, 6, 1
2022/11/3, 26, 14, 32, 6, 3
2022/11/4, 37, 12, 32, 7, 2
2022/11/5, 35, 10, 26, 4, 1
2022/11/6, 31, 10, 28, 4, 3
2022/11/7, 30, 9, 30, 7, 1
2022/11/8, 33, 14, 34, 7, 2
2022/11/9, 42, 16, 33, 10, 1
2022/11/10, 37, 18, 39, 12, 2
2022/11/11, 38, 17, 33, 14, 4
2022/11/12, 54, 22, 43, 10, 2
2022/11/13, 69, 24, 22, 7, 
2022/11/14, 59, 11, 25, 4, 2
2022/11/15, 23, 10, 28, 6, 1
2022/11/16, 27, 10, 26, 7, 1
2022/11/17, 24, 12, 26, 8, 2
2022/11/18, 29, 10, 25, 6, 2
2022/11/19, 26, 14, 34, 6, 1
2022/11/20, 30, 9, 27, 3, 1
2022/11/21, 34, 6, 24, 6, 3
2022/11/22, 26, 11, 29, 7, 3
2022/11/23, 43, 9, 15, 15, 1
2022/11/24, 31, 5, 30, 3, 1
2022/11/25, 16, , , , 
2022/12/6, 21, 5, 27, 5, 1
2022/12/7, 25, 10, 25, 7, 2
2022/12/8, 28, 10, 27, 7, 1
2022/12/9, 40, 9, 24, 9, 2
2022/12/10, 31, 11, 29, 8, 2
2022/12/11, 34, 10, 27, 4, 1
2022/12/12, 24, 8, 28, 8, 1
2022/12/13, 32, 12, 18, 13, 2
2022/12/14, 32, 14, 29, 6, 1
2022/12/15, 45, 5, 24, 9, 1
2022/12/16, 30, 6, 19, 9, 1
2022/12/17, 25, 9, 15, 8, 
2022/12/18, 33, 4, 26, 6, 3
2022/12/19, 29, 6, 28, 8, 2
2022/12/20, 25, 8, 19, 11, 2
2022/12/21, 35, 8, 16, 12, 1
2022/12/22, 19, 8, 22, 10, 1
2022/12/23, 29, 5, 28, 3, 1
2022/12/24, 33, 7, 24, 6, 1
2022/12/25, 27, 4, 28, 5, 1
2022/12/26, 17, 5, 28, 7, 1
2022/12/27, 22, 6, 25, 5, 
2022/12/28, 29, 7, 21, 9, 2
2022/12/29, 27, 8, 26, 7, 1
2022/12/30, 33, 4, 25, 4, 
2022/12/31, 20, 7, 25, 7, 1
2023/1/1, 35, 10, 24, 3, 1
2023/1/2, 36, , , , 
2022/10/1, , 19, 42, 6, 3
2022/12/5, , 6, 21, 7, 3
