date, pm10, o3, no2, so2, co
2018/9/8, 24, 28, 13, 8, 2
2018/9/9, 38, 17, 9, 9, 
2018/9/10, 17, 22, 14, 13, 
2018/9/11, 23, 23, 14, 10, 10
2018/9/12, 17, 31, 13, 10, 26
2018/9/13, 19, 22, 7, 8, 6
2018/9/14, 14, 21, 7, 9, 18
2018/9/15, 24, 30, 7, 10, 21
2018/9/16, 333, 25, 10, 8, 16
2018/9/17, 868, 23, 12, 9, 18
2018/9/18, 422, 20, 9, 7, 10
2018/9/19, 35, 22, 11, 8, 12
2018/9/20, 31, 25, 9, 9, 11
2018/9/21, 27, 24, 8, 8, 
2018/9/22, 30, 14, 4, 8, 
2018/9/23, 20, 18, 4, 8, 4
2018/9/24, 20, 19, 8, 9, 11
2018/9/25, 33, 17, 7, 8, 5
2018/9/26, 39, 18, 5, 9, 31
2018/9/27, 28, 19, 8, 8, 28
2018/9/28, 33, 17, 6, 10, 25
2018/9/29, 24, 17, 6, 9, 26
2018/9/30, 17, 19, 5, 8, 5
2018/10/1, 20, 13, 5, 8, 10
2018/4/2, 38, 34, 11, , 4
2018/4/3, 44, 31, 7, , 4
2018/4/4, 32, 31, 9, , 5
2018/4/5, 51, 38, 7, , 5
2018/4/6, 34, 20, 10, , 7
2018/4/7, 52, , , , 
2018/4/9, 40, 38, 6, , 5
2018/4/10, 39, 34, 6, , 6
2018/4/11, 53, 32, 7, , 6
2018/4/12, 22, 41, 9, , 6
2018/4/13, 30, 36, 8, , 5
2018/4/14, 38, 37, 7, , 5
2018/4/15, 35, 40, 6, , 5
2018/4/16, 75, 45, 12, , 7
2018/4/17, 65, 46, 11, , 6
2018/4/18, 58, 37, 9, , 6
2018/4/19, 77, 41, 6, , 5
2018/4/20, 63, 42, 9, , 7
2018/4/21, 55, 33, 9, , 7
2018/4/22, 46, 34, 7, , 5
2018/4/23, 81, 40, 9, , 5
2018/4/24, 89, 38, 9, , 7
2018/4/25, 49, 46, 8, , 6
2018/4/26, 54, 38, 8, , 6
2018/4/27, 40, 35, 6, , 3
2018/4/28, 39, 35, 6, , 5
2018/4/29, 34, 37, 7, , 6
2018/4/30, 29, 31, 8, , 8
2018/5/1, 32, 20, 15, , 9
2018/5/2, 37, 41, 10, , 6
2018/5/3, 868, 34, 14, , 8
2018/5/4, 868, 38, 10, , 7
2018/5/5, 728, 28, 6, , 6
2018/5/6, 23, 26, 7, , 6
2018/5/7, 23, 29, 8, 1, 5
2018/5/8, 33, 39, 9, 1, 4
2018/5/9, 41, 42, 10, , 7
2018/5/10, 53, 41, 9, , 7
2018/5/11, 37, 46, 9, , 6
2018/5/12, 40, 45, 7, , 7
2018/5/13, 37, 47, 7, , 6
2018/5/14, 41, 43, 9, , 7
2018/5/15, 43, 40, 7, , 6
2018/5/16, 34, 38, 7, , 7
2018/5/17, 43, 38, 7, , 6
2018/5/18, 50, 39, 10, , 2
2018/5/19, 46, 35, 9, , 6
2018/5/20, 43, 45, 7, , 4
2018/5/21, 43, 34, 6, , 7
2018/5/22, 38, 47, 7, , 4
2018/5/23, 76, 54, 8, , 5
2018/5/24, 50, 43, 7, , 4
2018/5/25, 46, 41, 6, , 5
2018/5/26, 42, 42, 7, , 4
2018/5/27, 38, 42, 7, , 6
2018/5/28, 38, 32, 10, , 6
2018/5/29, 94, 49, 11, 2, 8
2018/5/30, 54, 41, 8, , 10
2018/5/31, 53, 37, 6, , 4
2018/6/1, 47, 33, 7, , 16
2018/6/2, 47, 36, 6, , 8
2018/6/3, 46, 30, 4, , 20
2018/6/4, 37, 26, 6, , 15
2018/6/5, 31, 39, 8, , 10
2018/6/6, 40, 40, 8, , 16
2018/6/7, 43, 36, 6, , 32
2018/6/8, 40, 30, 5, , 12
2018/6/9, 39, 27, 4, 1, 8
2018/6/10, 33, 32, 4, , 24
2018/6/11, 31, 39, 7, , 14
2018/6/12, 47, 34, 7, , 14
2018/6/13, 36, 29, 6, , 
2018/6/14, 21, , 6, , 5
2018/6/15, 21, 31, 8, , 4
2018/6/16, 30, 71, 7, , 5
2018/6/17, 34, , 6, , 4
2018/6/18, 20, , 7, , 4
2018/6/19, 14, 22, 7, , 2
2018/6/20, 14, 34, 7, 1, 7
2018/6/21, 15, 32, 10, , 7
2018/6/22, 29, 31, 8, , 7
2018/6/23, 21, , , , 
2018/6/26, 31, 34, 7, , 6
2018/6/27, 23, 29, 5, , 5
2018/6/28, 20, 30, 7, , 6
2018/6/29, 37, 21, 7, , 6
2018/6/30, 43, , , , 
2018/1/12, 52, 17, 13, 3, 14
2018/1/13, 61, , , , 
2018/1/22, 33, 11, 25, 5, 19
2018/1/23, 45, , , , 
2018/1/25, 34, 16, 11, 3, 14
2018/1/26, 22, 20, 15, 2, 15
2018/1/27, 37, 22, 14, 3, 14
2018/1/28, 38, 15, 7, 4, 13
2018/1/29, 25, 16, 7, 2, 13
2018/1/30, 20, 23, 9, 1, 12
2018/1/31, 29, 26, 20, 4, 16
2018/2/1, 54, 5, 21, 4, 15
2018/2/2, 42, 23, 14, 4, 18
2018/2/3, 55, 24, 22, , 18
2018/2/4, 54, 24, 14, 1, 15
2018/2/5, 30, 25, 12, 2, 14
2018/2/6, 39, 25, 17, 3, 15
2018/2/7, 55, 24, 14, 1, 16
2018/2/8, 50, 13, 6, 2, 13
2018/2/9, 27, 7, 15, 3, 17
2018/2/10, 20, 16, 8, 2, 13
2018/2/11, 796, 17, 11, 4, 14
2018/2/12, 868, 18, 16, 3, 16
2018/2/13, 868, , 7, 2, 13
2018/2/14, 868, , 10, 3, 13
2018/2/15, 868, , 14, 3, 13
2018/2/16, 868, , 17, 2, 15
2018/2/17, 868, , 17, 1, 15
2018/2/18, 868, , 9, 3, 12
2018/2/19, 868, , 19, 4, 17
2018/2/20, 868, , 10, 2, 13
2018/2/21, 868, , 18, 1, 15
2018/2/22, 868, , 14, 1, 15
2018/2/23, 868, , 17, 2, 14
2018/2/24, 597, , 14, 2, 13
2018/2/25, 44, , 10, , 13
2018/2/26, 25, , 13, 3, 10
2018/2/27, 50, 14, 17, 3, 10
2018/2/28, 38, 4, 23, 1, 14
2018/3/1, 180, 2, 24, 1, 23
2018/3/2, 44, 37, 6, , 6
2018/3/3, 56, 43, 12, , 5
2018/3/4, 61, 42, 9, , 4
2018/3/5, 52, 30, 13, , 5
2018/3/6, 54, 40, 12, , 3
2018/3/7, 58, 27, 6, , 4
2018/3/8, 50, 39, 9, , 4
2018/3/9, 47, 29, 11, , 5
2018/3/10, 46, 26, 8, , 4
2018/3/11, 27, 32, 8, , 2
2018/3/12, 45, 30, 6, , 4
2018/3/13, 52, 34, 9, , 4
2018/3/14, 50, 34, 7, , 3
2018/3/15, 36, 26, 9, , 4
2018/3/16, 49, 29, 7, 1, 3
2018/3/17, 26, 29, 12, , 3
2018/3/18, 38, 28, 7, , 3
2018/3/19, 30, 28, 8, , 3
2018/3/20, 36, 34, 9, , 4
2018/3/21, 65, 40, 9, , 4
2018/3/22, 57, 34, 7, , 4
2018/3/23, 35, 35, 10, , 5
2018/3/24, 38, 35, 15, , 5
2018/3/25, 44, 35, 9, , 1
2018/3/26, 39, 41, 12, , 5
2018/3/27, 52, 46, 11, , 3
2018/3/28, 56, 38, 8, , 3
2018/3/29, 59, 37, 6, , 4
2018/3/30, 49, 37, 5, , 4
2018/3/31, 42, 43, 8, , 4
2018/4/1, 38, 28, 11, , 4
2017/10/2, 30, 18, 7, , 2
2017/10/3, 33, 20, 7, , 3
2017/10/4, 34, 11, 6, , 3
2017/10/5, 12, 15, 6, , 2
2017/10/6, 19, 19, 8, , 3
2017/10/7, 16, 22, 16, , 3
2017/10/8, 59, 19, 5, , 3
2017/10/9, 18, 22, 6, , 2
2017/10/10, 31, 20, 7, , 4
2017/10/11, 34, 17, 7, , 5
2017/10/12, 19, 16, 9, , 4
2017/10/13, 22, 18, 7, 1, 3
2017/10/14, 22, 19, 11, , 5
2017/10/15, 42, 18, 8, , 2
2017/10/16, 37, 17, 9, 1, 4
2017/10/17, 37, 19, 10, 1, 3
2017/10/18, 42, 21, 17, , 6
2017/10/19, 66, 12, 20, 19, 5
2017/10/20, 69, , 17, , 5
2017/10/21, 59, 19, 20, , 6
2017/10/22, 78, , 10, , 4
2017/10/23, 52, , 10, , 3
2017/10/24, 40, , 11, , 7
2017/10/25, 53, , 8, , 2
2017/10/26, 36, , 23, , 8
2017/10/27, 62, , 22, , 11
2017/10/28, 63, , 16, , 6
2017/10/29, 58, 12, 14, , 15
2017/10/30, 65, , 15, 50, 15
2017/10/31, 130, , 19, , 5
2017/11/1, 63, , , , 
2017/11/3, 60, , 13, 1, 7
2017/11/4, 57, , 14, 1, 3
2017/11/5, 64, , 14, , 4
2017/11/6, 50, 16, 20, , 18
2017/11/7, 96, 17, 17, 1, 3
2017/11/8, 56, 19, 19, 2, 15
2017/11/9, 69, 28, 10, , 1
2017/11/10, 49, 25, 8, , 4
2017/11/11, 42, 24, 8, , 6
2017/11/12, 35, 11, 9, , 3
2017/11/13, 38, 29, 8, , 4
2017/11/14, 31, 30, 10, , 3
2017/11/15, 37, 21, 17, , 3
2017/11/16, 54, 18, 20, , 6
2017/11/17, 67, 21, 18, , 9
2017/11/18, 58, 25, 24, , 11
2017/11/19, 65, 28, 10, , 2
2017/11/20, 49, 26, 15, , 5
2017/11/21, 46, 9, 19, , 19
2017/11/22, 72, 13, 31, 1, 1
2017/11/23, 131, 27, 17, 2, 14
2017/11/24, 59, 23, 28, 3, 20
2017/11/25, 67, 18, 31, 3, 26
2017/11/26, 72, 23, 17, 2, 21
2017/11/27, 59, 28, 15, 2, 14
2017/11/28, 53, 24, 24, 1, 19
2017/11/29, 61, 23, 13, 2, 15
2017/11/30, 44, 23, 13, 3, 12
2017/12/1, 45, 13, 13, 3, 10
2017/12/2, 52, 4, 28, 4, 16
2017/12/3, 41, , , , 
2017/12/6, 868, 24, 14, 1, 14
2017/12/7, 598, 6, 15, 1, 14
2017/12/8, 78, 3, 5, 2, 13
2017/12/9, 52, , 12, 4, 13
2017/12/10, 41, 48, 19, 3, 15
2017/12/11, 47, 40, 24, 2, 17
2017/12/12, 59, 15, 16, 2, 16
2017/12/13, 54, 31, 30, 1, 19
2017/12/14, 71, 11, 28, 1, 21
2017/12/15, 63, 20, 20, 3, 16
2017/12/16, 59, 16, 12, 3, 15
2017/12/17, 39, 12, 11, 3, 14
2017/12/18, 21, 26, 16, 3, 16
2017/12/19, 42, 21, 21, 3, 19
2017/12/20, 49, 30, 19, 2, 16
2017/12/21, 50, , , , 
2017/7/2, 19, 20, 4, , 1
2017/7/3, 28, 19, 5, , 
2017/7/4, 36, 20, 6, , 1
2017/7/5, 53, 25, 6, 1, 
2017/7/6, 54, 21, 4, , 4
2017/7/7, 41, 17, 4, , 2
2017/7/8, 32, 12, 3, , 
2017/7/9, 24, 15, 3, , 2
2017/7/10, 22, 16, 4, , 
2017/7/11, 24, 15, 10, , 5
2017/7/12, 15, 21, 13, , 6
2017/7/13, 56, 15, , , 1
2017/7/14, 101, 19, , , 2
2017/7/15, 870, 18, , , 5
2017/7/16, 870, 20, , 4, 
2017/7/17, 870, 25, , , 
2017/7/18, 870, 22, , , 
2017/7/19, 870, 19, , 1, 
2017/7/20, 870, 18, 3, 3, 1
2017/7/21, 509, 20, 5, 3, 
2017/7/22, 42, 21, 6, , 2
2017/7/23, 41, 23, 6, , 1
2017/7/24, 55, 23, 5, , 1
2017/7/25, 58, 19, 6, , 3
2017/7/26, 58, 13, 6, , 1
2017/7/27, 22, 23, 8, , 1
2017/7/28, 33, 24, 8, , 4
2017/7/29, 50, 24, 6, , 3
2017/7/30, 43, 22, 6, , 4
2017/7/31, 32, 23, 9, , 4
2017/8/1, 43, 12, 15, , 5
2017/8/2, 26, 21, 7, , 3
2017/8/3, 43, 24, 7, , 1
2017/8/4, 48, 28, 7, , 3
2017/8/5, 45, 26, 9, , 5
2017/8/6, 49, 36, 9, , 2
2017/8/7, 50, 28, 9, , 7
2017/8/8, 44, 24, 5, , 4
2017/8/9, 42, 19, 6, , 
2017/8/10, 40, 14, 4, , 
2017/8/11, 22, 15, 6, , 5
2017/8/12, 16, 22, 7, , 5
2017/8/13, 32, 27, 7, , 1
2017/8/14, 32, 30, 7, , 1
2017/8/15, 39, 33, 9, , 5
2017/8/16, 53, 27, 8, , 2
2017/8/17, 53, 26, 13, , 3
2017/8/18, 50, 22, 10, , 5
2017/8/19, 41, 21, 7, , 4
2017/8/20, 43, 20, 7, , 5
2017/8/21, 41, 18, 7, , 2
2017/8/22, 45, 19, 6, , 
2017/8/23, 26, 24, 5, , 2
2017/8/24, 29, 26, 9, , 7
2017/8/25, 42, 30, 12, , 3
2017/8/26, 50, 27, 11, , 3
2017/8/27, 39, 24, 6, , 2
2017/8/28, 34, 19, 8, , 5
2017/8/29, 29, 20, 6, , 2
2017/8/30, 23, 19, 12, , 8
2017/8/31, 25, 18, 15, , 6
2017/9/1, 28, 12, 14, , 5
2017/9/2, 25, 17, 8, , 4
2017/9/3, 33, 20, 7, , 
2017/9/4, 24, 14, 4, , 
2017/9/5, 11, , , , 
2017/9/29, 203, 17, 6, , 5
2017/9/30, 18, 17, 7, , 4
2017/10/1, 19, 11, 10, , 6
2017/4/2, 51, 29, 5, , 4
2017/4/3, 114, 30, 8, 1, 2
2017/4/4, 209, 29, 11, , 2
2017/4/5, 350, 35, 13, , 9
2017/4/6, 65, 33, 8, , 6
2017/4/7, 71, 35, 15, , 5
2017/4/8, 69, 30, 9, , 2
2017/4/9, 60, 25, 11, , 5
2017/4/10, 118, 37, 13, , 7
2017/4/11, 60, 31, 9, , 5
2017/4/12, 62, 30, 9, , 3
2017/4/13, 47, 28, 8, , 1
2017/4/14, 37, 33, 9, , 3
2017/4/15, 50, 36, 9, , 4
2017/4/16, 49, 34, 6, , 2
2017/4/17, 36, 34, 12, , 4
2017/4/18, 45, 29, 12, , 5
2017/4/19, 51, 12, 19, , 6
2017/4/20, 42, 38, 12, , 1
2017/4/21, 52, 38, 8, , 2
2017/4/22, 53, 37, 10, , 3
2017/4/23, 64, 31, 6, , 2
2017/4/24, 43, 39, 11, , 3
2017/4/25, 60, 37, 8, , 2
2017/4/26, 56, 36, 6, , 2
2017/4/27, 34, 42, 20, , 4
2017/4/28, 59, 38, 6, , 4
2017/4/29, 52, 31, 5, , 3
2017/4/30, 59, 29, 8, , 1
2017/5/1, 32, 24, 19, , 
2017/5/2, 70, 39, 15, , 8
2017/5/3, 72, 32, 10, , 8
2017/5/4, 67, 32, 10, , 4
2017/5/5, 105, 35, 9, , 1
2017/5/6, 53, 38, 17, , 4
2017/5/7, 60, 34, 10, , 6
2017/5/8, 47, 39, 10, , 6
2017/5/9, 67, 48, 10, , 8
2017/5/10, 75, 53, 12, , 7
2017/5/11, 78, 50, 19, , 7
2017/5/12, 71, 37, 14, , 3
2017/5/13, 67, 36, 11, , 3
2017/5/14, 59, 36, 8, , 6
2017/5/15, 50, 42, 9, , 2
2017/5/16, 53, 41, 13, , 4
2017/5/17, 65, 38, 12, , 3
2017/5/18, 58, 38, 14, , 
2017/5/19, 72, 14, 10, 2, 
2017/5/20, 68, , 11, , 
2017/5/21, 84, , 6, , 
2017/5/22, 65, , 9, , 
2017/5/23, 59, , 10, , 
2017/5/24, 60, 1, 9, , 
2017/5/25, 68, 1, 14, , 
2017/5/26, 52, , 13, , 
2017/5/27, 71, , 9, , 
2017/5/28, 59, , 7, , 
2017/5/29, 58, , 6, , 
2017/5/30, 51, , 6, , 
2017/5/31, 31, , 6, , 
2017/6/1, 36, , 7, 2, 
2017/6/2, 32, , 7, , 
2017/6/3, 37, , 9, 1, 
2017/6/4, 48, , 6, 1, 
2017/6/5, 41, , 11, , 
2017/6/6, 43, , 14, , 
2017/6/7, 50, , 8, 1, 
2017/6/8, 43, , 9, , 
2017/6/9, 44, , 18, , 
2017/6/10, 42, , , , 
2017/6/22, 458, 37, 9, , 14
2017/6/23, 53, 34, 10, , 2
2017/6/24, 58, 22, 9, , 
2017/6/25, 46, 21, 5, , 2
2017/6/26, 20, 20, 4, , 1
2017/6/27, 21, 20, 12, , 7
2017/6/28, 25, 30, 10, , 10
2017/6/29, 22, 29, 11, , 2
2017/6/30, 37, 23, 9, , 4
2017/7/1, 31, 16, 4, , 4
2017/1/3, 37, 31, 22, 1, 6
2017/1/4, 60, 26, 25, 2, 9
2017/1/5, 61, 17, 23, , 13
2017/1/6, 804, 19, 12, 2, 9
2017/1/7, 868, 16, 9, 1, 5
2017/1/8, 868, 18, 6, 3, 2
2017/1/9, 868, 22, 10, 3, 2
2017/1/10, 566, 23, 24, 2, 13
2017/1/11, 55, 23, 23, 2, 11
2017/1/12, 231, 29, 28, 1, 11
2017/1/13, 488, 28, 16, , 5
2017/1/14, 426, 22, 10, , 1
2017/1/15, 41, 20, 14, 1, 3
2017/1/16, 45, 24, 19, 1, 7
2017/1/17, 119, 11, 18, 2, 7
2017/1/18, 118, 14, 13, 2, 1
2017/1/19, 34, 20, 8, , 3
2017/1/20, 135, 21, 5, 3, 2
2017/1/21, 398, 23, 4, 3, 2
2017/1/22, 342, 24, 8, 1, 6
2017/1/23, 868, 19, 21, , 7
2017/1/24, 868, 31, 15, 20, 6
2017/1/25, 868, 25, 10, 1, 2
2017/1/26, 797, 34, 21, 1, 7
2017/1/27, 868, 26, 18, , 4
2017/1/28, 868, 28, 9, , 6
2017/1/29, 868, 23, 7, 2, 
2017/1/30, 868, 27, 17, 1, 1
2017/1/31, 868, 23, 23, , 7
2017/2/1, 495, 14, 5, 1, 1
2017/2/2, 38, 27, 13, , 7
2017/2/3, 44, 27, 15, 1, 3
2017/2/4, 51, 27, 14, 2, 4
2017/2/5, 45, 29, 11, 1, 1
2017/2/6, 42, 30, 19, 1, 11
2017/2/7, 53, 29, 23, 3, 10
2017/2/8, 74, 28, 22, 2, 5
2017/2/9, 55, 28, 11, , 3
2017/2/10, 52, 26, 14, , 3
2017/2/11, 52, 26, 16, , 6
2017/2/12, 48, 26, 17, 2, 5
2017/2/13, 44, 31, 15, 1, 5
2017/2/14, 92, 26, 12, 1, 7
2017/2/15, 50, 27, 18, 1, 3
2017/2/16, 90, 20, 9, 2, 5
2017/2/17, 55, 22, 6, 3, 1
2017/2/18, 40, 24, 6, 4, 3
2017/2/19, 27, 21, 5, 2, 4
2017/2/20, 18, 27, 7, 2, 2
2017/2/21, 18, 33, 13, 2, 3
2017/2/22, 43, 31, 16, 2, 4
2017/2/23, 41, 32, 16, , 8
2017/2/24, 50, 31, 12, 2, 7
2017/2/25, 111, 39, 16, , 2
2017/2/26, 73, 23, 11, , 6
2017/2/27, 39, 36, 16, 2, 8
2017/2/28, 357, 46, 21, , 4
2017/3/1, 266, 2, 39, , 8
2017/3/2, 113, 23, 7, , 2
2017/3/3, 47, 21, 7, 1, 6
2017/3/4, 33, 25, 7, 1, 7
2017/3/5, 32, 30, 8, 3, 7
2017/3/6, 24, 36, 14, 1, 2
2017/3/7, 49, 28, 13, 1, 3
2017/3/8, 89, 22, 7, 1, 1
2017/3/9, 41, 21, 16, 2, 30
2017/3/10, 34, 35, 14, , 5
2017/3/11, 36, 26, 16, , 3
2017/3/12, 47, 23, 11, , 2
2017/3/13, 36, 27, 11, , 3
2017/3/14, 36, 27, 11, , 1
2017/3/15, 36, 30, 13, , 4
2017/3/16, 48, 30, 14, , 5
2017/3/17, 49, 15, 14, , 1
2017/3/18, 42, 23, 8, , 4
2017/3/19, 47, 30, 8, , 1
2017/3/20, 46, 30, 8, 1, 3
2017/3/21, 47, 30, 11, , 6
2017/3/22, 56, 31, 14, , 6
2017/3/23, 60, 35, 14, , 3
2017/3/24, 58, 27, 11, , 6
2017/3/25, 50, 34, 12, , 2
2017/3/26, 65, 31, 11, , 6
2017/3/27, 51, 34, 10, , 6
2017/3/28, 28, 34, 15, , 6
2017/3/29, 62, , , , 
2017/3/31, 37, 38, 17, , 5
2017/4/1, 133, 26, 10, , 4
2016/10/31, 1, , 500, , 1
2016/11/1, 1, , 500, , 
2016/11/2, 1, , 500, , 
2016/11/3, 1, , 500, 450, 3
2016/11/4, 1, , 500, 73, 
2016/11/5, 1, , 500, , 
2016/11/6, 1, , 500, , 
2016/11/7, 1, , 500, 56, 
2016/11/8, 1, , 500, 5, 
2016/11/9, 1, , 500, , 
2016/11/10, 1, , 233, , 39
2016/11/11, 1, , 13, , 4
2016/11/12, 1, , 14, , 5
2016/11/13, 1, , 9, 17, 7
2016/11/14, 1, , 12, , 3
2016/11/15, 23, , 16, , 11
2016/11/16, 16, , 16, , 11
2016/11/17, 37, , 21, 2, 7
2016/11/18, 76, , 12, , 5
2016/11/19, 50, , 8, 2, 6
2016/11/20, 30, , 10, 1, 4
2016/11/21, 24, , 9, 1, 1
2016/11/22, 30, , 16, , 4
2016/11/23, 53, , 14, , 9
2016/11/24, 48, , 10, 1, 4
2016/11/25, 44, , 11, 2, 2
2016/11/26, 41, , 16, 2, 1
2016/11/27, 49, , 17, 2, 6
2016/11/28, 42, , 9, 2, 3
2016/11/29, 38, , 6, 2, 
2016/11/30, 49, , 9, 1, 4
2016/12/1, 28, , 11, 2, 5
2016/12/2, 53, , 14, , 2
2016/12/3, 868, , 5, 2, 
2016/12/4, 868, , 5, 2, 
2016/12/5, 868, , 7, 2, 5
2016/12/6, 868, , 26, 2, 9
2016/12/7, 868, , 30, , 8
2016/12/8, 868, , 23, 1, 6
2016/12/9, 868, , 10, 2, 2
2016/12/10, 868, , 8, , 4
2016/12/11, 868, , 14, 1, 3
2016/12/12, 868, , 22, , 12
2016/12/13, 868, , 27, , 9
2016/12/14, 868, , 20, , 7
2016/12/15, 868, , 16, , 4
2016/12/16, 698, , 21, , 8
2016/12/17, 60, , 10, , 1
2016/12/18, 47, , 16, 1, 6
2016/12/19, 47, , 8, 2, 5
2016/12/20, 33, , 8, 1, 2
2016/12/21, 31, , 9, 1, 1
2016/12/22, 31, , 10, , 3
2016/12/23, 35, , 16, , 3
2016/12/24, 46, , 20, 1, 12
2016/12/25, 60, , 17, , 5
2016/12/26, 59, , 17, , 9
2016/12/27, 61, , 9, , 3
2016/12/28, 49, , 14, , 8
2016/12/29, 56, , 10, , 4
2016/12/30, 39, , 9, 2, 3
2016/12/31, 27, 20, 15, 1, 5
2017/1/1, 53, 20, 9, , 2
2017/1/2, 38, 25, 14, 1, 9
2022/11/29, , 32, 14, 466, 2
2022/8/17, , 2, 15, , 475
2022/8/18, , 40, 14, , 41
2022/8/19, , 42, 11, , 23
2022/8/20, , 34, 11, , 11
2022/8/21, , 21, 11, , 8
2022/8/22, , 42, 9, , 2
2022/8/23, , 41, 10, , 1
2022/8/24, , 48, 11, , 
2022/8/25, , 90, 11, , 14
2022/8/26, , 31, 11, , 12
2022/8/27, , 56, 10, , 4
2022/8/28, , 47, 12, , 10
2022/8/29, , 35, 11, , 8
2022/8/30, , 38, 10, , 7
2022/8/31, , 15, 9, , 9
2022/9/1, , 39, 8, , 
2021/11/3, , 31, 9, , 
2021/9/6, , 29, , , 1
2021/4/27, , 5, , 7, 
2021/5/11, , 43, , 3, 
2021/5/27, , 21, , 6, 
2021/5/31, , 26, , 3, 
2020/8/6, , 15, 6, 5, 2
2020/3/19, , 12, 25, 6, 6
2018/11/7, , 16, 21, 8, 
2018/12/22, , 157, 32, 11, 8
2018/12/23, , 1, 18, 9, 25
2018/7/1, , 30, 4, , 3
2018/7/30, , 31, 9, , 11
2018/4/8, , 41, 8, , 4
2018/6/25, , 39, 7, , 5
2018/1/11, , 23, 16, 2, 20
2018/1/21, , 17, 14, 2, 15
2018/1/24, , 15, 10, 3, 13
2017/12/5, , 38, 26, 2, 16
2017/9/28, , 15, 4, , 
2017/6/21, , 20, 7, , 62
2017/3/30, , 26, 12, , 2
2020/1/1, , , 7, , 
2019/1/2, , , 14, 13, 8
2019/1/3, , , 13, 8, 20
2019/1/4, , , 11, 9, 5
2019/1/5, , , 18, 8, 10
2019/1/6, , , 22, 9, 13
2019/1/7, , , 25, 11, 22
2018/12/24, , , 19, 9, 5
2018/12/25, , , 25, 10, 23
2018/12/26, , , 19, 9, 16
2018/12/27, , , 7, 7, 21
2018/12/28, , , 13, 7, 15
2018/12/29, , , 25, 8, 14
2018/12/30, , , 10, 8, 17
2017/11/2, , , 15, , 3
2016/10/30, , , 500, , 
2021/5/26, , , , 5, 
