date, pm25, pm10, o3, no2, so2
2021/6/2, 67, 32, 52, 8, 1
2021/6/3, 73, 19, 31, 2, 1
2021/6/4, 58, 8, 44, 6, 
2021/6/5, 15, 12, 37, 2, 
2021/6/6, 31, 17, 40, 7, 1
2021/6/7, 46, 18, 41, 7, 1
2021/6/8, 53, 19, 34, 6, 1
2021/6/9, 54, 26, 47, 7, 1
2021/6/10, 66, 36, 76, 6, 1
2021/6/11, 81, 20, 31, 5, 1
2021/6/12, 53, 10, 25, 3, 
2021/6/13, 25, 10, 28, 3, 
2021/6/14, 23, 16, 38, 6, 1
2021/6/15, 43, 24, 24, 6, 1
2021/6/16, 58, 8, 28, 6, 1
2021/6/17, 13, 21, 34, 5, 1
2021/6/18, 36, 12, 18, 7, 1
2021/6/19, 29, 7, 12, 2, 
2021/6/20, 13, , , , 
2021/5/2, 40, 15, 45, 3, 
2021/5/3, 42, 11, 45, 4, 1
2021/5/4, 34, 16, 43, 2, 4
2021/5/5, 47, 15, 50, 3, 1
2021/5/6, 35, 20, 48, 9, 1
2021/5/7, 51, 22, 44, 3, 1
2021/5/8, 57, 38, 66, 2, 1
2021/5/9, 79, 42, 66, 4, 1
2021/5/10, 86, 26, 45, 7, 1
2021/5/11, 62, 29, 44, 15, 1
2021/5/12, 63, 18, 38, 7, 1
2021/5/13, 39, 9, 28, 7, 1
2021/5/14, 24, 21, 37, 7, 1
2021/5/15, 55, 11, 26, 3, 2
2021/5/16, 26, 10, 25, 1, 1
2021/5/17, 18, 13, 34, 6, 1
2021/5/18, 40, 12, 35, 10, 3
2021/5/19, 28, 13, 45, 9, 3
2021/5/20, 34, 10, 30, 5, 3
2021/5/21, 25, 11, 54, 1, 3
2021/5/22, 29, 14, 55, 4, 3
2021/5/23, 40, 19, 55, 4, 4
2021/5/24, 52, 12, 46, 4, 2
2021/5/25, 34, 27, 59, 3, 1
2021/5/26, 66, 24, 39, 6, 1
2021/5/27, 61, 8, 47, 4, 1
2021/5/28, 22, 16, 49, 3, 
2021/5/29, 42, 15, 51, 4, 
2021/5/30, 46, 14, 55, 3, 
2021/5/31, 41, 22, 59, 9, 1
2021/6/1, 62, 26, 62, 9, 1
2021/4/2, 61, 33, 40, 4, 
2021/4/3, 69, 14, 43, 6, 
2021/4/4, 35, 6, 36, 3, 
2021/4/5, 14, 12, 38, 4, 1
2021/4/6, 32, 9, 34, 7, 1
2021/4/7, 25, 16, 51, 8, 1
2021/4/8, 42, 19, 51, 8, 1
2021/4/9, 52, 16, 39, 7, 1
2021/4/10, 51, 16, 34, 7, 1
2021/4/11, 39, 11, 40, 5, 2
2021/4/12, 38, 11, 28, 7, 1
2021/4/13, 34, 8, 42, 4, 
2021/4/14, 22, 16, 38, 5, 
2021/4/15, 44, 10, 40, 6, 
2021/4/16, 31, 13, 28, 6, 2
2021/4/17, 43, 23, 40, 5, 
2021/4/18, 55, 11, 37, 2, 1
2021/4/19, 37, 13, 52, 6, 1
2021/4/20, 43, 18, 73, 8, 1
2021/4/21, 53, 25, 71, 11, 2
2021/4/22, 66, 28, 64, 12, 2
2021/4/23, 68, 23, 43, 8, 1
2021/4/24, 60, 21, 39, 5, 
2021/4/25, 56, 16, 44, 3, 
2021/4/26, 45, 11, 38, 6, 1
2021/4/27, 32, 17, 33, 9, 1
2021/4/28, 50, 14, 27, 8, 1
2021/4/29, 43, 12, 43, 4, 
2021/4/30, 31, 27, 58, 3, 1
2021/5/1, 63, 15, 48, 2, 1
2021/3/2, 18, 7, 36, 5, 1
2021/3/3, 18, 11, 33, 6, 1
2021/3/4, 35, 11, 27, 11, 2
2021/3/5, 40, 7, 22, 13, 
2021/3/6, 23, 17, 37, 7, 1
2021/3/7, 39, 14, 33, 5, 
2021/3/8, 45, 10, 35, 7, 1
2021/3/9, 28, 10, 35, 10, 
2021/3/10, 31, 19, 44, 9, 1
2021/3/11, 52, 22, 39, 14, 2
2021/3/12, 64, 14, 35, 9, 
2021/3/13, 40, 18, 44, 6, 
2021/3/14, 51, 25, 48, 5, 1
2021/3/15, 74, 21, 45, 7, 1
2021/3/16, 70, 14, 40, 10, 1
2021/3/17, 42, 31, 43, 9, 1
2021/3/18, 62, 25, 36, 9, 1
2021/3/19, 57, 27, 42, 10, 2
2021/3/20, 60, 16, 32, 6, 
2021/3/21, 42, 13, 41, 5, 
2021/3/22, 35, 17, 40, 6, 1
2021/3/23, 55, 23, 48, 7, 1
2021/3/24, 59, 27, 44, 9, 1
2021/3/25, 58, 21, 50, 7, 1
2021/3/26, 52, 22, 75, 10, 2
2021/3/27, 60, 24, 43, 6, 6
2021/3/28, 63, 15, 54, 5, 1
2021/3/29, 41, 53, 50, 8, 
2021/3/30, 112, 81, 44, 9, 
2021/3/31, 128, 41, 44, 10, 
2021/4/1, 71, 32, 27, 4, 
2021/2/2, 53, 24, 35, 7, 1
2021/2/3, 60, 12, 32, 6, 1
2021/2/4, 45, 15, 39, 10, 1
2021/2/5, 50, 17, 23, 13, 
2021/2/6, 56, 11, 35, 9, 1
2021/2/7, 36, 30, 49, 8, 1
2021/2/8, 79, 19, 35, 9, 
2021/2/9, 49, 8, 33, 7, 1
2021/2/10, 25, 9, 36, 12, 1
2021/2/11, 32, 23, 41, 14, 1
2021/2/12, 71, 28, 36, 20, 2
2021/2/13, 79, 18, 34, 12, 2
2021/2/14, 52, 11, 28, 8, 2
2021/2/15, 33, 12, 37, 5, 
2021/2/16, 39, 11, 33, 3, 
2021/2/17, 33, 10, 33, 2, 
2021/2/18, 37, 12, 30, 5, 
