date, pm25, pm10, o3, no2, so2
2021/10/2, 23, 10, 47, 2, 1
2021/10/3, 35, 12, 24, 1, 
2021/10/4, 36, , , , 
2021/9/2, 58, 33, 23, 3, 2
2021/9/3, 66, 12, 24, 2, 1
2021/9/4, 9, 16, 30, 3, 1
2021/9/5, 32, 11, 41, 2, 2
2021/9/6, 23, 12, 56, 2, 1
2021/9/7, 29, 7, 35, 2, 1
2021/9/8, 24, 8, 34, 1, 1
2021/9/9, 15, 9, 44, 3, 1
2021/9/10, 20, 12, 51, 6, 2
2021/9/11, 37, 14, 40, 3, 3
2021/9/12, 42, 15, 22, 2, 1
2021/9/13, 32, 16, 43, 2, 1
2021/9/14, 42, 14, 20, 2, 1
2021/9/15, 32, 7, 29, 1, 1
2021/9/16, 20, 14, 38, 4, 1
2021/9/17, 40, 11, 26, 1, 1
2021/9/18, 23, 5, 32, 1, 1
2021/9/19, 14, 9, 40, 1, 1
2021/9/20, 23, 12, 41, 3, 1
2021/9/21, 34, 12, 51, 3, 1
2021/9/22, 37, 10, 26, 2, 1
2021/9/23, 25, 17, 58, 3, 1
2021/9/24, 51, 15, 54, 2, 1
2021/9/25, 49, 12, 43, 3, 2
2021/9/26, 39, 7, 24, 1, 1
2021/9/27, 21, 8, 39, 5, 2
2021/9/28, 25, 11, 39, 3, 1
2021/9/29, 31, 11, 39, 2, 2
2021/9/30, 31, 9, 26, 1, 1
2021/10/1, 30, 6, 38, 1, 1
2021/8/2, 64, 21, 26, 2, 1
2021/8/3, 54, 17, 23, 3, 1
2021/8/4, 28, 11, 25, 2, 1
2021/8/5, 25, 16, 44, 4, 1
2021/8/6, 37, 13, 20, 2, 1
2021/8/7, 25, 8, 34, 2, 1
2021/8/8, 18, 12, 38, 4, 1
2021/8/9, 35, 16, 24, 2, 1
2021/8/10, 29, 11, 39, 2, 1
2021/8/11, 31, 17, 38, 2, 1
2021/8/12, 45, 17, 20, 2, 1
2021/8/13, 15, 20, 10, 1, 1
2021/8/14, 18, 20, 11, 1, 1
2021/8/15, 30, 19, 41, 3, 1
