date, pm25, pm10, o3, no2, so2
2022/7/2, 57, 12, 14, 1, 
2022/7/3, 26, 5, 4, 1, 
2022/7/4, 11, 6, 7, 1, 
2022/7/5, 17, 8, 7, 1, 
2022/7/6, 31, 10, 17, 1, 
2022/7/7, 21, 15, 31, 1, 1
2022/7/8, 39, 16, 11, 1, 
2022/7/9, 35, 13, 14, 1, 
2022/7/10, 34, 13, 23, 1, 1
2022/7/11, 32, 13, 20, 1, 1
2022/7/12, 38, 16, 22, 1, 1
2022/7/13, 35, 8, 35, 1, 1
2022/7/14, 30, 11, 15, 1, 1
2022/7/15, 28, 11, 27, 1, 1
2022/7/16, 34, 10, 10, 1, 1
2022/7/17, 26, 11, 41, 1, 1
2022/7/18, 33, 19, 32, 1, 1
2022/7/19, 44, 16, 4, , 
2022/7/20, 26, 11, 48, 1, 1
2022/7/21, 41, 19, 37, 1, 1
2022/7/22, 49, 9, 45, 1, 1
2022/7/23, 36, 7, 29, 1, 1
2022/7/24, 25, 9, 38, 1, 1
2022/7/25, 38, 17, 36, 1, 
2022/7/26, 44, 29, 45, 1, 1
2022/7/27, 60, 24, 16, 1, 
2022/7/28, 44, 10, 10, , 
2022/7/29, 27, 8, 10, , 
2022/7/30, 25, 15, 8, , 
2022/7/31, 22, 6, 1, , 
2022/8/1, 14, , , , 
2022/6/2, 40, 12, 61, 1, 1
2022/6/3, 47, 14, 64, 1, 1
2022/6/4, 55, 10, 46, 1, 1
2022/6/5, 41, 12, 48, 1, 1
2022/6/6, 28, 6, 44, 1, 1
2022/6/7, 18, 6, 38, 1, 
2022/6/8, 28, 7, 34, 1, 1
2022/6/9, 23, 7, 36, 1, 1
2022/6/10, 40, 15, 32, 1, 1
2022/6/11, 50, 13, 24, 1, 
2022/6/12, 42, 10, 42, 1, 1
2022/6/13, 36, 5, 34, 1, 1
2022/6/14, 28, 7, 46, 1, 1
2022/6/15, 17, 9, 28, 1, 
2022/6/16, 25, 14, 28, 1, 1
2022/6/17, 45, 20, 44, 1, 1
2022/6/18, 60, 17, 28, 1, 1
2022/6/19, 41, 12, 34, 1, 1
2022/6/20, 38, 19, 28, 1, 1
2022/6/21, 50, 11, 13, 1, 
2022/6/22, 36, 10, 19, 1, 1
2022/6/23, 33, 18, 27, 1, 1
2022/6/24, 50, 13, 15, 1, 1
2022/6/25, 39, 12, 22, 1, 1
2022/6/26, 34, 9, 22, 1, 1
2022/6/27, 29, 10, 21, 1, 1
2022/6/28, 29, 7, 24, 1, 
2022/6/29, 41, 9, 23, 1, 
2022/6/30, 22, 11, 30, 1, 1
2022/7/1, 45, 17, 43, 1, 1
2022/5/2, 36, 11, 52, 1, 1
2022/5/3, 31, 10, 46, 1, 1
2022/5/4, 39, 11, 49, 1, 
2022/5/5, 52, 12, 45, 1, 
2022/5/6, 41, 8, 43, 1, 
2022/5/7, 36, 9, 42, 1, 
2022/5/8, 42, 8, 41, 1, 
2022/5/9, 36, 8, 32, 1, 
2022/5/10, 30, 5, 40, 1, 1
2022/5/11, 24, 9, 37, 2, 
2022/5/12, 19, 6, 30, 1, 
2022/5/13, 24, 7, 11, 2, 
2022/5/14, 21, 8, 33, 1, 
2022/5/15, 33, 11, 32, 1, 1
2022/5/16, 36, 14, 30, 1, 1
2022/5/17, 45, 13, 28, 1, 1
2022/5/18, 40, 8, 54, 1, 1
2022/5/19, 40, 12, 59, 1, 1
2022/5/20, 56, 13, 51, 2, 1
2022/5/21, 57, 8, 34, 1, 
