date, pm25, pm10, o3, no2, so2
2022/10/2, 36, 13, 40, 2, 1
2022/10/3, 39, 14, 39, 6, 1
2022/10/4, 50, 16, 32, 7, 1
2022/10/5, 39, 12, 24, 4, 1
2022/10/6, 32, 3, 18, 4, 1
2022/10/7, 21, 3, 18, 5, 1
2022/10/8, 22, 5, 32, 3, 
2022/10/9, 33, 5, 28, 1, 1
2022/10/10, 34, 7, 19, 7, 1
2022/10/11, 35, 9, 35, 6, 1
2022/10/12, 36, 8, 19, 6, 1
2022/10/13, 26, 8, 21, 5, 
2022/10/14, 32, 6, 30, 4, 1
2022/10/15, 33, 7, 33, 3, 
2022/10/16, 31, 11, 35, 2, 1
2022/10/17, 33, 13, 18, 8, 1
2022/10/18, 40, 9, 29, 5, 2
2022/10/19, 24, 5, 26, 4, 1
2022/10/20, 29, 9, 32, 6, 1
2022/10/21, 30, 10, 39, 6, 1
2022/10/22, 30, 12, 29, 4, 1
2022/10/23, 41, 14, 34, 2, 1
2022/10/24, 38, 9, 27, 3, 1
2022/10/25, 31, 4, 21, 5, 1
2022/10/26, 34, 5, 28, 5, 1
2022/10/27, 21, 8, 27, 7, 1
2022/10/28, 33, 12, 27, 7, 1
2022/10/29, 43, 11, 35, 4, 1
2022/10/30, 36, 9, 34, 2, 1
2022/10/31, 36, 8, 36, 5, 1
2022/11/1, 32, 7, 22, 5, 1
2022/11/2, 28, 7, 31, 5, 1
2022/11/3, 32, 9, 28, 7, 1
2022/11/4, 31, 12, 36, 6, 1
2022/11/5, 45, 8, 34, 4, 1
2022/11/6, 28, 10, 36, 3, 1
2022/11/7, 34, 9, 30, 6, 1
2022/11/8, 31, 11, 36, 7, 1
2022/11/9, 36, 13, 40, 8, 1
2022/11/10, 41, 12, 32, 7, 1
2022/11/11, 52, 12, 41, 5, 1
2022/11/12, 49, 13, 38, 4, 1
2022/11/13, 48, 12, 26, 5, 1
2022/11/14, 42, 5, 28, 3, 1
2022/11/15, 19, 8, 25, 5, 1
2022/11/16, 34, 6, 29, 6, 1
2022/11/17, 27, 7, 31, 7, 1
2022/11/18, 32, 10, 34, 7, 1
2022/11/19, 43, 11, 38, 4, 1
2022/11/20, 44, 10, 27, 2, 1
2022/11/21, 40, 4, 24, 4, 1
2022/11/22, 16, 7, 27, 10, 1
2022/11/23, 28, 7, 21, 5, 1
2022/11/24, 26, 5, 20, 6, 1
2022/11/25, 17, 6, 26, 6, 1
2022/11/26, 24, 7, 19, 5, 1
2022/11/27, 27, 8, 26, 2, 1
2022/11/28, 31, 11, 12, 8, 
2022/11/29, 37, 14, 27, 7, 1
2022/11/30, 34, 9, 21, 5, 
2022/12/1, 25, 7, 22, 4, 
2022/12/2, 22, 6, 24, 6, 1
2022/12/3, 25, 8, 18, 6, 
2022/12/4, 31, 9, 19, 4, 1
2022/12/5, 37, 8, 25, 4, 1
2022/12/6, 27, 6, 24, 6, 1
2022/12/7, 26, 4, 21, 6, 1
2022/12/8, 18, 7, 22, 9, 1
2022/12/9, 30, 8, 24, 8, 1
2022/12/10, 28, 8, 31, 5, 1
2022/12/11, 34, 9, 33, 3, 1
2022/12/12, 37, 4, 30, 4, 1
2022/12/13, 19, 5, 15, 8, 1
2022/12/14, 22, 11, 30, 4, 1
2022/12/15, 32, 4, 24, 8, 1
2022/12/16, 18, 7, 24, 9, 1
2022/12/17, 27, 7, 22, 8, 1
2022/12/18, 28, 2, 30, 2, 1
2022/12/19, 14, 3, 29, 5, 1
2022/12/20, 16, 3, 24, 10, 1
2022/12/21, 17, 5, 27, 9, 1
2022/12/22, 23, 3, 31, 5, 1
2022/12/23, 14, 4, 30, 3, 
2022/12/24, 23, 6, 26, 6, 1
2022/12/25, 27, 3, 24, 4, 1
2022/12/26, 16, 3, 25, 7, 1
2022/12/27, 16, 3, 27, 6, 
2022/12/28, 17, 6, 26, 7, 
2022/12/29, 28, 7, 27, 5, 1
2022/12/30, 31, 5, 28, 2, 1
2022/12/31, 25, 5, 29, 1, 1
2023/1/1, 24, 5, 16, 1, 1
2023/1/2, 26, , , , 
2022/10/1, , 12, 40, 3, 1
