date, pm25, pm10, o3, no2, so2
2023/10/2, 48, 10, 40, 1, 1
2023/10/3, 29, 11, 38, 2, 1
2023/10/4, 36, 12, 46, 3, 1
2023/10/5, 44, 10, 40, 3, 1
2023/10/6, 36, 10, 40, 2, 1
2023/10/7, 33, 11, 32, 2, 1
2023/10/8, 36, 8, 28, 1, 1
2023/10/9, 22, 5, 31, 1, 1
2023/10/10, 15, 10, 44, 2, 1
2023/10/11, 30, 10, 42, 1, 1
2023/10/12, 36, 10, 39, 2, 1
2023/10/13, 35, 11, 38, 2, 1
2023/10/14, 38, 11, 39, 2, 1
2023/10/15, 40, 11, 49, 1, 1
2023/10/16, 44, 14, 48, 3, 1
2023/10/17, 52, 14, 42, 2, 
2023/10/18, 45, 12, 42, 3, 
2023/10/19, 44, 9, 36, 3, 
2023/10/20, 33, 8, 32, 2, 
2023/10/21, 22, 7, 32, 1, 
2023/10/22, 22, 7, 11, 1, 
2023/10/23, 22, , , , 
2023/7/2, 19, 13, 28, 1, 
2023/7/3, 18, 13, 23, 1, 
2023/7/4, 15, 11, 24, 1, 1
2023/7/5, 23, 34, 37, 2, 
2023/7/6, 41, 25, 48, 1, 1
2023/7/7, 56, 36, 21, 1, 
2023/7/8, 46, 42, 14, 1, 1
2023/7/9, 50, 40, 16, 1, 
2023/7/10, 49, 26, 19, 1, 1
2023/7/11, 32, 14, 10, 1, 1
2023/7/12, 16, 26, 11, 1, 1
2023/7/13, 18, 20, 12, 1, 1
2023/7/14, 19, 18, 11, 1, 1
2023/7/15, 18, 26, 11, 1, 1
2023/7/16, 20, 19, 13, 1, 1
2023/7/17, 25, 12, 12, 1, 1
2023/7/18, 19, 14, 9, 1, 1
2023/7/19, 21, 15, 20, 5, 1
2023/7/20, 15, 12, 21, 2, 1
2023/7/21, 21, 13, 26, 2, 1
2023/7/22, 30, 19, 21, 1, 1
2023/7/23, 41, 21, 15, 1, 1
2023/7/24, 44, 15, 12, 1, 1
2023/7/25, 30, 21, 11, 1, 2
2023/7/26, 40, 29, 20, 1, 6
2023/7/27, 65, 31, 25, 1, 5
2023/7/28, 65, 22, 21, 1, 11
2023/7/29, 55, 24, 26, 1, 1
2023/7/30, 58, 15, 20, 1, 1
2023/7/31, 36, 14, 19, 1, 1
2023/8/1, 25, 14, 22, 1, 1
