date, pm25, pm10, o3, no2, so2
2023/11/2, 57, 16, 37, 18, 1
2023/11/3, 53, 21, 39, 12, 1
2023/11/4, 65, 23, 27, 14, 3
2023/11/5, 69, 27, 15, 10, 1
2023/11/6, 79, , , , 
2023/10/2, 47, 11, 34, 8, 1
2023/10/3, 31, 11, 30, 10, 1
2023/10/4, 34, 14, 41, 15, 1
2023/10/5, 41, 14, 34, 11, 1
2023/10/6, 35, 11, 32, 11, 1
2023/10/7, 30, 11, 29, 8, 1
2023/10/8, 34, 8, 28, 6, 
2023/10/9, 26, 7, 28, 8, 1
2023/10/10, 17, 11, 41, 9, 1
2023/10/11, 30, 13, 38, 8, 1
2023/10/12, 40, 11, 34, 10, 1
2023/10/13, 41, 10, 35, 11, 1
2023/10/14, 38, 11, 38, 12, 1
2023/10/15, 43, 13, 50, 8, 1
2023/10/16, 49, 16, 46, 10, 1
2023/10/17, 53, 18, 53, 12, 1
2023/10/18, 59, 17, 47, 15, 1
2023/10/19, 61, 19, 33, 11, 2
2023/10/24, 50, 13, 43, 16, 1
2023/10/25, 46, 14, 49, 17, 1
2023/10/26, 48, 17, 49, 17, 1
2023/10/27, 58, 20, 47, 12, 1
2023/10/28, 63, 12, 34, 9, 1
2023/10/29, 40, 9, 32, 7, 1
2023/10/30, 31, 10, 32, 17, 1
2023/10/31, 33, 14, 49, 18, 1
2023/11/1, 47, 17, 42, 13, 
2023/7/2, 21, 10, 34, 6, 1
2023/7/3, 17, 6, 38, 7, 1
2023/7/4, 12, 16, 39, 12, 1
2023/7/5, 30, 14, 44, 9, 1
2023/7/6, 26, 23, 50, 10, 1
2023/7/7, 51, 23, 27, 8, 1
2023/7/8, 38, 19, 21, 10, 1
2023/7/9, 28, 19, 21, 9, 1
2023/7/10, 28, 11, 26, 9, 1
2023/7/11, 19, 11, 11, 6, 1
2023/7/12, 23, 9, 12, 5, 
2023/7/13, 15, 12, 8, 4, 
2023/7/14, 19, 13, 9, 4, 1
2023/7/15, 22, 13, 8, 2, 1
2023/7/16, 19, 16, 11, 2, 1
2023/7/17, 30, 19, 23, 6, 2
2023/7/18, 38, 16, 11, 5, 2
2023/7/19, 34, 10, 18, 7, 1
2023/7/20, 12, 9, 19, 8, 1
2023/7/21, 17, 16, 47, 12, 1
2023/7/22, 31, 24, 29, 13, 1
2023/7/23, 47, 22, 15, 3, 1
2023/7/24, 47, 22, 12, 6, 2
2023/7/25, 43, 15, 20, 8, 3
2023/7/26, 31, 28, 31, 13, 2
2023/7/27, 53, 39, 36, 16, 1
2023/7/28, 64, 38, 52, 14, 1
2023/7/29, 60, 28, 49, 13, 1
2023/7/30, 51, 15, 29, 7, 1
2023/7/31, 34, 13, 24, 11, 1
2023/8/1, 24, 14, 24, 5, 1
2023/8/2, 28, 16, 15, 9, 1
2023/8/3, 30, 11, 24, 9, 1
2023/8/4, 17, 11, 27, 8, 1
2023/8/5, 18, 11, 25, 5, 1
2023/8/6, 19, 13, 20, 1, 
2023/8/7, 23, 10, 19, 3, 1
2023/8/8, 18, 16, 18, 3, 1
2023/8/9, 32, 16, 14, 1, 
2023/8/10, 26, 10, 21, 2, 1
2023/8/11, 15, 16, 31, 5, 1
2023/8/12, 23, 18, 38, 8, 1
2023/8/13, 35, 21, 38, 5, 1
2023/8/14, 42, 19, 17, 4, 1
2023/8/15, 24, 22, 15, 3, 
2023/8/16, 25, 14, 14, 5, 
2023/8/17, 20, 16, 16, 9, 1
2023/8/18, 23, 9, 17, 6, 1
2023/8/19, 16, 24, 24, 7, 1
2023/8/20, 44, 35, 22, 7, 1
2023/8/21, 56, 28, 41, 13, 1
2023/8/22, 48, 32, 34, 9, 1
2023/8/23, 53, 34, 24, 12, 1
2023/8/24, 53, 16, 20, 4, 1
2023/8/25, 30, 13, 35, 8, 1
2023/8/26, 25, 18, 31, 10, 1
2023/8/27, 32, 14, 18, 7, 1
2023/8/28, 23, 14, 33, 9, 1
2023/8/29, 27, 12, 17, 5, 1
2023/8/30, 24, 9, 19, 7, 1
2023/8/31, 19, 6, 11, 4, 1
2023/9/1, 10, 14, 3, 7, 1
2023/9/2, 23, 23, 20, 11, 1
2023/9/3, 39, 20, 31, 5, 1
2023/9/4, 35, 19, 25, 10, 1
2023/9/5, 33, 18, 27, 4, 
2023/9/6, 34, 19, 31, 5, 
2023/9/7, 37, 18, 31, 6, 1
2023/9/8, 35, 15, 30, 9, 1
2023/9/9, 31, 15, 35, 8, 1
2023/9/10, 29, 19, 46, 8, 1
2023/9/11, 41, 21, 44, 11, 1
2023/9/12, 49, 19, 43, 12, 1
2023/9/13, 45, 16, 40, 10, 1
2023/9/14, 40, 10, 11, 10, 1
2023/9/15, 18, 23, 4, 11, 3
2023/9/16, 42, 24, 25, 9, 1
2023/9/17, 45, 16, 13, 5, 1
2023/9/18, 34, 17, 19, 8, 1
2023/9/19, 40, 18, 36, 9, 1
2023/9/20, 38, 20, 21, 11, 3
2023/9/21, 41, 13, 33, 8, 2
2023/9/22, 26, 10, 27, 10, 1
2023/9/23, 21, 9, 31, 4, 1
2023/9/24, 24, 8, 37, 3, 1
2023/9/25, 25, 14, 42, 16, 1
2023/9/26, 38, 14, 28, 11, 2
2023/9/27, 31, 15, 40, 11, 1
2023/9/28, 33, 12, 45, 10, 1
2023/9/29, 32, 15, 49, 12, 1
2023/9/30, 41, 21, 45, 10, 1
2023/10/1, 54, 17, 49, 5, 1
2023/4/2, 62, 25, 43, 11, 1
2023/4/3, 66, 18, 39, 16, 1
2023/4/4, 50, 19, 42, 22, 3
2023/4/5, 58, 14, 33, 7, 1
2023/4/6, 44, 13, 40, 11, 1
2023/4/7, 36, 21, 55, 13, 1
2023/4/8, 60, 13, 41, 6, 1
2023/4/9, 36, 15, 43, 7, 1
2023/4/10, 41, 15, 38, 11, 1
2023/4/11, 40, 13, 37, 8, 2
2023/4/12, 41, 48, 38, 12, 1
2023/4/13, 101, 42, 40, 19, 1
2023/4/14, 81, 24, 29, 13, 2
2023/4/15, 56, 7, 38, 10, 1
2023/4/16, 19, 30, 49, 5, 1
2023/4/17, 68, 34, 43, 13, 1
2023/4/18, 73, 31, 40, 8, 4
2023/4/19, 71, 34, 33, 12, 1
2023/4/20, 72, 35, 39, 17, 2
2023/4/21, 74, 32, 40, 16, 1
2023/4/22, 66, 45, 39, 4, 1
2023/4/23, 86, 16, 39, 5, 1
2023/4/24, 44, 13, 34, 8, 1
2023/4/25, 41, 8, 29, 12, 
2023/4/26, 26, 13, 47, 11, 1
2023/4/27, 41, 23, 53, 13, 1
2023/4/28, 65, 22, 42, 15, 4
2023/4/29, 65, 14, 48, 6, 1
2023/4/30, 45, 22, 44, 7, 1
2023/5/1, 56, 21, 61, 11, 1
2023/5/2, 59, 20, 47, 18, 1
2023/5/3, 59, 18, 55, 9, 2
2023/5/4, 58, 16, 41, 5, 2
2023/5/5, 51, 15, 32, 2, 1
2023/5/6, 47, 9, 36, 5, 1
2023/5/7, 29, 5, 40, 3, 
2023/5/8, 14, 17, 41, 4, 1
2023/5/9, 48, 14, 40, 15, 1
2023/5/10, 48, 16, 56, 15, 
2023/5/11, 54, 20, 57, 16, 1
2023/5/12, 61, 27, 48, 14, 5
2023/5/13, 75, 13, 32, 7, 1
2023/5/14, 45, 9, 43, 4, 1
2023/5/15, 32, 15, 48, 13, 1
2023/5/16, 50, 25, 63, 13, 1
2023/5/17, 70, 28, 55, 12, 1
2023/5/18, 75, 20, 36, 8, 1
2023/5/19, 57, 7, 39, 8, 
2023/5/20, 21, 13, 39, 8, 1
2023/5/21, 35, 15, 42, 7, 1
2023/5/22, 49, 21, 42, 13, 1
2023/5/23, 58, 43, 40, 6, 
2023/5/24, 82, 14, 33, 13, 1
2023/5/25, 36, 15, 41, 14, 1
2023/5/26, 45, 17, 35, 14, 2
2023/5/27, 51, 21, 41, 19, 1
2023/5/28, 59, 12, 26, 9, 1
2023/5/29, 37, 12, 11, 12, 1
