date, pm25, pm10, o3, no2, so2
2014/1/2, 68, 31, 29, 9, 4
2014/1/3, 74, 33, 20, 10, 1
2014/1/4, 77, 31, 29, 10, 4
2014/1/5, 80, 20, 24, 8, 1
2014/1/6, 51, 20, 24, 12, 3
2014/1/7, 62, 23, 20, 13, 4
2014/1/8, 71, 22, 25, 9, 
2014/1/9, 54, 10, 27, 3, 2
2014/1/10, 31, 11, 25, 7, 1
2014/1/11, 38, 25, 24, 12, 4
2014/1/12, 78, 31, 28, 10, 4
2014/1/13, 90, 28, 31, 8, 3
2014/1/14, 83, 12, 28, 8, 1
2014/1/15, 33, 15, 26, 7, 2
2014/1/16, 37, 11, 27, 10, 2
2014/1/17, 38, 33, 30, 13, 5
2014/1/18, 93, 33, 32, 8, 3
2014/1/19, 93, 16, 29, 9, 2
2014/1/20, 46, 34, 37, 7, 4
2014/1/21, 78, 19, 26, 3, 2
2014/1/22, 56, 29, 23, 12, 1
2014/1/23, 77, 22, 27, 14, 2
2014/1/24, 63, 17, 24, 15, 1
2014/1/25, 45, 21, 31, 9, 
2014/1/26, 44, 22, 31, 3, 1
2014/1/27, 57, 14, 27, 8, 2
2014/1/28, 45, 16, 24, 11, 1
2014/1/29, 47, 31, 29, 11, 3
2014/1/30, 79, 39, 43, 3, 1
2014/1/31, 93, 40, 34, 11, 2
2014/2/1, 107, 28, 32, 13, 4
2014/2/2, 96, 21, 34, 3, 1
2014/2/3, 65, 41, 38, 7, 2
2014/2/4, 128, 12, 27, 4, 1
2014/2/5, 32, 8, 24, 7, 
2014/2/6, 33, 5, 23, 5, 1
2014/2/7, 20, 5, 18, 6, 1
2014/2/8, 17, 4, 27, 4, 
2014/2/9, 13, 6, 25, 5, 1
2014/2/10, 18, 6, 23, 6, 1
2014/2/11, 21, 6, 28, 3, 1
2014/2/12, 17, 6, 26, 5, 1
2014/2/13, 21, 6, 25, 6, 1
2014/2/14, 15, 8, 25, 5, 
2014/2/15, 22, 7, 29, 3, 
2014/2/16, 23, 12, 33, 7, 2
2014/2/17, 53, 17, 16, 8, 3
2014/2/18, 62, 9, 26, 8, 
2014/2/19, 32, 10, 32, 5, 
2014/2/20, 36, 12, 33, 5, 
2014/2/21, 39, 22, 40, 9, 2
2014/2/22, 72, 17, 12, 10, 
2014/2/23, 61, , , , 
2014/1/1, , 31, 33, 5, 4
