date, pm25, pm10, o3, no2, so2
2023/5/2, 47, 17, 44, 1, 1
2023/5/3, 37, 14, 43, 1, 1
2023/5/4, 36, 16, 39, 1, 
2023/5/5, 35, 13, 37, 1, 1
2023/5/6, 25, 14, 31, 1, 
2023/5/7, 17, 6, 26, 2, 
2023/5/8, 11, 7, 43, 1, 1
2023/5/9, 29, 12, 45, 1, 1
2023/5/10, 36, 15, 54, 1, 1
2023/5/11, 37, 14, 49, 1, 1
2023/5/12, 37, 12, 48, 2, 1
2023/5/13, 37, 14, 41, 1, 1
2023/5/14, 42, 7, 41, 1, 1
2023/5/15, 17, , 43, 1, 
2023/5/16, 27, , 58, 2, 
2023/5/17, 43, , 69, 3, 1
2023/5/18, 66, , 41, 2, 
2023/5/19, 64, , 46, 2, 
2023/5/20, 14, , 38, 1, 
2023/5/21, 24, , , , 
2023/4/2, 47, 10, 47, 2, 1
2023/4/3, 49, 11, 46, 2, 1
2023/4/4, 34, 9, 44, 3, 1
2023/4/5, 43, 9, 38, 2, 
2023/4/6, 20, 11, 33, 2, 1
2023/4/7, 14, 10, 32, 2, 1
2023/4/8, 13, , 40, 2, 1
2023/4/9, 38, , 47, 1, 1
2023/4/10, 38, , 43, 2, 1
2023/4/11, 38, , 41, 1, 1
2023/4/12, 44, , 24, 4, 1
2023/4/13, 44, , 43, 4, 1
2023/4/14, 66, , 33, 4, 1
2023/4/15, 59, , 34, 3, 1
2023/4/16, 15, , 41, 1, 1
2023/4/17, 34, , 41, 1, 1
2023/4/18, 43, , 35, 2, 1
2023/4/19, 53, , 19, 4, 1
2023/4/20, 60, 33, 32, 2, 1
2023/4/21, 65, 32, 33, 2, 1
2023/4/22, 65, 26, 37, 1, 1
2023/4/23, 50, 11, 36, 1, 1
2023/4/24, 33, 15, 35, 2, 1
2023/4/25, 32, 10, 34, 3, 1
2023/4/26, 27, 6, 34, 2, 
2023/4/27, 15, 17, 32, 2, 1
2023/4/28, 44, 17, 44, 1, 
2023/4/29, 39, 13, 31, 1, 
2023/4/30, 29, , 41, 1, 
2023/5/1, 39, , 57, 1, 1
2023/1/3, 49, 7, 30, 2, 1
2023/1/4, 15, 6, 31, 3, 1
2023/1/5, 20, 6, 33, 3, 1
2023/1/6, 23, 15, 39, 4, 
2023/1/7, 63, 20, 33, 5, 1
2023/1/8, 79, 22, 37, 3, 1
2023/1/9, 84, 13, 29, 4, 1
2023/1/10, 51, 7, 29, 3, 
2023/1/11, 25, 5, 19, 5, 1
2023/1/12, 30, 7, 23, 6, 1
2023/1/13, 42, 9, 18, 6, 1
2023/1/14, 48, 6, 16, 5, 
2023/1/15, 21, 8, 25, 3, 
2023/1/16, 20, 5, 26, 3, 1
2023/1/17, 15, 5, 30, 2, 1
2023/1/18, 13, 10, 27, 4, 
2023/1/19, 27, 8, 31, 3, 1
2023/1/20, 34, 11, 37, 3, 1
2023/1/21, 52, 8, 30, 2, 1
2023/1/22, 30, 5, 29, 1, 1
