date, pm25, pm10, o3, no2, so2
2022/10/2, 45, 20, 36, 2, 2
2022/10/3, 63, 14, 36, 3, 1
2022/10/4, 43, 12, 29, 1, 
2022/10/5, 22, 10, 26, 3, 
2022/10/6, 25, 9, 28, 6, 1
2022/10/7, 20, 11, 32, 7, 1
2022/10/8, 27, 8, 33, 2, 
2022/10/9, 20, 9, 27, 2, 
2022/10/10, 19, 14, 34, 4, 
2022/10/11, 26, 9, 32, 5, 
2022/10/12, 21, 9, 34, 4, 2
2022/10/13, 22, 14, 40, 6, 2
2022/10/14, 39, 14, 42, 6, 1
2022/10/15, 41, 19, 45, 6, 2
2022/10/16, 54, 22, 34, 4, 2
2022/10/17, 65, 16, 39, 7, 1
2022/10/18, 45, 11, 31, 5, 8
2022/10/19, 25, 10, 42, 6, 4
2022/10/20, 30, 8, 35, 6, 2
2022/10/21, 24, 12, 38, 5, 5
2022/10/22, 35, 13, 34, 4, 15
2022/10/23, 39, 17, 60, 4, 5
2022/10/24, 50, 15, 36, 8, 2
2022/10/25, 36, 8, 30, 3, 2
2022/10/26, 22, 5, 30, 5, 2
2022/10/27, 20, 10, 22, 8, 2
2022/10/28, 35, 13, 35, 6, 3
2022/10/29, 44, 10, 38, 3, 1
2022/10/30, 32, 7, 35, 1, 
2022/10/31, 20, 12, 35, 4, 1
2022/11/1, 36, 11, 31, 6, 
2022/11/2, 36, 9, 32, 8, 
2022/11/3, 30, 12, 39, 7, 1
2022/11/4, 39, 17, 39, 9, 
2022/11/5, 51, 12, 41, 6, 
2022/11/6, 36, 8, 35, 4, 
2022/11/7, 25, 10, 41, 7, 1
2022/11/8, 33, 13, 44, 7, 
2022/11/9, 40, 18, 45, 10, 1
2022/11/10, 58, 21, 38, 8, 3
2022/11/11, 68, 23, 39, 9, 2
2022/11/12, 67, 18, 36, 3, 1
2022/11/13, 57, 12, 34, 3, 
2022/11/14, 32, 12, 26, 5, 
2022/11/15, 31, 11, 35, 8, 1
2022/11/16, 32, 13, 40, 9, 
2022/11/17, 41, 16, 35, 6, 
2022/11/18, 50, 18, 34, 6, 5
2022/11/19, 56, 15, 28, 6, 2
2022/11/20, 50, 12, 34, 3, 2
2022/11/21, 38, 10, 30, 7, 1
2022/11/22, 30, 13, 28, 6, 2
2022/11/23, 41, 11, 30, 5, 1
2022/11/24, 33, 11, 30, 8, 1
2022/11/25, 35, 11, 31, 6, 3
2022/11/26, 38, 11, 40, 6, 1
2022/11/27, 34, 16, 40, 4, 
2022/11/28, 50, 15, 35, 4, 1
2022/11/29, 44, 11, 31, 4, 1
2022/11/30, 23, 12, 30, 8, 
2022/12/1, 26, 10, 25, 7, 1
2022/12/2, 21, 6, 26, 5, 
2022/12/3, 16, 10, 28, 5, 2
2022/12/4, 32, 11, 27, 3, 
2022/12/5, 33, 8, 24, 7, 
2022/12/6, 22, 12, 29, 9, 1
2022/12/7, 31, 19, 33, 10, 1
2022/12/8, 51, 15, 32, 10, 1
2022/12/9, 46, 11, 28, 10, 1
2022/12/10, 35, 9, 35, 8, 1
2022/12/11, 26, 15, 40, 5, 1
2022/12/12, 46, 8, 32, 5, 4
2022/12/13, 27, 24, 36, 8, 1
2022/12/14, 47, 22, 31, 6, 
2022/12/15, 41, 7, 27, 7, 
2022/12/16, 20, 13, 24, 9, 
2022/12/17, 34, 11, 27, 6, 
2022/12/18, 29, 4, 28, 3, 
2022/12/19, 13, 8, 28, 6, 
2022/12/20, 25, 14, 28, 6, 1
2022/12/21, 44, 11, 24, 9, 1
2022/12/22, 32, 14, 28, 6, 
2022/12/23, 33, 8, 32, 2, 
2022/12/24, 20, 9, 28, 5, 
2022/12/25, 21, 9, 31, 4, 
2022/12/26, 22, 8, 31, 9, 1
2022/12/27, 25, 9, 27, 10, 
2022/12/28, 25, 14, 32, 10, 1
2022/12/29, 40, 13, 29, 5, 
2022/12/30, 40, 11, 32, 5, 
2022/12/31, 39, 11, 28, 8, 
2023/1/1, 36, 10, 24, 3, 
2023/1/2, 31, , , , 
2022/10/1, , 14, 42, 5, 
