date, pm25, pm10, o3, no2, so2
2021/8/2, 51, 14, 46, 2, 1
2021/8/3, 40, 15, 21, 5, 1
2021/8/4, 40, 11, 38, 4, 1
2021/8/5, 41, 16, 61, 6, 1
2021/8/6, 47, 14, 40, 4, 1
2021/8/7, 46, 11, 37, 2, 1
2021/8/8, 38, 16, 26, 1, 
2021/8/9, 46, 26, 25, 1, 
2021/8/10, 40, 6, 21, 1, 
2021/8/11, 29, 8, 34, 3, 1
2021/8/12, 39, 16, 29, 5, 1
2021/8/13, 47, 10, 12, 4, 
2021/8/14, 38, 11, 22, 4, 
2021/8/15, 26, 7, 33, 3, 
2021/8/16, 26, 8, 23, 6, 1
2021/8/17, 34, 8, 16, 5, 
2021/8/18, 30, 10, 13, 5, 1
2021/8/19, 39, 7, 10, 7, 
2021/8/20, 34, 7, 22, 5, 
2021/8/21, 30, 8, 19, 5, 1
2021/8/22, 31, 8, 17, 2, 1
2021/8/23, 37, 10, 27, 3, 1
2021/8/24, 34, 16, 32, 5, 1
2021/8/25, 45, 15, 31, 4, 1
2021/8/26, 43, 18, 27, 2, 
2021/8/27, 49, 13, 42, 4, 
2021/8/28, 41, 15, 32, 1, 1
2021/8/29, 45, 8, 25, 6, 
2021/8/30, 33, , , , 
2021/7/2, 37, 9, 20, 6, 
2021/7/3, 32, 9, 29, 3, 
2021/7/4, 36, 19, 7, 3, 1
2021/7/5, 43, 19, 21, 7, 1
2021/7/6, 46, 8, 18, 3, 
2021/7/7, 28, 14, 17, 7, 1
2021/7/8, 34, 10, 12, 9, 
2021/7/9, 30, 17, 27, 12, 1
2021/7/10, 46, 15, 42, 5, 1
2021/7/11, 47, 13, 41, 1, 
2021/7/12, 49, 12, 41, 3, 
2021/7/13, 46, 11, 42, 2, 1
2021/7/14, 46, 15, 50, 3, 1
2021/7/15, 50, 11, 53, 4, 1
2021/7/16, 36, 12, 24, 3, 1
2021/7/17, 34, 12, 25, 3, 1
2021/7/18, 39, 11, 22, 3, 1
2021/7/19, 38, 12, 36, 4, 1
2021/7/20, 29, 18, 51, 6, 1
2021/7/21, 46, 11, 39, 5, 1
2021/7/22, 50, 12, 49, 5, 1
2021/7/23, 46, 14, 48, 3, 2
2021/7/24, 47, 11, 40, 3, 1
2021/7/25, 42, 9, 35, 2, 1
2021/7/26, 32, 15, 36, 2, 1
2021/7/27, 44, 15, 26, 4, 
2021/7/28, 51, 10, 24, 2, 
2021/7/29, 38, 14, 44, 4, 1
2021/7/30, 45, 19, 57, 3, 1
2021/7/31, 52, 19, 52, 3, 1
2021/8/1, 54, 19, 55, 2, 1
2021/6/2, 45, 12, 51, 3, 1
2021/6/3, 43, 10, 43, 4, 1
2021/6/4, 31, 8, 37, 5, 
2021/6/5, 25, 4, 41, 1, 1
2021/6/6, 27, 12, 58, 3, 1
2021/6/7, 43, 18, 71, 6, 1
2021/6/8, 55, 18, 69, 3, 1
2021/6/9, 53, 19, 75, 4, 1
2021/6/10, 63, 20, 73, 5, 1
2021/6/11, 66, 15, 41, 4, 1
2021/6/12, 51, 12, 38, 3, 1
2021/6/13, 41, 13, 25, 2, 1
2021/6/14, 45, 15, 47, 4, 1
2021/6/15, 47, 17, 56, 5, 1
2021/6/16, 54, 10, 35, 4, 
2021/6/17, 39, 7, 42, 2, 1
2021/6/18, 36, 12, 42, 5, 1
2021/6/19, 40, 6, 31, 2, 
2021/6/20, 37, 7, 34, 4, 
2021/6/21, 28, 10, 48, 5, 1
2021/6/22, 43, 12, 54, 5, 1
2021/6/23, 46, 13, 52, 3, 1
2021/6/24, 46, 14, 55, 3, 1
2021/6/25, 54, 15, 53, 4, 1
2021/6/26, 50, 14, 48, 4, 1
2021/6/27, 38, 12, 40, 3, 1
2021/6/28, 42, 15, 50, 3, 1
2021/6/29, 44, 17, 34, 4, 
2021/6/30, 44, 16, 41, 5, 1
2021/7/1, 46, 9, 34, 5, 
2021/5/2, 46, 4, 40, 1, 
2021/5/3, 24, 9, 46, 2, 
2021/5/4, 38, 12, 60, 3, 2
2021/5/5, 39, 13, 42, 2, 1
2021/5/6, 35, 9, 47, 5, 1
2021/5/7, 33, 12, 35, 7, 1
2021/5/8, 40, 21, 52, 4, 1
2021/5/9, 58, 28, 50, 2, 1
2021/5/10, 65, 8, 48, 2, 
2021/5/11, 33, 8, 43, 5, 1
2021/5/12, 33, 13, 43, 6, 1
2021/5/13, 42, 9, 51, 4, 1
2021/5/14, 43, 9, 40, 4, 1
2021/5/15, 36, 11, 40, 5, 1
2021/5/16, 38, 9, 36, 1, 1
2021/5/17, 49, 12, 12, 11, 1
2021/5/18, 39, 10, 37, 5, 1
2021/5/19, 31, 18, 28, 7, 1
2021/5/20, 44, 9, 15, 5, 1
2021/5/21, 29, 12, 42, 10, 1
2021/5/22, 31, 8, 40, 2, 
2021/5/23, 44, 9, 40, 2, 
2021/5/24, 35, 13, 45, 4, 1
2021/5/25, 43, 16, 53, 3, 1
2021/5/26, 50, 13, 45, 2, 
2021/5/27, 42, 8, 35, 6, 
2021/5/28, 31, 9, 55, 4, 1
2021/5/29, 37, 13, 48, 2, 1
2021/5/30, 43, 9, 47, 2, 
2021/5/31, 41, 12, 63, 3, 
2021/6/1, 40, 14, 65, 5, 1
2021/4/11, 20, 9, 46, 4, 1
2021/4/12, 35, 11, 42, 4, 1
2021/4/13, 37, 11, 35, 5, 1
