date, pm25, pm10, o3, no2, so2
2022/12/2, 19, 8, 28, 4, 
2022/12/3, 22, 8, 22, 6, 
2022/12/4, 32, 8, 9, 3, 
2022/12/5, 46, , , , 
2022/11/2, 35, 11, 30, 6, 1
2022/11/3, 28, 12, 31, 3, 1
2022/11/4, 37, 12, 43, 4, 1
2022/11/5, 51, 8, 35, 3, 1
2022/11/6, 33, 6, 31, 2, 1
2022/11/7, 23, 8, 21, 4, 1
2022/11/8, 33, 10, 43, 4, 1
2022/11/9, 43, 12, 44, 4, 1
2022/11/10, 46, 12, 38, 7, 1
2022/11/11, 56, 16, 42, 5, 1
2022/11/12, 60, 18, 42, 4, 1
2022/11/13, 68, 13, 33, 2, 
2022/11/14, 45, 8, 28, 3, 
2022/11/15, 24, 9, 33, 4, 1
2022/11/16, 37, 11, 39, 5, 1
2022/11/17, 45, 11, 33, 5, 1
2022/11/18, 48, 14, 36, 5, 1
2022/11/19, 53, 13, 34, 5, 1
2022/11/20, 48, 11, 28, 3, 1
2022/11/21, 46, 14, 30, 5, 1
2022/11/22, 49, 11, 32, 4, 1
2022/11/23, 48, 10, 28, 5, 
2022/11/24, 38, 8, 28, 4, 1
2022/11/25, 28, 5, 30, 5, 1
2022/11/26, 31, 8, 26, 5, 
2022/11/27, 39, 10, 33, 3, 1
2022/11/28, 37, 9, 35, 4, 1
2022/11/29, 25, 10, 31, 3, 
2022/12/1, 27, 7, 28, 7, 1
2022/10/2, 59, 16, 50, 2, 1
2022/10/3, 49, 15, 33, 2, 
2022/10/4, 46, 14, 32, 2, 
2022/10/5, 46, 9, 26, 2, 
2022/10/6, 27, 7, 29, 3, 
2022/10/7, 20, 8, 25, 4, 
2022/10/8, 33, 4, 33, 1, 1
2022/10/9, 25, 8, 18, 3, 1
2022/10/10, 36, 9, 33, 2, 1
2022/10/11, 30, 8, 33, 3, 1
2022/10/12, 40, 8, 31, 4, 1
2022/10/13, 29, 12, 39, 6, 1
2022/10/14, 41, 10, 33, 5, 1
2022/10/15, 38, 11, 37, 4, 1
2022/10/16, 47, 13, 39, 2, 1
2022/10/17, 52, 17, 19, 5, 1
2022/10/18, 49, 14, 30, 4, 1
2022/10/19, 48, 6, 28, 4, 1
2022/10/20, 30, 8, 32, 4, 1
2022/10/21, 25, 7, 38, 3, 1
2022/10/22, 34, 11, 32, 4, 1
2022/10/23, 42, 11, 44, 3, 1
2022/10/24, 53, 7, 33, 2, 1
2022/10/25, 25, 6, 28, 2, 1
2022/10/26, 21, 6, 30, 3, 1
2022/10/27, 23, 8, 21, 5, 1
2022/10/28, 33, 8, 29, 5, 1
2022/10/29, 34, 9, 32, 3, 
2022/10/30, 37, 7, 33, 2, 1
2022/10/31, 29, 7, 34, 5, 1
2022/11/1, 35, 13, 16, 8, 
2022/9/2, 46, 8, 39, 5, 1
2022/9/3, 32, 9, 18, 3, 1
2022/9/4, 31, 9, 16, 2, 
2022/9/5, 29, 9, 13, 2, 1
2022/9/6, 29, 14, 23, 1, 
2022/9/7, 43, 7, 40, 3, 1
2022/9/8, 32, 9, 34, 4, 1
2022/9/9, 36, 11, 27, 3, 1
2022/9/10, 32, 12, 35, 3, 1
2022/9/11, 39, 11, 36, 2, 1
2022/9/12, 39, 14, 45, 2, 1
2022/9/13, 48, 16, 51, 3, 1
2022/9/14, 42, 18, 45, 3, 1
2022/9/15, 56, 18, 33, 3, 1
2022/9/16, 42, 12, 36, 2, 1
2022/9/17, 40, 11, 29, 4, 1
2022/9/18, 41, 25, 21, 2, 
2022/9/19, 56, 29, 29, 1, 1
2022/9/20, 43, 8, 32, 1, 1
2022/9/21, 24, 9, 30, 1, 1
2022/9/22, 34, 8, 17, 4, 1
2022/9/23, 41, 10, 17, 4, 
2022/9/24, 26, 14, 45, 2, 
2022/9/25, 46, 10, 42, 1, 1
2022/9/26, 29, 15, 46, 3, 
2022/9/27, 47, 21, 31, 6, 
2022/9/28, 57, 12, 37, 3, 
2022/9/29, 35, 8, 35, 4, 1
2022/9/30, 33, 9, 44, 3, 1
2022/10/1, 40, 17, 53, 3, 1
2022/8/2, 38, 16, 17, 2, 
2022/8/3, 37, 25, 43, 3, 1
2022/8/4, 49, 22, 34, 4, 1
2022/8/5, 58, 16, 37, 4, 1
2022/8/6, 50, 14, 35, 2, 1
2022/8/7, 36, 19, 30, 1, 1
2022/8/8, 29, 20, 23, 1, 1
2022/8/9, 48, 24, 20, 2, 1
2022/8/10, 61, 23, 18, 1, 1
2022/8/11, 53, 15, 15, 1, 1
2022/8/12, 34, 13, 18, 2, 1
2022/8/13, 31, 19, 34, 2, 1
2022/8/14, 46, 21, 34, 2, 1
2022/8/15, 48, 24, 25, 2, 2
2022/8/16, 59, 25, 19, 3, 1
2022/8/17, 48, 17, 20, 3, 1
2022/8/18, 45, 8, 46, 2, 
2022/8/19, 39, 14, 48, 3, 1
2022/8/20, 43, 21, 33, 4, 1
2022/8/21, 51, 12, 39, 2, 1
2022/8/22, 39, 21, 23, 3, 1
2022/8/23, 47, 19, 36, 2, 
2022/8/24, 45, 19, 40, 6, 1
2022/8/25, 47, 19, 51, 4, 1
2022/8/26, 49, 9, 51, 6, 1
2022/8/27, 34, 23, 52, 6, 1
2022/8/28, 54, 13, 38, 1, 1
2022/8/29, 42, 13, 42, 3, 1
2022/8/30, 33, 14, 29, 4, 1
2022/8/31, 42, 13, 11, 1, 1
2022/9/1, 28, 18, 21, 5, 1
2022/7/2, 62, 15, 23, 2, 1
2022/7/3, 38, 8, 11, 1, 1
2022/7/4, 24, 9, 9, 2, 1
2022/7/5, 25, 11, 23, 2, 1
2022/7/6, 30, 18, 29, 2, 1
2022/7/7, 38, 19, 37, 2, 1
2022/7/8, 43, 27, 26, 2, 
2022/7/9, 59, 16, 19, 1, 
2022/7/10, 37, 16, 23, 2, 
2022/7/11, 36, 14, 21, 2, 
2022/7/12, 35, 29, 28, 3, 
2022/7/13, 42, 13, 37, 2, 1
2022/7/14, 32, 16, 30, 3, 1
2022/7/15, 47, 19, 33, 2, 1
2022/7/16, 37, 17, 39, 2, 1
2022/7/17, 45, 19, 46, 2, 1
2022/7/18, 48, 23, 38, 2, 1
2022/7/19, 54, 30, 14, 3, 
2022/7/20, 47, 20, 52, 2, 
2022/7/21, 41, 21, 44, 2, 1
2022/7/22, 56, 13, 45, 2, 
2022/7/23, 40, 11, 33, 2, 
2022/7/24, 32, 12, 40, 2, 1
2022/7/25, 33, 17, 40, 2, 1
2022/7/26, 47, 32, 62, 3, 1
2022/7/27, 82, 36, 31, 3, 1
2022/7/28, 56, 15, 13, 1, 1
2022/7/29, 33, 12, 13, 2, 1
2022/7/30, 29, 19, 11, 1, 
2022/7/31, 31, 22, 9, 1, 
2022/8/1, 38, 17, 10, 1, 
2022/6/2, 40, 13, 64, 3, 2
2022/6/3, 43, 19, 65, 3, 2
2022/6/4, 54, 12, 48, 1, 2
2022/6/5, 36, 11, 44, 2, 1
2022/6/6, 48, 6, 45, 1, 
2022/6/7, 26, 7, 39, 1, 1
2022/6/8, 24, 6, 38, 2, 
2022/6/9, 27, 11, 42, 2, 1
2022/6/10, 41, 14, 33, 2, 
2022/6/11, 50, 12, 30, 2, 
2022/6/12, 42, 12, 41, 1, 1
2022/6/13, 44, 11, 39, 2, 1
2022/6/14, 39, 6, 42, 3, 1
2022/6/15, 29, 8, 31, 4, 1
2022/6/16, 26, 17, 34, 3, 1
2022/6/17, 50, 21, 31, 3, 1
2022/6/18, 57, 17, 34, 3, 1
2022/6/19, 37, 9, 30, 2, 1
2022/6/20, 37, 19, 26, 2, 1
2022/6/21, 50, 9, 19, 4, 1
2022/6/22, 31, 14, 39, 3, 1
2022/6/23, 31, 23, 29, 4, 1
2022/6/24, 57, 28, 15, 2, 1
2022/6/25, 54, 21, 25, 3, 1
2022/6/26, 47, 11, 26, 2, 1
2022/6/27, 35, 12, 19, 3, 1
2022/6/28, 39, 12, 15, 2, 1
2022/6/29, 34, 14, 16, 2, 1
2022/6/30, 31, 17, 32, 3, 1
2022/7/1, 44, 24, 54, 4, 2
2022/5/2, 42, 11, 47, 2, 1
2022/5/3, 38, 11, 46, 2, 1
2022/5/4, 40, 11, 55, 2, 1
2022/5/5, 45, 13, 45, 2, 
2022/5/6, 39, 11, 45, 2, 1
2022/5/7, 40, 10, 47, 3, 1
2022/5/8, 43, 8, 42, 2, 1
2022/5/9, 39, 7, 34, 3, 1
2022/5/10, 26, 7, 41, 3, 1
2022/5/11, 28, 8, 36, 5, 1
2022/5/12, 32, 9, 32, 6, 1
2022/5/13, 41, 7, 19, 6, 1
2022/5/14, 31, 10, 42, 4, 1
2022/5/15, 33, 7, 41, 2, 1
2022/5/16, 43, 12, 46, 3, 1
2022/5/17, 52, 18, 47, 5, 1
2022/5/18, 64, 11, 56, 3, 1
2022/5/19, 48, 14, 62, 4, 1
2022/5/20, 51, 16, 53, 6, 1
2022/5/21, 63, 15, 49, 4, 
2022/5/22, 50, 14, 68, 2, 1
2022/5/23, 56, 20, 69, 4, 1
2022/5/24, 63, 13, 57, 3, 
2022/5/25, 55, 19, 48, 2, 1
2022/5/26, 72, 15, 41, 1, 1
2022/5/27, 48, 10, 49, 2, 1
