date, pm25, pm10, o3, no2, so2
2023/2/2, 42, 12, 32, 5, 1
2023/2/3, 43, 14, 25, 7, 1
2023/2/4, 43, 15, 31, 5, 1
2023/2/5, 45, 14, 31, 5, 1
2023/2/6, 43, 15, 27, 8, 3
2023/2/7, 51, 19, 20, 17, 1
2023/2/8, 63, 16, 37, 8, 1
2023/2/9, 53, 13, 33, 5, 1
2023/2/10, 38, 13, 22, 10, 1
2023/2/11, 37, 10, 34, 5, 1
2023/2/12, 21, 13, 33, 5, 2
2023/2/13, 37, 11, 36, 6, 
2023/2/14, 33, 10, 36, 2, 
2023/2/15, 25, 9, 31, 1, 
2023/2/16, 15, 9, 29, 4, 
2023/2/17, 17, 12, 34, 4, 1
2023/2/18, 30, 14, 34, 3, 1
2023/2/19, 46, 21, 33, , 
2023/2/20, 25, , , , 
2023/1/3, 51, 11, 29, 3, 1
2023/1/4, 25, 11, 32, 3, 
2023/1/5, 22, 10, 30, 3, 1
2023/1/6, 25, 16, 33, 7, 1
2023/1/7, 52, 32, 33, 5, 1
2023/1/8, 81, 31, 34, 5, 1
2023/1/10, 76, 13, 28, 4, 1
2023/1/11, 35, 12, 24, 6, 1
2023/1/12, 30, 13, 25, 8, 2
2023/1/13, 44, 12, 32, 3, 1
2023/1/14, 22, 9, 24, 6, 1
2023/1/15, 10, 10, 29, 4, 1
2023/1/16, 23, 10, 27, 5, 1
2023/1/17, 21, 10, 30, 5, 1
2023/1/18, 22, 11, 26, 7, 1
2023/1/19, 35, 9, 31, 6, 1
2023/1/20, 31, 16, 36, 5, 1
2023/1/21, 50, 11, 29, 4, 1
2023/1/22, 27, 10, 29, 2, 1
2023/1/23, 28, 15, 21, 7, 1
2023/1/24, 37, 13, 31, 5, 1
2023/1/25, 35, 11, 29, 2, 1
2023/1/26, 12, 13, 25, 10, 1
2023/1/27, 28, 14, 30, 8, 
2023/1/28, 29, 12, 28, 2, 1
2023/1/29, 27, 14, 29, 4, 1
2023/1/30, 35, 13, 30, 6, 1
2023/1/31, 30, 11, 28, 6, 1
2023/2/1, 27, 15, 25, 9, 1
2022/10/2, 55, 17, 45, 3, 1
2022/10/3, 57, 13, 28, 3, 1
2022/10/4, 47, 12, 29, 2, 1
2022/10/5, 39, 11, 25, 3, 1
2022/10/6, 24, 9, 27, 2, 1
2022/10/7, 23, 9, 14, 4, 1
2022/10/8, 17, 10, 32, 3, 1
2022/10/9, 16, 10, 15, 1, 1
2022/10/10, 23, 11, 29, 2, 1
2022/10/11, 20, 9, 36, 3, 1
2022/10/12, 25, 12, 27, 5, 1
2022/10/13, 31, 12, 30, 3, 1
2022/10/14, 39, 12, 46, 5, 1
2022/10/15, 39, 13, 45, 4, 1
2022/10/16, 44, 16, 33, 4, 1
2022/10/17, 54, 15, 20, 3, 1
2022/10/18, 46, 11, 29, 3, 1
2022/10/19, 32, 11, 32, 5, 1
2022/10/20, 25, 10, 36, 4, 1
2022/10/21, 27, 9, 38, 3, 1
2022/10/22, 30, 13, 31, 3, 1
2022/10/23, 36, 12, 38, 4, 1
2022/10/24, 40, 11, 35, 3, 1
2022/10/25, 27, 9, 29, 4, 1
2022/10/26, 19, 10, 32, 4, 1
2022/10/27, 22, 12, 25, 4, 1
2022/10/28, 37, 11, 36, 4, 1
2022/10/29, 38, 12, 34, 3, 
2022/10/30, 31, 10, 33, 2, 1
2022/10/31, 31, 14, 34, 3, 1
2022/11/1, 44, 11, 17, 4, 1
2022/11/2, 25, 10, 38, 5, 1
2022/11/3, 29, 12, 34, 3, 2
2022/11/4, 44, 14, 42, 5, 1
2022/11/5, 50, 12, 32, 4, 1
2022/11/6, 41, 9, 33, 2, 1
2022/11/7, 30, 12, 25, 5, 1
2022/11/8, 40, 13, 37, 5, 1
2022/11/9, 51, 12, 39, 3, 1
2022/11/10, 48, 14, 36, 4, 1
2022/11/11, 55, 17, 47, 4, 1
2022/11/12, 64, 17, 39, 4, 1
2022/11/13, 63, 13, 25, 2, 1
2022/11/14, 45, 9, 30, 2, 1
2022/11/15, 17, 10, 31, 4, 1
2022/11/16, 34, 12, 36, 6, 1
2022/11/17, 42, 14, 33, 6, 1
2022/11/18, 52, 13, 34, 6, 1
2022/11/19, 50, 13, 33, 3, 1
2022/11/20, 53, 11, 24, 3, 1
2022/11/21, 35, 9, 25, 5, 1
2022/11/22, 17, 11, 31, 4, 1
2022/11/23, 39, 12, 17, 4, 1
2022/11/24, 40, 9, 29, 5, 1
2022/11/25, 18, 11, 27, 5, 1
2022/11/26, 32, 15, 14, 4, 1
2022/11/27, 48, 15, 34, 3, 1
2022/11/28, 47, 14, 21, 4, 1
2022/11/29, 43, 11, 28, 2, 1
2022/11/30, 30, 8, 27, 3, 1
2022/12/1, 12, 8, 27, 3, 1
2022/12/2, 13, 9, 28, 4, 1
2022/12/3, 15, 14, 21, 5, 1
2022/12/4, 30, 15, 23, 4, 1
2022/12/5, 53, 11, 25, 4, 1
2022/12/6, 27, 8, 30, 3, 1
2022/12/7, 19, 15, 27, 7, 1
2022/12/8, 48, 15, 32, 6, 1
2022/12/9, 53, 13, 32, 5, 1
2022/12/10, 49, 14, 30, 5, 1
2022/12/11, 53, 12, 35, 4, 1
2022/12/12, 42, 12, 30, 4, 1
2022/12/13, 33, 12, 27, 6, 1
2022/12/14, 40, 20, 30, 2, 1
2022/12/15, 54, 10, 29, 5, 1
2022/12/16, 21, 21, 18, 10, 1
2022/12/17, 57, 15, 19, 5, 
2022/12/18, 47, 8, 27, 1, 1
2022/12/19, 15, 9, 28, 3, 1
2022/12/20, 18, 13, 28, 6, 1
2022/12/21, 33, 12, 28, 3, 1
2022/12/22, 36, 11, 26, 6, 1
2022/12/23, 29, 12, 30, 2, 1
2022/12/24, 26, 11, 28, 1, 1
2022/12/25, 24, 10, 31, 2, 1
2022/12/26, 16, 9, 25, 7, 1
2022/12/27, 22, 10, 29, 6, 1
2022/12/28, 20, 13, 28, 5, 2
2022/12/29, 33, 14, 31, 5, 1
2022/12/30, 42, 12, 30, 4, 1
2022/12/31, 36, 12, 31, 3, 1
2023/1/1, 44, 13, 31, 2, 1
2023/1/2, 45, 15, 30, 4, 1
2022/7/2, 65, 17, 19, 3, 1
2022/7/3, 36, 11, 10, 2, 1
2022/7/4, 16, 11, 8, 5, 1
2022/7/5, 16, 10, 14, 3, 1
2022/7/6, 20, 15, 38, 4, 1
2022/7/7, 42, 18, 48, 3, 1
2022/7/8, 55, 17, 30, 4, 1
2022/7/9, 53, 13, 17, 2, 1
2022/7/10, 36, 14, 23, 3, 1
2022/7/11, 31, 11, 22, 4, 1
2022/7/12, 32, 14, 21, 3, 1
2022/7/13, 38, 11, 44, 4, 1
2022/7/14, 36, 15, 26, 5, 1
2022/7/15, 43, 17, 34, 3, 1
2022/7/16, 47, 13, 21, 2, 
2022/7/17, 31, 14, 43, 2, 1
2022/7/18, 41, 16, 40, 2, 2
2022/7/19, 58, 16, 16, 2, 1
2022/7/20, 39, 15, 43, 4, 1
2022/7/21, 42, 16, 50, 4, 2
2022/7/22, 64, 14, 49, 3, 1
2022/7/23, 46, 10, 37, 3, 1
2022/7/24, 28, 10, 34, 1, 1
2022/7/25, 38, 14, 32, 3, 1
2022/7/26, 45, 21, 90, 6, 1
2022/7/27, 62, 24, 23, 3, 2
2022/7/28, 32, 16, 19, 3, 1
2022/7/29, 31, 14, 23, 4, 1
2022/7/30, 34, 10, 12, 2, 1
2022/7/31, 24, 11, 8, 2, 1
2022/8/1, 26, 12, 9, 1, 1
2022/8/2, 28, 11, 17, 3, 1
2022/8/3, 33, 18, 36, 5, 2
2022/8/4, 54, 18, 28, 5, 1
2022/8/5, 47, 15, 36, 4, 1
2022/8/6, 46, 16, 32, 3, 1
2022/8/7, 49, 15, 29, 2, 1
2022/8/8, 41, 23, 17, 2, 6
2022/8/9, 60, 17, 17, 2, 2
2022/8/10, 59, 10, 14, 1, 
2022/8/11, 33, 10, 14, 2, 1
2022/8/12, 25, 12, 17, 4, 2
2022/8/13, 29, 16, 38, 2, 1
2022/8/14, 42, 24, 28, 3, 1
2022/8/15, 66, 25, 20, 2, 4
2022/8/16, 67, 18, 13, 1, 1
2022/8/17, 49, 16, 14, 2, 1
2022/8/18, 40, 11, 44, 1, 1
2022/8/19, 26, 13, 48, 3, 1
2022/8/20, 43, 17, 32, 5, 1
2022/8/21, 54, 11, 30, 3, 1
2022/8/22, 35, 17, 23, 2, 1
2022/8/23, 48, 20, 32, 3, 1
2022/8/24, 52, 17, 61, 4, 1
2022/8/25, 53, 19, 41, 3, 1
2022/8/26, 56, 14, 43, 3, 1
2022/8/27, 47, 17, 12, 3, 1
2022/8/28, 56, 13, 9, 2, 1
2022/8/29, 48, 15, 37, 5, 1
2022/8/30, 47, 13, 35, 6, 1
2022/8/31, 38, 12, 9, 2, 1
2022/9/1, 28, 13, 9, 2, 1
2022/9/2, 24, 9, 49, 3, 1
2022/9/3, 21, 11, 17, 2, 1
2022/9/4, 28, 11, 15, 1, 1
2022/9/5, 27, 11, 13, 1, 1
2022/9/6, 24, 11, 14, 1, 1
2022/9/7, 21, 11, 44, 2, 1
2022/9/8, 24, 10, 36, 6, 1
2022/9/9, 26, 9, 23, 6, 1
2022/9/10, 23, 12, 37, 2, 1
2022/9/11, 28, 13, 36, 2, 1
2022/9/12, 40, 15, 35, 4, 1
2022/9/13, 48, 15, 50, 5, 1
2022/9/14, 42, 17, 48, 4, 1
2022/9/15, 53, 17, 37, 4, 1
2022/9/16, 53, 12, 42, 3, 1
2022/9/17, 46, 13, 27, 4, 1
2022/9/18, 41, 12, 23, 1, 1
2022/9/19, 36, 14, 26, 1, 1
2022/9/20, 36, 10, 32, 1, 1
2022/9/21, 26, 10, 29, 3, 1
2022/9/22, 28, 10, 35, 5, 1
2022/9/23, 34, 9, 13, 3, 1
2022/9/24, 14, 12, 50, 2, 1
2022/9/25, 33, 14, 42, 2, 1
2022/9/26, 42, 16, 39, 4, 1
2022/9/27, 48, 16, 40, 5, 1
2022/9/28, 50, 12, 46, 5, 1
2022/9/29, 36, 12, 33, 4, 
2022/9/30, 29, 15, 52, 4, 1
2022/10/1, 46, 16, 49, 4, 1
2022/4/2, 28, 11, 39, 4, 1
2022/4/3, 43, 10, 28, 3, 1
2022/4/4, 30, 9, 42, 4, 1
2022/4/5, 31, 10, 42, 5, 1
2022/4/6, 34, 13, 51, 6, 3
2022/4/7, 44, 14, 53, 6, 2
2022/4/8, 55, 18, 61, 5, 1
2022/4/9, 61, 17, 66, 4, 1
2022/4/10, 61, 20, 50, 7, 2
2022/4/11, 67, 16, 40, 4, 1
2022/4/12, 61, 15, 32, 6, 2
2022/4/13, 50, 13, 30, 8, 2
2022/4/14, 41, 14, 29, 7, 2
2022/4/15, 52, 9, 31, 7, 1
2022/4/16, 17, 9, 43, 1, 1
2022/4/17, 28, 12, 53, 4, 1
2022/4/18, 44, 9, 39, 5, 1
2022/4/19, 35, 16, 72, 5, 1
2022/4/20, 55, 20, 64, 5, 1
2022/4/21, 68, 20, 31, 5, 1
2022/4/22, 61, 13, 45, 5, 1
2022/4/23, 34, 17, 53, 10, 2
2022/4/24, 56, 16, 29, 5, 1
2022/4/25, 53, 10, 38, 4, 1
2022/4/26, 21, 11, 23, 3, 1
2022/4/27, 31, 11, 31, 4, 1
2022/4/28, 24, 17, 50, 8, 1
2022/4/29, 53, 13, 42, 4, 1
2022/4/30, 30, 10, 46, 3, 1
2022/5/1, 27, 11, 44, 2, 1
2022/5/2, 36, 12, 46, 3, 2
2022/5/3, 43, 12, 48, 2, 1
2022/5/4, 41, 14, 54, 3, 1
2022/5/5, 51, 14, 49, 2, 1
2022/5/6, 50, 13, 41, 4, 2
2022/5/7, 49, 12, 45, 3, 2
2022/5/8, 43, 10, 45, 3, 1
2022/5/9, 37, 10, 30, 4, 1
2022/5/10, 33, 9, 39, 4, 1
2022/5/11, 33, 11, 37, 6, 2
2022/5/12, 37, 12, 22, 6, 1
2022/5/13, 31, 9, 17, 9, 1
2022/5/14, 19, 10, 36, 5, 1
2022/5/15, 24, 11, 39, 3, 1
2022/5/16, 44, 14, 40, 5, 3
2022/5/17, 51, 16, 41, 5, 1
2022/5/18, 57, 15, 62, 4, 1
2022/5/19, 61, 14, 67, 5, 2
2022/5/20, 58, 16, 51, 6, 3
2022/5/21, 61, 16, 42, 4, 1
2022/5/22, 58, 18, 61, 3, 1
2022/5/23, 60, 14, 66, 4, 1
2022/5/24, 58, 14, 57, 4, 1
2022/5/25, 55, 19, 52, 3, 1
2022/5/26, 66, 14, 38, 2, 1
2022/5/27, 49, 11, 50, 2, 1
2022/5/28, 32, 16, 60, 4, 1
2022/5/29, 53, 15, 74, 3, 2
2022/5/30, 58, 13, 40, 3, 1
2022/5/31, 44, 12, 48, 3, 1
2022/6/1, 32, 11, 49, 5, 1
2022/6/2, 44, 13, 62, 3, 1
2022/6/3, 49, 15, 63, 5, 2
2022/6/4, 55, 14, 57, 3, 1
2022/6/5, 49, 13, 33, 3, 1
2022/6/6, 50, 10, 37, 3, 1
2022/6/7, 22, 8, 39, 3, 1
2022/6/8, 15, 8, 41, 3, 1
2022/6/9, 22, 12, 42, 3, 1
2022/6/10, 39, 12, 36, 3, 1
2022/6/11, 43, 14, 26, 3, 1
2022/6/12, 51, 11, 42, 2, 1
2022/6/13, 37, 11, 39, 4, 2
2022/6/14, 39, 11, 28, 4, 1
2022/6/15, 37, 9, 31, 4, 2
2022/6/16, 18, 14, 42, 2, 1
2022/6/17, 43, 15, 42, 3, 2
2022/6/18, 50, 13, 26, 4, 1
2022/6/19, 48, 12, 34, 2, 1
2022/6/20, 34, 16, 24, 2, 1
2022/6/21, 49, 10, 13, 3, 1
2022/6/22, 24, 25, 31, 5, 2
2022/6/23, 50, 26, 27, 4, 1
2022/6/24, 61, 22, 11, 1, 1
2022/6/25, 55, 18, 21, 1, 
2022/6/26, 50, 14, 20, 1, 1
2022/6/27, 35, 16, 16, 3, 1
2022/6/28, 34, 25, 13, 1, 1
2022/6/29, 20, 21, 14, 1, 1
2022/6/30, 19, 17, 32, 4, 2
2022/7/1, 41, 26, 71, 6, 2
2022/1/4, 43, 14, 32, 4, 1
2022/1/5, 44, 10, 29, 3, 1
2022/1/6, 17, 11, 25, 4, 1
2022/1/7, 26, 12, 31, 3, 1
2022/1/8, 29, 13, 30, 4, 1
2022/1/9, 37, 15, 29, 5, 2
2022/1/10, 45, 18, 33, 4, 1
2022/1/11, 57, 15, 30, 6, 
2022/1/12, 44, 11, 28, 3, 
2022/1/13, 16, 14, 32, 2, 1
2022/1/14, 40, 11, 27, 3, 1
2022/1/15, 18, 11, 29, 6, 1
2022/1/16, 27, 14, 29, 3, 1
2022/1/17, 37, 16, 30, 5, 1
2022/1/18, 45, 11, 29, 2, 1
2022/1/19, 26, 11, 25, 7, 1
2022/1/20, 33, 11, 30, 6, 1
2022/1/21, 28, 12, 31, 3, 1
2022/1/22, 16, 12, 30, 5, 1
2022/1/23, 37, 22, 17, 4, 1
2022/1/24, 62, 10, 32, 4, 1
2022/1/25, 28, 11, 22, 8, 1
2022/1/26, 31, 15, 27, 8, 1
2022/1/27, 48, 16, 35, 6, 1
2022/1/28, 54, 15, 32, 7, 1
2022/1/29, 54, 14, 33, 6, 1
2022/1/30, 49, 13, 32, 4, 1
2022/1/31, 43, 11, 27, 7, 1
2022/2/1, 30, 12, 35, 5, 1
2022/2/2, 35, 17, 35, 4, 1
2022/2/3, 61, 18, 33, 7, 1
2022/2/4, 55, 11, 35, 4, 1
2022/2/5, 30, 11, 32, 1, 1
2022/2/6, 32, 11, 33, 1, 1
2022/2/7, 27, 12, 34, 5, 1
2022/2/8, 34, 13, 31, 5, 1
2022/2/9, 42, 14, 33, 6, 1
2022/2/10, 40, 12, 27, 6, 1
2022/2/11, 37, 14, 33, 7, 1
2022/2/12, 38, 12, 33, 4, 1
2022/2/13, 29, 12, 26, 2, 1
2022/2/14, 29, 15, 33, 6, 1
2022/2/15, 41, 15, 36, 5, 1
2022/2/16, 54, 11, 33, 2, 1
2022/2/17, 36, 13, 33, 1, 1
2022/2/18, 28, 11, 31, 5, 1
2022/2/19, 21, 12, 22, 6, 1
2022/2/20, 26, 12, 34, 3, 1
2022/2/21, 37, 13, 32, 1, 
2022/2/22, 30, 12, 33, 4, 1
2022/2/23, 34, 12, 34, 3, 1
2022/2/24, 40, 12, 35, 4, 1
2022/2/25, 35, 14, 38, 5, 1
2022/2/26, 41, 18, 41, 5, 2
2022/2/27, 54, 16, 40, 3, 1
2022/2/28, 60, 14, 37, 5, 1
2022/3/1, 46, 16, 24, 9, 1
2022/3/2, 50, 26, 39, 12, 1
2022/3/3, 80, 16, 40, 6, 1
2022/3/4, 58, 14, 39, 4, 2
2022/3/5, 55, 18, 44, 4, 2
2022/3/6, 58, 18, 36, 3, 1
2022/3/7, 59, 13, 32, 6, 1
2022/3/8, 41, 16, 35, 4, 1
2022/3/9, 45, 18, 39, 7, 1
2022/3/10, 60, 21, 45, 5, 2
2022/3/11, 69, 21, 46, 5, 2
2022/3/12, 68, 22, 43, 8, 3
2022/3/13, 75, 17, 37, 5, 2
2022/3/14, 56, 12, 33, 6, 3
2022/3/15, 29, 14, 45, 5, 2
2022/3/16, 50, 15, 45, 7, 3
2022/3/17, 48, 13, 43, 5, 2
2022/3/18, 53, 12, 31, 4, 1
2022/3/19, 35, 7, 35, 2, 1
2022/3/20, 12, 8, 36, 2, 1
2022/3/21, 12, 10, 36, 3, 2
2022/3/22, 21, 9, 30, 3, 
2022/3/23, 22, 12, 28, 6, 2
2022/3/24, 37, 16, 40, 5, 1
2022/3/25, 47, 18, 45, 3, 1
2022/3/26, 62, 16, 41, 1, 1
2022/3/27, 38, 8, 43, 2, 1
2022/3/28, 22, 10, 38, 4, 1
2022/3/29, 37, 13, 26, 5, 1
2022/3/30, 43, 13, 38, 5, 1
2022/3/31, 46, 12, 36, 7, 2
2022/4/1, 36, 10, 39, 1, 
2021/10/9, 52, 16, 33, 3, 
2021/10/10, 46, 13, 33, 3, 
2021/10/11, 36, 11, 28, 3, 1
2021/10/12, 31, 13, 25, 3, 
2021/10/13, 35, 11, 35, 5, 
2021/10/14, 34, 12, 36, 6, 
2021/10/15, 32, 10, 39, 4, 
2021/10/16, 48, 14, 51, 4, 1
2021/10/17, 55, 15, 42, 3, 1
2021/10/18, 15, 7, 28, 1, 
2021/10/19, 23, 8, 27, 1, 
2021/10/20, 32, 9, 22, 3, 1
2021/10/21, 20, 7, 29, 2, 
2021/10/22, 23, 8, 29, 4, 1
2021/10/23, 22, 9, 31, 2, 
2021/10/24, 23, 8, 33, 2, 
2021/10/25, 44, 12, 34, 3, 
2021/10/26, 34, 12, 28, 4, 
2021/10/27, 14, 7, 31, 5, 
2021/10/28, 26, 8, 30, 4, 1
2021/10/29, 38, 10, 39, 3, 
2021/10/30, 31, 10, 30, 3, 
2021/10/31, 41, 14, 33, 4, 1
2021/11/1, 38, 11, 30, 4, 1
2021/11/2, 37, 12, 31, 4, 1
2021/11/3, 55, 14, 44, 5, 1
2021/11/4, 45, 11, 37, 4, 1
2021/11/5, 34, 11, 33, 4, 1
2021/11/6, 38, 12, 37, 5, 
2021/11/7, 50, 15, 30, 4, 1
2021/11/8, 33, 11, 31, 2, 1
2021/11/9, 27, 11, 23, 5, 1
2021/11/10, 21, 9, 25, 3, 1
2021/11/11, 20, 8, 30, 3, 1
2021/11/12, 20, 7, 28, 3, 1
2021/11/13, 18, 7, 28, 3, 1
2021/11/14, 31, 10, 24, 4, 1
2021/11/15, 39, 11, 29, 3, 1
2021/11/16, 57, 17, 37, 5, 1
2021/11/17, 68, 21, 36, 6, 1
2021/11/18, 55, 16, 36, 5, 1
2021/11/19, 59, 18, 30, 6, 2
2021/11/20, 69, 22, 35, 5, 2
2021/11/21, 70, 25, 39, 7, 1
2021/11/22, 66, 24, 31, 6, 1
2021/11/23, 43, 16, 28, 4, 1
2021/11/24, 35, 11, 25, 2, 1
2021/11/25, 22, 8, 27, 4, 1
2021/11/26, 43, 12, 36, 5, 1
2021/11/27, 49, 14, 30, 8, 1
2021/11/28, 17, 7, 26, 3, 1
2021/11/29, 22, 9, 28, 2, 1
2021/11/30, 28, 10, 24, 5, 1
2021/12/1, 22, 8, 31, 2, 1
2021/12/2, 19, 8, 28, 1, 
2021/12/3, 21, 9, 22, 4, 1
2021/12/4, 33, 10, 25, 5, 1
2021/12/5, 18, 10, 27, 3, 1
2021/12/6, 17, 8, 26, 1, 1
2021/12/7, 58, 13, 17, 13, 1
2021/12/8, 27, 11, 13, 13, 1
2021/12/9, 33, 9, 31, 2, 1
2021/12/10, 36, 10, 23, 5, 1
2021/12/11, 36, 12, 19, 7, 3
2021/12/12, 44, 12, 25, 5, 1
2021/12/13, 52, 16, 32, 3, 1
2021/12/14, 24, 8, 31, 2, 1
2021/12/15, 27, 10, 26, 6, 1
2021/12/16, 50, 15, 27, 10, 1
2021/12/17, 43, 13, 35, 4, 1
2021/12/18, 37, 13, 34, 3, 1
2021/12/19, 11, 8, 29, 1, 1
2021/12/20, 19, 11, 29, 2, 1
2021/12/21, 34, 12, 29, 6, 1
2021/12/22, 51, 16, 30, 7, 1
2021/12/23, 43, 18, 27, 9, 1
2021/12/24, 32, 13, 29, 3, 1
2021/12/25, 57, 21, 18, 8, 1
