date, pm25, pm10, o3, no2, so2
2021/6/2, 52, 14, 53, 4, 1
2021/6/3, 43, 11, 47, 3, 1
2021/6/4, 35, 5, 29, 2, 1
2021/6/5, 16, 9, 42, 1, 1
2021/6/6, 29, 12, 48, 2, 1
2021/6/7, 42, 19, 74, 3, 1
2021/6/8, 56, 20, 69, 2, 1
2021/6/9, 61, 19, 78, 4, 1
2021/6/10, 60, 21, 89, 4, 1
2021/6/11, 65, 16, 46, 3, 1
2021/6/12, 49, 12, 42, 3, 1
2021/6/13, 36, 14, 23, 2, 1
2021/6/14, 43, 15, 42, 4, 1
2021/6/15, 51, 18, 63, 4, 1
2021/6/16, 55, 10, 35, 3, 1
2021/6/17, 33, 7, 42, 2, 1
2021/6/18, 21, 12, 39, 5, 1
2021/6/19, 37, , , , 
2021/5/2, 42, 4, 39, 1, 1
2021/5/3, 13, 8, 42, 1, 1
2021/5/4, 28, 13, 54, 2, 1
2021/5/5, 42, 11, 39, 2, 1
2021/5/6, 35, 9, 48, 2, 1
2021/5/7, 31, 14, 21, 4, 1
2021/5/8, 44, 22, 43, 2, 1
2021/5/9, 54, 33, 49, 1, 1
2021/5/10, 68, 10, 47, 2, 1
2021/5/11, 28, 9, 42, 2, 1
2021/5/12, 29, 14, 44, 4, 1
2021/5/13, 41, 11, 49, 3, 1
2021/5/14, 39, 10, 40, 3, 1
2021/5/15, 33, 12, 43, 3, 1
2021/5/16, 38, 8, 32, 1, 
2021/5/17, 25, 8, 10, 7, 1
2021/5/18, 19, 9, 36, 3, 1
2021/5/19, 23, 18, 24, 5, 1
2021/5/20, 47, 8, 14, 3, 1
2021/5/21, 22, 7, 26, 7, 1
2021/5/22, 17, 9, 41, 1, 1
2021/5/23, 29, 9, 42, 1, 1
2021/5/24, 28, 14, 38, 3, 1
2021/5/25, 48, 17, 49, 2, 1
2021/5/26, 46, 17, 40, 2, 1
2021/5/27, 45, 9, 30, 4, 1
2021/5/28, 29, 10, 56, 3, 1
2021/5/29, 35, 16, 51, 2, 1
2021/5/30, 49, 10, 47, 1, 1
2021/5/31, 34, 13, 64, 3, 1
2021/6/1, 43, 17, 75, 4, 1
2021/4/11, 37, 11, 45, 2, 1
2021/4/12, 40, 11, 44, 2, 1
2021/4/13, 42, 7, 30, 3, 1
2021/4/14, 29, 4, 43, 1, 1
2021/4/15, 17, 8, 42, 3, 1
2021/4/16, 28, 11, 26, 4, 1
2021/4/17, 43, 4, 24, 2, 1
2021/4/18, 18, 12, 39, 1, 1
2021/4/19, 33, 16, 43, 2, 1
2021/4/20, 48, 19, 69, 2, 1
2021/4/21, 58, 16, 45, 2, 1
2021/4/22, 53, 14, 27, 3, 1
2021/4/23, 52, , , , 
2021/3/2, 41, 4, 33, 3, 1
2021/3/3, 15, 6, 35, 3, 1
2021/3/4, 25, 10, 31, 6, 1
2021/3/5, 35, 10, 10, 4, 1
2021/3/6, 43, 5, 35, 2, 
2021/3/7, 20, 8, 33, 1, 1
2021/3/8, 27, 8, 28, 3, 1
2021/3/9, 26, 8, 29, 5, 1
2021/3/10, 28, 10, 41, 3, 1
2021/3/11, 37, 12, 42, 6, 1
2021/3/12, 36, 15, 27, 7, 1
2021/3/13, 49, 2, 39, 1, 1
2021/3/14, 11, 6, 38, 1, 
2021/3/15, 22, 9, 40, 3, 
2021/3/16, 32, 14, 25, 5, 
2021/3/17, 49, 16, 37, 3, 
2021/3/18, 42, 16, 36, 5, 
2021/3/19, 45, 13, 40, 4, 
2021/3/20, 42, , , , 
2021/2/2, 46, 7, 31, 5, 1
2021/2/3, 35, 6, 32, 2, 1
2021/2/4, 39, 9, 19, 9, 1
2021/2/5, 46, 8, 28, 8, 1
2021/2/6, 45, 9, 34, 4, 1
2021/2/7, 48, 21, 41, 3, 1
2021/2/8, 73, 12, 30, 3, 1
2021/2/9, 48, 4, 30, 3, 1
2021/2/10, 29, 8, 33, 5, 1
2021/2/11, 43, 12, 39, 3, 1
2021/2/12, 56, 14, 26, 9, 1
2021/2/13, 63, 14, 34, 6, 1
2021/2/14, 60, 13, 36, 4, 
2021/2/15, 54, 6, 40, 3, 
2021/2/16, 28, 8, 34, 2, 
2021/2/17, 23, 7, 34, 3, 1
2021/2/18, 28, 3, 27, 4, 1
2021/2/19, 17, 6, 28, 6, 1
2021/2/20, 25, 14, 33, 6, 1
2021/2/21, 45, 22, 47, 4, 1
2021/2/22, 67, 21, 43, 7, 1
2021/2/23, 66, 12, 38, 2, 
2021/2/24, 41, 6, 36, 2, 1
2021/2/25, 21, 6, 34, 5, 1
2021/2/26, 25, 6, 32, 4, 1
2021/2/27, 22, 7, 38, 2, 
2021/2/28, 24, 11, 38, 4, 1
2021/3/1, 40, 12, 34, 6, 1
2021/1/5, 27, 5, 27, 4, 1
2021/1/6, 40, 7, 28, 4, 1
2021/1/7, 31, 5, 28, 3, 1
2021/1/8, 28, 3, 26, 4, 
2021/1/9, 20, 4, 30, 4, 1
2021/1/10, 30, 5, 25, 4, 1
2021/1/11, 27, 7, 20, 6, 
2021/1/12, 34, 6, 12, 8, 1
2021/1/13, 36, 8, 25, 4, 1
2021/1/14, 39, 22, 25, 8, 1
2021/1/15, 68, 29, 21, 9, 1
2021/1/16, 79, 17, 13, 8, 1
2021/1/17, 58, 5, 27, 3, 1
2021/1/18, 29, 7, 26, 6, 1
2021/1/19, 39, 5, 30, 3, 1
2021/1/20, 24, 5, 27, 7, 1
2021/1/21, 32, 11, 26, 9, 1
2021/1/22, 49, 13, 18, 8, 1
2021/1/23, 60, 5, 19, 7, 1
2021/1/24, 29, 4, 19, 3, 1
2021/1/25, 28, 6, 24, 6, 1
2021/1/26, 34, 11, 18, 8, 1
2021/1/27, 53, 6, 32, 3, 1
2021/1/28, 29, 10, 17, 8, 1
2021/1/29, 52, 5, 29, 3, 1
2021/1/30, 23, 5, 29, 2, 1
2021/1/31, 33, 7, 29, 2, 
2021/2/1, 33, 10, 15, 9, 1
2020/10/2, 44, 13, 48, 3, 1
2020/10/3, 51, 19, 31, 2, 1
2020/10/4, 65, 18, 24, 2, 1
2020/10/5, 63, 14, 34, 2, 1
2020/10/6, 52, 8, 25, 3, 1
2020/10/7, 37, 9, 16, 4, 1
2020/10/8, 40, 5, 15, 5, 1
2020/10/9, 29, 6, 10, 4, 2
2020/10/10, 19, 5, 9, 5, 3
2020/10/11, 17, 7, 23, 2, 4
2020/10/12, 24, 12, 30, 2, 4
2020/10/13, 40, 10, 30, 2, 4
2020/10/14, 36, 11, 34, 2, 4
2020/10/15, 39, 7, 32, 2, 4
2020/10/16, 28, 8, 30, 3, 5
2020/10/17, 30, 6, 17, 2, 4
2020/10/18, 28, 6, 17, 1, 
2020/10/19, 25, 11, 1, 5, 4
2020/10/20, 44, 10, 25, 3, 4
2020/10/21, 41, 14, 37, 4, 1
2020/10/22, 51, 14, 15, 4, 3
2020/10/23, 50, 10, 28, 3, 2
2020/10/24, 30, 8, 30, 1, 4
2020/10/25, 31, 8, 31, 1, 
2020/10/26, 30, 9, 32, 2, 4
2020/10/27, 37, 14, 30, 4, 5
2020/10/28, 50, 11, 16, 4, 4
2020/10/29, 44, 11, 36, 2, 4
2020/10/30, 40, 7, 31, 3, 4
2020/10/31, 29, 10, 28, 3, 5
2020/11/1, 39, 12, 26, 2, 5
2020/11/2, 50, 9, 7, 6, 4
2020/11/3, 37, 8, 31, 1, 4
2020/11/4, 29, 7, 25, 3, 
2020/11/5, 28, 9, 26, 4, 3
2020/11/6, 35, 11, 14, 4, 5
2020/11/7, 47, 14, 8, 4, 4
2020/11/8, 56, 16, 37, 1, 4
2020/11/9, 50, 10, 24, 2, 4
2020/11/10, 33, 5, 25, 2, 3
2020/11/11, 23, 5, 30, 3, 3
2020/11/12, 27, 10, 25, 5, 5
2020/11/13, 40, 13, 27, 4, 4
2020/11/14, 51, 14, 28, 5, 4
2020/11/15, 53, 15, 29, 3, 6
2020/11/16, 56, 16, 30, 4, 4
2020/11/17, 57, 18, 30, 8, 4
2020/11/18, 64, 22, 35, 7, 1
2020/11/19, 71, 18, 30, 5, 1
2020/11/20, 58, 10, 19, 5, 
2020/11/21, 35, 6, 24, 1, 
2020/11/22, 25, 12, 14, 2, 
2020/11/23, 44, 7, 27, 1, 
2020/11/24, 33, 7, 23, 5, 1
2020/11/25, 31, 12, 17, 7, 1
2020/11/26, 49, 9, 23, 5, 
2020/11/27, 40, 7, 24, 6, 
2020/11/28, 31, 5, 25, 2, 
2020/11/29, 22, 7, 21, 2, 
2020/11/30, 30, 7, 29, 2, 1
2020/12/1, 29, 6, 27, 5, 
2020/12/2, 30, 9, 22, 7, 
2020/12/3, 36, 8, 29, 5, 1
2020/12/4, 39, 4, 28, 4, 1
2020/12/5, 18, 4, 29, 3, 1
2020/12/6, 22, 7, 26, 3, 1
2020/12/7, 31, 9, 27, 6, 1
2020/12/8, 39, 10, 32, 4, 1
2020/12/9, 39, 10, 23, 8, 1
2020/12/10, 43, 9, 21, 7, 1
2020/12/11, 41, 9, 23, 8, 1
2020/12/12, 38, 8, 33, 4, 1
2020/12/13, 36, 9, 27, 4, 1
2020/12/14, 43, 5, 25, 5, 1
2020/12/15, 30, 3, 24, 5, 1
2020/12/16, 15, 3, 20, 7, 
2020/12/17, 24, 3, 21, 5, 
2020/12/18, 21, 5, 13, 5, 1
2020/12/19, 32, 4, 25, 3, 1
2020/12/20, 28, 3, 27, 2, 
2020/12/21, 23, 5, 22, 7, 
2020/12/22, 28, 9, 27, 8, 1
2020/12/23, 42, 11, 25, 7, 1
2020/12/24, 51, 12, 10, 9, 1
2020/12/25, 56, 7, 30, 5, 1
2020/12/26, 35, 8, 15, 7, 
2020/12/27, 40, 12, 24, 4, 
2020/12/28, 52, 10, 27, 4, 
2020/12/29, 48, 14, 16, 7, 
2020/12/30, 55, 9, 29, 4, 
2020/12/31, 44, 1, 26, 2, 
2021/1/1, 14, 1, 21, 1, 
2021/1/2, 16, , , , 
