date, pm25, pm10, o3, no2, so2
2021/6/1, 65, 24, 52, 12, 1
2021/6/2, 69, 11, 28, 8, 1
2021/6/3, 33, 7, 44, 8, 
2021/6/4, 23, 10, 22, 7, 
2021/6/5, 36, 13, 40, 6, 1
2021/6/6, 46, 16, 41, 9, 1
2021/6/7, 53, 16, 34, 9, 1
2021/6/8, 55, 21, 47, 13, 1
2021/6/9, 61, 31, 76, 11, 1
2021/6/10, 83, 18, 31, 9, 1
2021/6/11, 57, 9, 25, 4, 
2021/6/12, 32, 9, 28, 5, 
2021/6/13, 28, 15, 38, 8, 1
2021/6/14, 45, 23, 24, 13, 1
2021/6/15, 62, 6, 28, 5, 1
2021/6/16, 17, 17, 34, 7, 1
2021/6/17, 38, 12, 18, 10, 1
2021/6/18, 36, , , , 
2021/5/1, 44, 11, 45, 3, 
2021/5/2, 43, 8, 45, 4, 1
2021/5/3, 35, 12, 43, 3, 4
2021/5/4, 48, 14, 50, 2, 1
2021/5/5, 41, 14, 48, 11, 1
2021/5/6, 50, 19, 44, 6, 1
2021/5/7, 58, 33, 66, 7, 1
2021/5/8, 83, 36, 66, 4, 1
2021/5/9, 87, 20, 45, 14, 1
2021/5/10, 62, 22, 44, 21, 1
2021/5/11, 66, 17, 38, 9, 1
2021/5/12, 47, 8, 28, 10, 1
2021/5/13, 31, 18, 37, 18, 1
2021/5/14, 59, 11, 26, 5, 2
2021/5/15, 32, 13, 25, 1, 1
2021/5/16, 20, 14, 34, 8, 1
2021/5/17, 37, 10, 35, 8, 3
2021/5/18, 31, 10, 42, 10, 4
2021/5/19, 36, 12, 30, 10, 4
2021/5/20, 29, 9, 54, 3, 4
2021/5/21, 35, 10, 55, 3, 4
2021/5/22, 41, 15, 55, 5, 5
2021/5/23, 52, 10, 46, 7, 2
2021/5/24, 42, 24, 59, 5, 1
2021/5/25, 69, 22, 39, 10, 1
2021/5/26, 65, 9, 47, 5, 1
2021/5/27, 25, 13, 49, 5, 
2021/5/28, 48, 15, 51, 4, 
2021/5/29, 50, 12, 55, 7, 
2021/5/30, 47, 18, 59, 11, 1
2021/5/31, 61, 22, 62, 16, 1
2021/4/1, 66, 29, 40, 8, 1
2021/4/2, 64, 13, 38, 8, 1
2021/4/3, 38, 7, 38, 2, 
2021/4/4, 15, 9, 38, 1, 1
2021/4/5, 24, 6, 34, 9, 1
2021/4/6, 22, 10, 51, 14, 1
2021/4/7, 39, 14, 51, 17, 1
2021/4/8, 53, 13, 39, 14, 1
2021/4/9, 48, 10, 34, 7, 1
2021/4/10, 34, 8, 40, 10, 2
2021/4/11, 37, 10, 28, 11, 1
2021/4/12, 37, 9, 42, 4, 
2021/4/13, 24, 12, 38, 4, 
2021/4/14, 40, 7, 40, 14, 
2021/4/15, 34, 10, 28, 10, 2
2021/4/16, 42, 16, 40, 6, 
2021/4/17, 53, 8, 37, 3, 1
2021/4/18, 30, 9, 52, 6, 1
2021/4/19, 41, 15, 73, 11, 1
2021/4/20, 51, 20, 71, 20, 2
2021/4/21, 64, 18, 64, 24, 2
2021/4/22, 64, 16, 43, 14, 1
2021/4/23, 58, 17, 39, 10, 
2021/4/24, 53, 15, 44, 4, 
2021/4/25, 40, 8, 38, 5, 1
2021/4/26, 30, 11, 33, 16, 1
2021/4/27, 44, 11, 27, 10, 1
2021/4/28, 42, 12, 43, 5, 
2021/4/29, 32, 21, 58, 5, 1
2021/4/30, 66, 13, 48, 4, 1
2021/3/1, 22, 5, 35, 2, 6
2021/3/2, 21, 9, 32, 6, 1
2021/3/3, 33, 9, 21, 15, 2
2021/3/4, 41, 6, 22, 12, 
2021/3/5, 21, 14, 37, 10, 
2021/3/6, 41, 11, 33, 3, 
2021/3/7, 43, 7, 34, 6, 1
2021/3/8, 30, 8, 31, 17, 1
2021/3/9, 35, 19, 41, 18, 1
2021/3/10, 51, 23, 33, 22, 2
2021/3/11, 65, 16, 34, 17, 1
2021/3/12, 44, 18, 40, 3, 1
2021/3/13, 50, 25, 45, 8, 1
2021/3/14, 72, 24, 43, 13, 1
2021/3/15, 69, 13, 36, 10, 1
2021/3/16, 44, 29, 38, 14, 1
2021/3/17, 66, 23, 25, 21, 2
2021/3/18, 61, 23, 34, 18, 3
2021/3/19, 62, 17, 27, 10, 2
2021/3/20, 46, 11, 39, 6, 1
2021/3/21, 35, 12, 37, 6, 1
2021/3/22, 51, 18, 45, 10, 1
2021/3/23, 55, 18, 40, 13, 1
2021/3/24, 57, 15, 45, 17, 1
2021/3/25, 52, 18, 59, 22, 1
2021/3/26, 59, 16, 44, 11, 5
2021/3/27, 59, 17, 64, 5, 1
2021/3/28, 46, 51, 42, 11, 1
2021/3/29, 107, 89, 36, 13, 
2021/3/30, 156, , , , 
2021/2/1, 54, 23, 31, 6, 1
2021/2/2, 60, 10, 30, 6, 1
2021/2/3, 38, 13, 37, 14, 1
2021/2/4, 49, 15, 23, 16, 1
2021/2/5, 53, 12, 33, 10, 1
2021/2/6, 37, 30, 45, 10, 1
2021/2/7, 80, 18, 31, 9, 1
2021/2/8, 51, 5, 31, 8, 1
2021/2/9, 25, 7, 34, 17, 3
2021/2/10, 33, 22, 39, 20, 6
2021/2/11, 68, 28, 23, 32, 3
2021/2/12, 81, 25, 26, 23, 1
2021/2/13, 68, 10, 25, 11, 2
2021/2/14, 38, 14, 35, 7, 1
2021/2/15, 35, 8, 32, 4, 1
2021/2/16, 28, 9, 32, 3, 1
2021/2/17, 35, 8, 29, 4, 
2021/2/18, 42, 13, 30, 11, 1
2021/2/19, 51, 14, 48, 6, 1
2021/2/20, 51, 17, 45, 3, 1
2021/2/21, 55, 13, 44, 7, 1
2021/2/22, 43, 18, 38, 3, 
2021/2/23, 57, 9, 31, 13, 1
2021/2/24, 42, 13, 24, 18, 1
2021/2/25, 50, 7, 26, 7, 1
2021/2/26, 22, 8, 30, 6, 
2021/2/27, 31, 8, 28, 7, 
2021/2/28, 34, 6, 33, 7, 2
2021/1/4, 37, 11, 30, 20, 1
2021/1/5, 49, 7, 32, 6, 1
2021/1/6, 27, 10, 27, 3, 
2021/1/7, 33, 6, 28, 4, 
2021/1/8, 25, 6, 28, 3, 
2021/1/9, 24, 7, 27, 4, 
2021/1/10, 27, 13, 24, 8, 1
2021/1/11, 52, 14, 24, 14, 1
2021/1/12, 50, 21, 23, 14, 1
2021/1/13, 62, 29, 25, 21, 2
2021/1/14, 65, 27, 32, 15, 7
2021/1/15, 65, 32, 33, 8, 4
2021/1/16, 69, 8, 31, 2, 2
2021/1/17, 26, 16, 32, 8, 1
2021/1/18, 49, 10, 33, 8, 1
2021/1/19, 36, 14, 21, 26, 1
2021/1/20, 48, 25, 14, 32, 1
2021/1/21, 73, 20, 18, 18, 2
2021/1/22, 55, 11, 21, 17, 
2021/1/23, 32, 9, 31, 3, 
