date, pm10, o3, no2, so2, co
2019/11/15, 47, 55, 31, 9, 
2019/11/16, 53, 76, 28, 12, 
2019/11/17, 57, 41, 29, 8, 
2019/11/18, 74, 42, 20, 10, 
2019/11/19, 90, 35, 16, 9, 
2019/11/20, 65, 29, 20, 8, 
2019/11/21, 54, 41, 14, 11, 
2019/11/22, 50, 53, 28, 11, 
2019/11/23, 61, 53, 26, 10, 
2019/11/24, 49, 53, 28, 11, 
2019/11/25, 39, 49, 26, 7, 
2019/11/26, 41, 48, 27, 6, 
2019/11/27, 42, 50, 29, 11, 
2019/11/28, 50, 40, 35, 8, 
2019/11/29, 47, 50, 35, 6, 
2019/11/30, 54, 39, 34, 9, 
2019/12/1, 59, 42, 21, 10, 
2019/12/2, 61, 57, 21, 10, 
2019/12/3, 55, 50, 18, 7, 
2019/12/4, 53, 53, 24, 9, 
2019/12/5, 52, 42, 34, 8, 
2019/12/6, 59, 55, 22, 8, 
2019/12/7, 54, 42, 24, 5, 
2019/12/8, 51, 35, 20, 7, 
2019/12/9, 48, 37, 24, 9, 
2019/12/10, 46, 32, 23, 8, 
2019/12/11, 54, 31, 18, 6, 
2019/12/12, 52, 38, 10, 9, 
2019/12/13, 47, 13, 23, 8, 
2019/12/14, 56, 36, 24, 9, 
2019/12/15, 52, 25, 30, 9, 
2019/12/16, 53, 31, 22, 8, 
2019/12/17, 61, 30, 15, 8, 
2019/12/18, 86, 34, 16, 7, 
2019/12/19, 119, 40, 9, 10, 
2019/12/20, 57, 41, 16, 7, 
2019/12/21, 40, 40, 19, 6, 
2019/12/22, 47, 39, 28, 7, 
2019/12/23, 44, 37, 32, 9, 
2019/12/24, 40, 39, 34, 10, 
2019/12/25, 46, 40, 33, 8, 
2019/12/26, 45, 30, 39, 6, 
2019/12/27, 52, 48, 30, 5, 
2019/12/28, 57, 42, 37, 7, 
2019/12/29, 53, 38, 30, 8, 
2019/12/30, 58, , , , 
2019/7/16, 73, 89, 22, 4, 
2019/7/17, 58, 63, 26, 4, 
2019/7/18, 75, 53, 17, 4, 
2019/7/19, 68, 51, 10, 4, 
2019/7/20, 71, , , , 
2019/7/21, 78, 44, 10, 4, 
2019/7/22, 338, 47, 10, 4, 
2019/7/23, 231, 39, 11, 4, 
2019/7/24, 164, 33, 10, 4, 
2019/7/25, 166, 26, 10, 4, 
2019/7/26, 150, 28, 9, 4, 
2019/7/27, 130, 40, 17, 4, 
2019/7/28, 139, 28, 20, 4, 
2019/7/29, 150, 25, 13, 4, 
2019/7/30, 160, 25, 13, 4, 
2019/7/31, 167, 40, 12, 4, 
2019/8/1, 182, 44, 19, 5, 
2019/8/2, 130, 76, 12, 4, 
2019/8/3, 90, 66, 29, 5, 
2019/8/4, 72, 69, 16, 4, 
2019/8/5, 83, 92, 9, 5, 
2019/8/6, 82, 89, 13, 4, 
2019/8/7, 87, 92, 21, 5, 
2019/8/8, 121, 101, 7, 4, 
2019/8/9, 105, 101, 5, 5, 
2019/8/10, 89, 63, 7, 4, 
2019/8/11, 147, 91, 4, 4, 
2019/8/12, 165, 90, 5, 4, 
2019/8/13, 78, 66, 6, 4, 
2019/8/14, 73, 83, 14, 4, 
2019/8/15, 89, 52, 7, 4, 
2019/8/16, 129, 54, 7, 4, 
2019/8/17, 169, 51, 8, 4, 
2019/8/18, 179, 54, 7, 4, 
2019/8/19, 142, 61, 7, 4, 
2019/8/20, 166, 35, 9, 4, 
2019/8/21, 240, 33, 9, 5, 
2019/8/22, 199, 63, 11, 4, 
2019/8/23, 125, 48, 9, 4, 
2019/8/24, 109, 31, 12, 4, 
2019/8/25, 133, 45, 17, 6, 
2019/8/26, 97, 44, 15, 4, 
2019/8/27, 86, 73, 13, 5, 
2019/8/28, 89, 36, 26, 4, 
2019/8/29, 98, 66, 17, 5, 
2019/8/30, 81, 71, 16, 5, 
2019/8/31, 72, 61, 13, 6, 
2019/9/1, 59, 57, 18, 5, 
2019/9/2, 75, 64, 12, 4, 
2019/9/3, 94, 52, 18, 4, 
2019/9/4, 102, 73, 16, 5, 
2019/9/5, 108, 76, 9, 5, 
2019/9/6, 83, 65, 8, 4, 
2019/9/7, 75, 57, 10, 5, 
2019/9/8, 75, 53, 12, 3, 
2019/9/9, 75, 52, 10, 3, 
2019/9/10, 64, 77, 10, 3, 
2019/9/11, 65, 57, 8, 6, 
2019/9/12, 73, 54, 10, 6, 
2019/9/13, 88, 53, 6, 6, 
2019/9/14, 75, 73, 9, 6, 
2019/9/15, 57, 88, 11, 5, 
2019/9/16, 58, 38, 8, 6, 
2019/9/17, 86, 40, 11, 6, 
2019/9/18, 108, 74, 10, 6, 
2019/9/19, 97, 48, 9, 5, 
2019/9/20, 107, 42, 11, 6, 
2019/9/21, 98, 63, 12, 6, 
2019/9/22, 78, 72, 15, 7, 
2019/9/23, 81, 96, 21, 6, 
2019/9/24, 89, 58, 12, 6, 
2019/9/25, 100, 38, 10, 5, 
2019/9/26, 163, 40, 7, 6, 
2019/9/27, 227, 59, 9, 6, 
2019/9/28, 77, 51, 13, 5, 
2019/9/29, 90, 41, 15, 6, 
2019/9/30, 93, 50, 13, 5, 
2019/10/1, 89, 54, 16, 5, 
2018/10/2, 115, 76, 18, 5, 
2018/10/3, 105, 74, 22, 5, 
2018/10/4, 56, 70, 23, 6, 
2018/10/5, 61, 90, 16, 10, 
2018/10/6, 91, 90, 16, 8, 
2018/10/7, 127, 81, 26, 2, 
2018/10/8, 138, 62, 17, 2, 
2018/10/9, 63, 67, 23, 5, 
2018/10/10, 70, 62, 17, 1, 
2018/10/11, 96, 61, 21, 1, 
2018/10/12, 92, 67, 20, 1, 
2018/10/13, 101, 55, 20, , 
2018/10/14, 85, 44, 22, 1, 
2018/10/15, 71, 44, 17, 4, 
2018/10/16, 57, 51, 18, 7, 
2018/10/17, 61, 84, 18, 3, 
2018/10/18, 72, 79, 23, 3, 
2018/10/19, 69, 56, 18, 2, 
2018/10/20, 62, 56, 22, 1, 
2018/10/21, 59, 51, 22, 1, 
2018/10/22, 66, 77, 22, 2, 
2018/10/23, 71, 49, 20, 2, 
2018/10/24, 72, 52, 17, 3, 
2018/10/25, 66, 63, 18, 3, 
2018/10/26, 79, 83, 19, 5, 
2018/10/27, 83, 77, 25, 3, 
2018/10/28, 74, 58, 12, 2, 
2018/10/29, 68, 57, 17, 2, 
2018/10/30, 48, 55, 14, 1, 
2018/10/31, 60, 71, 23, 4, 
2018/11/1, 68, 68, 19, 2, 
2018/11/2, 63, 64, 14, 1, 
2018/11/3, 66, 56, 13, 1, 
2018/11/4, 97, 58, 21, , 
2018/11/5, 68, 53, 31, 1, 
2018/11/6, 66, 49, 27, 1, 
2018/11/7, 91, 59, 24, , 
2018/11/8, 143, 58, 24, 2, 
2018/11/9, 105, 69, 19, 4, 
2018/11/10, 75, 58, 18, 5, 
2018/11/11, 69, 52, 20, 1, 
2018/11/12, 57, 48, 18, 1, 
2018/11/13, 44, 60, 19, 1, 
2018/11/14, 37, 62, 22, 1, 
2018/11/15, 33, 60, 28, 2, 
2018/11/16, 45, 33, 28, , 
2018/11/17, 59, , , , 
2018/11/19, 67, 65, 15, 3, 
2018/11/20, 55, 64, 22, 2, 
2018/11/21, 54, 66, 15, 4, 
2018/11/22, 43, 67, 27, 4, 
2018/11/23, 48, 25, 43, , 
2018/11/24, 48, 37, 34, 3, 
2018/11/25, 40, 57, 15, 1, 
2018/11/26, 60, 48, 13, 1, 
2018/11/27, 62, 60, 17, 1, 
2018/11/28, 33, 57, 15, 2, 
2018/11/29, 32, 72, 27, 5, 
2018/11/30, 32, 64, 25, 1, 
2018/12/1, 41, 51, 26, 2, 
2018/12/2, 47, 56, 28, 3, 
2018/12/3, 53, 51, 25, 6, 
2018/12/4, 49, 65, 32, 5, 
2018/12/5, 58, 60, 33, 5, 
2018/12/6, 84, 58, 32, 4, 
2018/12/7, 73, 56, 25, 4, 
2018/12/8, 69, 57, 29, 3, 
2018/12/9, 77, 53, 32, 5, 
2018/12/10, 55, 53, 31, 3, 
2018/12/11, 46, 52, 23, 4, 
2018/12/12, 55, 54, 18, 4, 
2018/12/13, 54, 57, 33, 7, 
2018/12/14, 52, 81, 23, 4, 
2018/12/15, 39, 65, 20, 3, 
2018/12/16, 35, 55, 21, 2, 
2018/12/17, 30, 59, 27, 2, 
2018/12/18, 22, 57, 39, 4, 
2018/12/19, 35, 58, 33, 6, 
2018/12/20, 45, 58, 26, 4, 
2018/12/21, 40, 58, 29, 6, 
2018/12/22, 63, 57, 27, 5, 
2018/12/23, 68, 55, 18, 4, 
2018/12/24, 62, 59, 23, 5, 
2018/12/25, 27, 58, 28, 6, 
2018/12/26, 29, 66, 32, 5, 
2018/12/27, 28, 70, 33, 5, 
2018/12/28, 40, 64, 33, 3, 
2018/12/29, 43, 49, 34, 4, 
2018/12/30, 31, 61, 32, 4, 
2018/12/31, 35, , , , 
2018/7/2, 177, 79, 21, 6, 
2018/7/3, 158, 99, 16, 24, 
2018/7/4, 159, 92, 16, 7, 
2018/7/5, 113, 80, 14, 2, 
2018/7/6, 140, 43, 11, 2, 
2018/7/7, 323, 44, 10, 1, 
2018/7/8, 330, 46, 17, 3, 
2018/7/9, 180, 93, 14, 10, 
2018/7/10, 167, 94, 17, 7, 
2018/7/11, 160, , , , 
2018/7/22, 132, 87, 15, 8, 
2018/7/23, 118, 88, 7, 7, 
2018/7/24, 104, 98, 16, 5, 
2018/7/25, 69, 114, 23, 14, 
2018/7/26, 76, 106, 21, 15, 
2018/7/27, 60, 87, 20, 12, 
2018/7/28, 59, 76, 12, 3, 
2018/7/29, 149, 54, 15, 3, 
2018/7/30, 166, 66, 12, 6, 
2018/7/31, 397, 78, 15, 20, 
2018/8/1, 433, 93, 10, 19, 
2018/8/2, 128, 67, 9, 10, 
2018/8/3, 93, , , , 
2018/8/5, 73, 95, 30, 23, 
2018/8/6, 60, 111, 26, 23, 
2018/8/7, 67, 105, 18, 10, 
2018/8/8, 93, 99, 8, 7, 
2018/8/9, 347, 68, 14, 3, 
2018/8/10, 178, 62, 10, 2, 
2018/8/11, 352, 56, 14, 3, 
2018/8/12, 206, 105, 12, 7, 
2018/8/13, 208, 96, 12, 14, 
2018/8/14, 91, 88, 6, 13, 
2018/8/15, 111, 79, 7, 7, 
2018/8/16, 146, 88, 10, 6, 
2018/8/17, 108, 66, 12, 4, 
2018/8/18, 98, 80, 8, 9, 
2018/8/19, 91, 75, 11, 8, 
2018/8/20, 117, 76, 12, 7, 
2018/8/21, 132, 101, 6, 8, 
2018/8/22, 97, 90, 6, 4, 
2018/8/23, 151, 73, 8, 4, 
2018/8/24, 166, 107, 7, 6, 
2018/8/25, 157, 72, 10, 3, 
2018/8/26, 171, 86, 12, 7, 
2018/8/27, 155, 75, 15, 4, 
2018/8/28, 149, 59, 18, 2, 
2018/8/29, 172, 55, 18, 2, 
2018/8/30, 174, 46, 20, 2, 
2018/8/31, 163, 55, 19, 4, 
2018/9/1, 140, 96, 27, 9, 
2018/9/2, 115, 78, 18, 3, 
2018/9/3, 148, 91, 22, 3, 
2018/9/4, 168, 52, 22, 3, 
2018/9/5, 164, 49, 19, 2, 
2018/9/6, 164, 60, 21, 3, 
2018/9/7, 158, 92, 16, 4, 
2018/9/8, 131, 80, 12, 5, 
2018/9/9, 122, 103, 13, 6, 
2018/9/10, 151, 60, 18, 3, 
2018/9/11, 171, 48, 16, 1, 
2018/9/12, 130, 49, 20, 3, 
2018/9/13, 112, 74, 18, 12, 
2018/9/14, 95, 72, 12, 9, 
2018/9/15, 105, 52, 22, 4, 
2018/9/16, 101, 49, 23, 3, 
2018/9/17, 84, 48, 23, 3, 
2018/9/18, 81, 52, 22, 2, 
2018/9/19, 92, 43, 20, 2, 
2018/9/20, 101, 52, 19, 5, 
2018/9/21, 95, 100, 15, 3, 
2018/9/22, 93, 64, 20, 4, 
2018/9/23, 90, 67, 24, 4, 
2018/9/24, 99, 47, 21, 2, 
2018/9/25, 90, 61, 25, 11, 
2018/9/26, 90, 81, 24, 10, 
2018/9/27, 88, 100, 23, 4, 
2018/9/28, 65, 69, 9, 2, 
2018/9/29, 82, 54, 18, 3, 
2018/9/30, 75, 45, 21, 3, 
2018/10/1, 101, 72, 18, 14, 
2018/4/2, 92, 63, 15, 7, 
2018/4/3, 77, 62, 20, 7, 
2018/4/4, 59, 48, 29, 4, 
2018/4/5, 63, 55, 23, 7, 
2018/4/6, 70, 49, 23, 5, 
2018/4/7, 64, 45, 21, 6, 
2018/4/8, 72, 45, 19, 3, 
2018/4/9, 62, 46, 19, 3, 
2018/4/10, 69, 52, 21, 4, 
2018/4/11, 86, 52, 17, 3, 
2018/4/12, 71, 47, 18, 3, 
2018/4/13, 62, 47, 18, 2, 
2018/4/14, 61, 46, 11, 3, 
2018/4/15, 57, 62, 17, 5, 
2018/4/16, 65, 55, 21, 3, 
2018/4/17, 58, 41, 16, 1, 
2018/4/18, 97, 59, 10, 3, 
2018/4/19, 117, 82, 7, 7, 
2018/4/20, 75, 95, 9, 7, 
2018/4/21, 69, 86, 28, 5, 
2018/4/22, 75, 60, 29, 3, 
2018/4/23, 77, 52, 16, 2, 
2018/4/24, 93, 59, 17, 1, 
2018/4/25, 94, 60, 11, 4, 
2018/4/26, 101, , , , 
2018/4/29, 100, 48, 24, 4, 
2018/4/30, 87, 58, 13, 3, 
2018/5/1, 83, 65, 19, 6, 
2018/5/2, 81, 58, 16, 6, 
2018/5/3, 76, 55, 20, 6, 
2018/5/4, 77, 50, 18, 3, 
2018/5/5, 79, 56, 19, 8, 
2018/5/6, 82, 60, 10, 10, 
2018/5/7, 80, 67, 11, 8, 
2018/5/8, 78, 58, 24, 6, 
2018/5/9, 83, 59, 20, 4, 
2018/5/10, 78, 54, 16, 2, 
2018/5/11, 63, 60, 8, 3, 
2018/5/12, 57, 43, 26, 1, 
2018/5/13, 40, 38, 13, 3, 
2018/5/14, 62, 62, 12, 2, 
2018/5/15, 74, 66, 12, 3, 
2018/5/16, 49, 56, 18, 3, 
2018/5/17, 24, 66, 12, 5, 
2018/5/18, 13, 76, 11, 6, 
2018/5/19, 51, 73, 22, 12, 
2018/5/20, 43, 76, 11, 5, 
2018/5/21, 48, 81, 15, 6, 
2018/5/22, 38, 63, 15, 2, 
2018/5/23, 72, 71, 16, 3, 
2018/5/24, 114, 69, 19, 5, 
2018/5/25, 80, 50, 14, 3, 
2018/5/26, 67, 38, 12, 1, 
2018/5/27, 103, 38, 11, 1, 
2018/5/28, 104, 52, 13, 2, 
2018/5/29, 112, 46, 18, 6, 
2018/5/30, 113, 49, 17, 10, 
2018/5/31, 96, 72, 24, 26, 
2018/6/1, 95, 68, 20, 14, 
2018/6/2, 104, 55, 17, 8, 
2018/6/3, 129, 76, 18, 4, 
2018/6/4, 152, 54, 18, 3, 
2018/6/5, 146, 44, 16, 2, 
2018/6/6, 131, 41, 16, 2, 
2018/6/7, 114, 39, 21, 3, 
2018/6/8, 102, 68, 13, 16, 
2018/6/9, 115, 66, 6, 15, 
2018/6/10, 136, 83, 21, 10, 
2018/6/11, 107, 77, 12, 10, 
2018/6/12, 89, 82, 8, 12, 
2018/6/13, 91, 60, 17, 9, 
2018/6/14, 91, 59, 25, 9, 
2018/6/15, 111, 76, 19, 15, 
2018/6/16, 93, 75, 12, 8, 
2018/6/17, 77, 76, 7, 5, 
2018/6/18, 54, 54, 22, 8, 
2018/6/19, 65, 95, 25, 5, 
2018/6/20, 80, 80, 14, 13, 
2018/6/21, 105, 72, 14, 13, 
2018/6/22, 114, 90, 6, 18, 
2018/6/23, 85, 97, 14, 10, 
2018/6/24, 80, 83, 18, 6, 
2018/6/25, 125, 89, 20, 5, 
2018/6/26, 150, 96, 28, 13, 
2018/6/27, 107, 96, 31, 11, 
2018/6/28, 101, 106, 29, 11, 
2018/6/29, 93, 92, 8, 5, 
2018/6/30, 104, 66, 18, 2, 
2018/7/1, 169, 60, 19, 3, 
2018/1/3, 70, 48, 25, 3, 
2018/1/4, 84, 50, 7, 4, 
2018/1/5, 64, 58, 11, 7, 
2018/1/6, 58, 44, 37, 5, 
2018/1/7, 60, 49, 23, 4, 
2018/1/8, 59, 55, 10, 6, 
2018/1/9, 67, 45, 22, 3, 
2018/1/10, 67, 47, 28, 2, 
2018/1/11, 60, 53, 33, 3, 
2018/1/12, 54, 56, 30, 3, 
2018/1/13, 42, 59, 24, 8, 
2018/1/14, 44, 58, 25, 8, 
2018/1/15, 60, 49, 26, 6, 
2018/1/16, 91, 55, 11, 6, 
2018/1/17, 108, 53, 9, 3, 
2018/1/18, 67, 56, 17, 4, 
2018/1/19, 53, 60, 26, 4, 
2018/1/20, 52, 54, 32, 3, 
2018/1/21, 57, 47, 10, 3, 
2018/1/22, 89, 50, 15, 2, 
2018/1/23, 132, 53, 28, 4, 
2018/1/24, 126, 54, 31, 2, 
2018/1/25, 102, 53, 33, 3, 
2018/1/26, 101, 57, 19, 5, 
2018/1/27, 105, 34, 33, 5, 
2018/1/28, 100, 49, 22, 8, 
2018/1/29, 73, 50, 8, 10, 
2018/1/30, 60, 50, 14, 5, 
2018/1/31, 52, 51, 11, 4, 
2018/2/1, 52, 63, 12, 7, 
2018/2/2, 52, 59, 10, 5, 
2018/2/3, 53, 61, 18, 7, 
2018/2/4, 53, 63, 24, 7, 
2018/2/5, 55, 58, 29, 5, 
2018/2/6, 56, 65, 36, 8, 
2018/2/7, 66, 49, 34, 8, 
2018/2/8, 96, 55, 26, 7, 
2018/2/9, 110, , , , 
2018/2/11, 79, 56, 48, 9, 
2018/2/12, 64, 44, 41, 7, 
2018/2/13, 51, 46, 37, 7, 
2018/2/14, 50, 43, 17, 2, 
2018/2/15, 57, 44, 19, 2, 
2018/2/16, 66, 57, 27, 3, 
2018/2/17, 52, 43, 33, 4, 
2018/2/18, 55, 46, 37, 3, 
2018/2/19, 55, 50, 26, 3, 
2018/2/20, 55, 48, 15, 3, 
2018/2/21, 68, 54, 22, 6, 
2018/2/22, 71, 55, 23, 3, 
2018/2/23, 73, 58, 18, 3, 
2018/2/24, 56, 39, 17, 2, 
2018/2/25, 56, 42, 14, 2, 
2018/2/26, 55, 51, 13, 2, 
2018/2/27, 42, 46, 14, 3, 
2018/2/28, 44, 45, 18, 1, 
2018/3/1, 61, 40, 20, 1, 
2018/3/2, 103, 42, 18, 1, 
2018/3/3, 78, 65, 16, 6, 
2018/3/4, 67, 67, 19, 10, 
2018/3/5, 69, 68, 33, 11, 
2018/3/6, 79, 68, 31, 7, 
2018/3/7, 81, 65, 36, 9, 
2018/3/8, 88, 55, 38, 15, 
2018/3/9, 82, 72, 30, 23, 
2018/3/10, 80, 46, 35, 8, 
2018/3/11, 84, 43, 24, 2, 
2018/3/12, 86, 41, 14, 1, 
2018/3/13, 94, 47, 23, 3, 
2018/3/14, 80, 49, 17, 6, 
2018/3/15, 73, , , , 
2018/3/19, 73, 67, 9, 14, 
2018/3/20, 74, 68, 24, 7, 
2018/3/21, 73, 67, 30, 5, 
2018/3/22, 77, 60, 34, 8, 
2018/3/23, 72, 78, 27, 8, 
2018/3/24, 75, 76, 22, 5, 
2018/3/25, 88, 51, 24, 2, 
2018/3/26, 71, 51, 28, 2, 
2018/3/27, 70, 66, 32, 8, 
2018/3/28, 67, 82, 33, 10, 
2018/3/29, 76, 60, 27, 6, 
2018/3/30, 89, 79, 19, 4, 
2018/3/31, 98, 63, 27, 9, 
2018/4/1, 77, 60, 10, 5, 
2017/11/14, 66, 58, 24, 4, 
2017/11/15, 61, 56, 35, 6, 
2017/11/16, 50, 56, 40, 6, 
2017/11/17, 45, 69, 31, 5, 
2017/11/18, 42, 46, 28, 1, 
2017/11/19, 42, 52, 25, 1, 
2017/11/20, 42, 53, 30, 2, 
2017/11/21, 39, 23, 48, 1, 
2017/11/22, 39, 46, 32, , 
2017/11/23, 39, 49, 25, 1, 
2017/11/24, 40, 53, 8, 2, 
2017/11/25, 40, 49, 9, 4, 
2017/11/26, 42, 47, 13, 4, 
2017/11/27, 40, 58, 32, 4, 
2017/11/28, 39, 48, 25, 7, 
2017/11/29, 46, 45, 15, 5, 
2017/11/30, 46, 59, 25, 4, 
2017/12/1, 38, 54, 24, 4, 
2017/12/2, 40, 52, 10, 6, 
2017/12/3, 45, 57, 11, 4, 
2017/12/4, 47, 51, 16, 2, 
2017/12/5, 51, 47, 20, 1, 
2017/12/6, 56, 52, 35, 3, 
2017/12/7, 42, 44, 42, 2, 
2017/12/8, 42, 55, 26, 3, 
2017/12/9, 43, 50, 8, 4, 
2017/12/10, 56, 49, 29, 6, 
2017/12/11, 55, 53, 13, 6, 
2017/12/12, 43, 58, 8, 5, 
2017/12/13, 43, 51, 26, 3, 
2017/12/14, 60, 47, 35, 1, 
2017/12/15, 63, 45, 20, 1, 
2017/12/16, 65, 47, 11, 1, 
2017/12/17, 59, 46, 20, 1, 
2017/12/18, 54, 45, 33, 3, 
2017/12/19, 54, 42, 37, 5, 
2017/12/20, 58, 52, 25, 7, 
2017/12/21, 76, 50, 22, 5, 
2017/12/22, 76, 55, 24, 6, 
2017/12/23, 113, 60, 21, 6, 
2017/12/24, 132, 71, 23, 7, 
2017/12/25, 131, 49, 41, 10, 
2017/12/26, 149, 43, 36, 7, 
2017/12/27, 133, 50, 22, 3, 
2017/12/28, 99, 57, 17, 6, 
2017/12/29, 84, 40, 27, 2, 
2017/12/30, 87, 38, 33, 3, 
2017/12/31, 86, , , , 
2016/7/2, 74, 57, 6, 2, 
2016/7/3, 82, 54, 9, 2, 
2016/7/4, 83, 56, 6, 1, 
2016/7/5, 85, 52, 8, 1, 
2016/7/6, 93, 57, 5, 3, 
2016/7/7, 157, 45, 15, 2, 
2016/7/8, 90, 48, 10, 3, 
2016/7/9, 78, 59, 7, 3, 
2016/7/10, 67, 56, 5, 2, 
2016/7/11, 62, 50, 10, 2, 
2016/7/12, 65, 53, 6, 1, 
2016/7/13, 49, 58, 11, 2, 
2016/7/14, 238, 68, 8, 1, 
2016/7/15, 205, 60, 4, 1, 
2016/7/16, 154, 45, 8, 1, 
2016/7/17, 103, 39, 5, , 
2016/7/18, 170, 26, 10, , 
2016/7/19, 246, 23, 8, , 
2016/7/20, 386, 22, 8, , 
2016/7/21, 224, 27, 9, , 
2016/7/22, 108, 36, 8, , 
2016/7/23, 103, 43, 11, 2, 
2016/7/24, 94, 30, 8, 1, 
2016/7/25, 146, 29, 6, , 
2016/7/26, 209, 33, 7, , 
2016/7/27, 98, 32, 4, , 
2016/7/28, 122, 30, 3, , 
2016/7/29, 117, 23, 3, , 
2016/7/30, 137, 31, 8, , 
2016/7/31, 100, 41, 7, , 
2016/8/1, 69, 31, 9, 1, 
2016/8/2, 122, 49, 12, 4, 
2016/8/3, 63, 47, 18, 3, 
2016/8/4, 83, 30, 10, , 
2016/8/5, 183, 27, 8, , 
2016/8/6, 289, 32, 10, , 
2016/8/7, 470, 39, 10, 1, 
2016/8/8, 275, 45, 9, 1, 
2016/8/9, 184, 39, 8, , 
2016/8/10, 156, 52, 10, 2, 
2016/8/11, 90, 55, 14, 2, 
2016/8/12, 82, 24, 5, , 
2016/8/13, 90, 25, 10, , 
2016/8/14, 179, 38, 11, 1, 
2016/8/15, 109, 11, 21, 1, 
2016/8/16, 70, , , , 
2016/4/2, 30, 41, 2, 1, 
2016/4/3, 28, 44, 5, 1, 
2016/4/4, 18, 46, 12, 2, 
2016/4/5, 24, 36, 16, 1, 
2016/4/6, 33, 30, 15, , 
2016/4/7, 22, 31, 12, 1, 
2016/4/8, 27, 27, 12, 1, 
2016/4/9, 25, 29, 12, 1, 
2016/4/10, 30, 42, 13, 2, 
2016/4/11, 40, 45, 13, 1, 
2016/4/12, 37, 41, 14, 1, 
2016/4/13, 50, 32, 7, , 
2016/4/14, 64, 26, 14, 1, 
2016/4/15, 31, 25, 6, , 
2016/4/16, 27, 40, 4, 1, 
2016/4/17, 29, 42, 2, 2, 
2016/4/18, 27, 46, 3, 2, 
2016/4/19, 27, 42, 9, 1, 
2016/4/20, 32, 41, 14, 1, 
2016/4/21, 29, 46, 13, 2, 
2016/4/22, 22, 53, 14, 3, 
2016/4/23, 26, 52, 19, 2, 
2016/4/24, 27, 43, 24, 1, 
2016/4/25, 25, 45, 19, 2, 
2016/4/26, 31, 48, 17, 3, 
2016/4/27, 46, 58, 14, 2, 
2016/4/28, 56, 43, 15, 2, 
2016/4/29, 65, 35, 11, , 
2016/4/30, 61, 36, 12, 1, 
2016/5/1, 43, 40, 3, 1, 
2016/5/2, 60, 45, 8, 2, 
2016/5/3, 37, 44, 17, 2, 
2016/5/4, 45, 35, 17, 1, 
2016/5/5, 66, 35, 15, 3, 
2016/5/6, 60, , , , 
2016/5/8, 107, 44, 12, 2, 
2016/5/9, 75, 29, 16, 3, 
2016/5/10, 79, 38, 10, 3, 
2016/5/11, 91, 32, 12, , 
2016/5/12, 69, 35, 12, 2, 
2016/5/13, 58, 36, 12, 1, 
2016/5/14, 55, 52, 7, 2, 
2016/5/15, 50, 48, 7, 2, 
2016/5/16, 49, 74, 6, 1, 
2016/5/17, 69, 39, 10, 1, 
2016/5/18, 65, 38, 15, 1, 
2016/5/19, 57, 42, 11, 2, 
2016/5/20, 61, 51, 12, 4, 
2016/5/21, 65, 47, 1, 3, 
2016/5/22, 68, 52, 2, 4, 
2016/5/23, 40, 60, 9, 3, 
2016/5/24, 41, 39, 14, 2, 
2016/5/25, 40, 42, 15, 2, 
2016/5/26, 60, 46, 1, 1, 
2016/5/27, 68, 45, 5, 2, 
2016/5/28, 40, 40, 15, 2, 
2016/5/29, 39, 40, 18, 2, 
2016/5/30, 61, 51, 18, 3, 
2016/5/31, 90, 43, 12, 2, 
2016/6/1, 45, 48, 3, 1, 
2016/6/2, 87, 51, 6, 1, 
2016/6/3, 91, 58, 11, 3, 
2016/6/4, 77, 63, 14, 1, 
2016/6/5, 77, 61, 8, 1, 
2016/6/6, 81, 47, 7, , 
2016/6/7, 76, 42, 16, 1, 
2016/6/8, 59, 52, 19, 3, 
2016/6/9, 85, 48, 7, 1, 
2016/6/10, 97, 44, 10, 1, 
2016/6/11, 87, 45, 13, 2, 
2016/6/12, 66, 38, 11, 1, 
2016/6/13, 140, 48, 4, 1, 
2016/6/14, 86, 63, 4, 1, 
2016/6/15, 76, 55, 9, 1, 
2016/6/16, 46, 45, 12, , 
2016/6/17, 36, 49, 6, , 
2016/6/18, 76, 42, 10, 1, 
2016/6/19, 111, 39, 10, , 
2016/6/20, 407, 40, 12, , 
2016/6/21, 327, 49, 10, 2, 
2016/6/22, 145, 49, 11, 1, 
2016/6/23, 113, 32, 9, , 
2016/6/24, 132, 51, 7, , 
2016/6/25, 133, 40, 11, , 
2016/6/26, 120, 44, 16, , 
2016/6/27, 106, 42, 14, 1, 
2016/6/28, 78, 60, 15, 2, 
2016/6/29, 90, 52, 10, , 
2016/6/30, 124, 43, 11, 1, 
2016/7/1, 174, 44, 8, 2, 
2016/1/14, 29, 31, 15, 1, 
2016/1/15, 27, 34, 12, 1, 
2016/1/16, 29, 37, 15, 2, 
2016/1/17, 32, 33, 8, 1, 
2016/1/18, 31, 35, 11, 1, 
2016/1/19, 34, 22, 22, , 
2016/1/20, 36, 29, 20, , 
2016/1/21, 30, 32, 15, 1, 
2016/1/22, 19, 32, 14, 1, 
2016/1/23, 40, 30, 16, 2, 
2016/1/24, 49, 31, 15, , 
2016/1/25, 41, 25, 16, , 
2016/1/26, 34, 29, 12, , 
2016/1/27, 35, 26, 15, , 
2016/1/28, 32, 29, 7, , 
2016/1/29, 32, 32, 4, , 
2016/1/30, 43, 32, 1, 1, 
2016/1/31, 22, 32, 5, , 
2016/2/1, 16, 31, 15, 1, 
2016/2/2, 23, 37, 17, 1, 
